"","koi_fpflag_ss","koi_fpflag_nt","koi_fpflag_ec","koi_fpflag_co","koi_depth","koi_period","koi_teq","koi_model_snr","k8.cluster"
"1",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.300719486429429,-0.320482483936892,-0.409622723442028,-0.307310369275037,1
"2",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.297617953093368,0.196992873849678,-0.83028884719101,-0.319021657411454,1
"3",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.178416087711835,-0.200574886775316,-0.595917721102292,-0.259879652322547,6
"4",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.211345031215697,-0.409753873218567,0.313923009406222,0.242885947373841,6
"5",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.300869174331748,-0.400670893842274,0.327143944724047,-0.301337612325464,1
"6",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.289921599907706,-0.301982451271822,-0.35914278859215,-0.271356714696236,1
"7",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.299878839170002,-0.382141395680762,0.0314757548890477,-0.302157402495013,1
"8",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.305381366459268,-0.400198717719207,0.271856397031323,-0.331669848598785,1
"9",1.67013359431523,-0.360148364045629,-0.392772412055401,1.90969676528739,-0.305295146227532,-0.344971052904187,0.250222139238518,-0.2933739363927,2
"10",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.249244810579785,-0.244691747003628,-0.641590043109324,-0.159631025874816,1
"11",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.137677028216549,-0.401304095431575,0.246616429606384,4.69165297175463,5
"12",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.22816396392032,-0.404366286161606,1.09876580600075,6.61417803222887,5
"13",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.198573659389793,-0.389189241476427,0.465362813955855,1.69028404815364,1
"14",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.306523784529771,-0.387038784894255,0.0867633025817711,-0.289977662833139,1
"15",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.0927347324241304,-0.297063127307728,-0.457698851870483,0.379322454163101,6
"16",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.201291991695916,-0.206278268716824,-0.7341365903341,-0.0977954245145339,6
"17",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,0.581459579623077,-0.208380734443046,-0.523803528459609,2.36426868040445,6
"18",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.182607348976782,-0.240071118196442,-0.647599559162881,0.00608370125548633,6
"19",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.292666277284638,-0.32295240871316,-0.582696785784466,-0.247114348253853,1
"20",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.285189067187972,-0.36031766969458,-0.547841592673837,-0.272644956391242,1
"21",1.67013359431523,-0.360148364045629,2.5456773782306,1.90969676528739,-0.303328845942663,-0.39870398583715,-0.0815031469178219,-0.29278837198588,8
"22",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.298142459503096,-0.368146534218889,-0.258182918892394,-0.278266374696722,1
"23",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.303743182056283,-0.384368640670713,-0.139194501031968,-0.315391158089165,1
"24",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.305490339252157,-0.336364668151517,-0.401209400967048,-0.332723864531062,1
"25",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.297828713659834,-0.180098868934185,-0.725723267859121,-0.309067062495499,1
"26",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.296900648665453,-0.372209532514199,-0.260586725313817,-0.316210948258714,1
"27",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.299102857084378,-0.380453786202374,-0.146405920296236,-0.276861020120352,1
"28",-0.598677763004016,-0.360148364045629,-0.392772412055401,1.90969676528739,-0.281608532564488,-0.412409738975695,0.38243149241677,-0.137145352652896,2
"29",-0.598677763004016,2.77627762328478,-0.392772412055401,-0.523576235943423,-0.0914534039802751,7.29425306464447,-1.12715894023672,0.403447707724121,4
"30",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.246742028853003,0.27574780063773,-0.755770848126905,-0.249339492999772,6
"31",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.299421392940514,0.0122461070135474,-0.726925171069832,-0.308598610970043,1
"32",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.28158218749368,0.0447214534496832,-0.835096460033856,-0.289274985544954,1
"33",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.295676800376088,-0.357741726991627,-0.373565627120687,-0.294076613680886,1
"34",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.294658922640315,-0.245331676411643,-0.650003365584304,-0.310355304190505,1
"35",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.286481173160794,-0.0539642196412324,-0.754568944916194,-0.255546475712073,1
"36",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.300285990264311,0.627219731385761,-0.931248716890766,-0.326868220462854,1
"37",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.190714445766408,-0.372640974819015,-0.0370327281215009,0.466454437898045,1
"38",1.67013359431523,-0.360148364045629,-0.392772412055401,1.90969676528739,-0.29779039355684,-0.398647353658665,0.105993753953153,-0.292671259104515,2
"39",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.302585196443939,-0.377945305421718,-0.000975631800159542,-0.31468848080098,1
"40",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.167195482553962,-0.203430370962014,-0.485342625716845,0.252020752120247,6
"41",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.300889531886464,-0.367424975425701,-0.0490517602286147,-0.154009607569336,1
"42",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.274646248851802,0.0475124541746533,-0.74254991280908,-0.183990505198564,1
"43",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.295620517724816,-0.333544695019384,-0.413228433074162,-0.29840979029136,1
"44",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.29028324587971,-0.382243803274382,0.131233721378092,-0.198629615369086,1
"45",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.106745520081239,-0.397320366101112,0.102388044321019,1.29830723422776,1
"46",1.67013359431523,-0.360148364045629,-0.392772412055401,1.90969676528739,-0.206261630052925,-0.0389345415624648,-0.845913588930258,-0.0727332679026012,2
"47",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.302983965015719,-0.387260999339018,0.0158510131497997,-0.307544595037765,1
"48",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.295988151212913,-0.378723028388747,-0.0358308249107895,-0.265969522153484,1
"49",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.295837265807375,-0.29869945863375,-0.39399798170278,-0.304850998766389,1
"50",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.290000635120131,-0.125767980603614,-0.775001299498287,-0.29278837198588,1
"51",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.301966087279946,-0.273460343585778,-0.419237949127719,-0.245708993677483,1
"52",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.305789715056796,-0.347687353822396,-0.164434468456907,-0.294076613680886,1
"53",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.0153520744410211,-0.344039737780584,-0.200491564778248,0.629358455875608,6
"54",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.29459665247295,-0.241049371254803,-0.842307879298124,-0.315391158089165,1
"55",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.292453121711735,-0.339032435945714,-0.698079494012759,-0.303914095715476,1
"56",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.294654132627441,-0.0100069869463408,-0.963700103579973,-0.323823285547385,1
"57",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.245506205531453,-0.386813990141268,-0.133184984978411,0.0550368856657101,1
"58",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.233177909896415,0.0357638742566827,-0.801443170133937,-0.306022127580031,1
"59",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.298253827302421,-0.403921199105635,-0.374767530331398,-0.303679869952748,1
"60",1.67013359431523,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.134587469912674,-0.309910054053664,-0.361546595013573,0.523488411122397,6
"61",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.29646355999068,-0.402837914068802,-0.0766955340749764,-0.252735766559333,1
"62",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.301430803341251,-0.34636612229008,-0.480535012873999,-0.333192316056519,1
"63",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.307815890502594,-0.390186431924963,0.166088914488722,-0.339047960124727,1
"64",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.274509733484887,-0.296178873607152,-0.886778298094445,-0.266086635034848,1
"65",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.274643853845365,-0.354029090172455,-0.142800210664102,-0.0903002001072269,1
"66",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.272156639660423,-0.345970162327251,-0.361546595013573,0.0162725219341693,1
"67",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.293486566989349,-0.207803143138588,-0.890384007726579,-0.305787901817303,1
"68",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.295480409848245,-0.313834622782761,-0.776203202708998,-0.313751577750066,1
"69",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.297117396748011,-0.287018688770879,-0.549043495884548,-0.307310369275037,1
"70",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.30072667144874,0.0752093294484763,-0.724521364648409,-0.251213299101599,1
"71",1.67013359431523,-0.360148364045629,-0.392772412055401,1.90969676528739,-0.29940822040511,-0.391269091677184,-0.122367856082009,-0.303562757071383,2
"72",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.288686974089375,-0.411024485133515,0.496612297434351,-0.227907835710129,1
"73",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.298064621793889,-0.39852968985072,0.343970589674006,-0.27369897232352,1
"74",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.296712640660139,-0.346695789668463,-0.130781178556988,-0.288923646900862,1
"75",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.294639762588818,-0.332180083078649,-0.460102658291906,-0.293491049274065,1
"76",-0.598677763004016,-0.360148364045629,-0.392772412055401,-0.523576235943423,-0.296941363774884,0.266102932638638,-0.893989717358713,-0.325697091649212,1
