koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,koi_pdisposition,hier_labels_5,hier_labels_10,dbscan_labels_5
1,0,0,1,-0.0860001670467703,FALSE POSITIVE,11,5,7
0,0,0,0,-0.08414162562336477,CANDIDATE,4,0,0
0,0,0,0,-0.08183447075293035,CANDIDATE,4,0,0
0,0,0,0,-0.08491067724684291,CANDIDATE,4,0,0
1,0,0,0,-0.08583994795854567,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08471841434097338,CANDIDATE,4,0,0
0,0,0,0,-0.028257207650619617,CANDIDATE,4,2,0
0,0,0,0,-0.08039249895890882,CANDIDATE,4,0,0
0,0,0,0,-0.08071293713535804,CANDIDATE,4,0,0
0,0,0,0,-0.08651286812908905,CANDIDATE,4,0,0
0,0,0,0,-0.07818147554140915,CANDIDATE,4,0,0
0,0,0,0,-0.08507089633506752,CANDIDATE,4,0,0
0,0,0,0,-0.08439797616452416,CANDIDATE,4,0,0
0,0,0,0,-0.08237921565289402,CANDIDATE,4,0,0
1,0,1,1,-0.06010876238967276,FALSE POSITIVE,10,6,3
0,0,0,0,-0.08462228288803861,CANDIDATE,4,0,0
0,0,0,0,-0.08452615143510385,CANDIDATE,4,0,0
0,0,0,0,-0.08523111542329215,CANDIDATE,4,0,0
0,0,0,0,-0.08282782909992294,CANDIDATE,4,0,0
0,0,0,0,-0.08356483690575617,CANDIDATE,4,0,0
1,0,0,1,-0.08539133451151676,FALSE POSITIVE,11,5,7
1,0,1,1,-0.08622447377028475,FALSE POSITIVE,10,0,3
0,0,0,0,-0.08654491194673397,CANDIDATE,4,0,0
1,0,0,0,-0.0862885614055746,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08311622345872724,CANDIDATE,4,0,0
0,0,0,0,-0.08455819525274877,CANDIDATE,4,0,0
0,0,0,0,-0.08523111542329215,CANDIDATE,4,0,0
0,0,0,0,-0.0817703831176405,CANDIDATE,4,0,0
0,0,0,0,-0.07907870243546698,CANDIDATE,4,0,0
0,0,0,0,-0.08539133451151676,CANDIDATE,4,0,0
1,0,1,1,-0.083628924541046,FALSE POSITIVE,10,1,3
0,0,0,0,-0.08436593234687924,CANDIDATE,4,0,0
0,0,0,0,-0.08510294015271246,CANDIDATE,4,0,0
0,0,0,0,-0.08417366944100971,CANDIDATE,4,0,0
1,0,0,0,-0.007749164357869107,FALSE POSITIVE,3,2,4
0,0,0,0,-0.07741242391793102,CANDIDATE,4,0,0
0,0,0,0,-0.0826355661940534,CANDIDATE,4,0,0
0,0,0,0,-0.08269965382934326,CANDIDATE,4,0,0
0,0,0,0,-0.0809372438588725,CANDIDATE,4,0,0
1,1,0,1,-0.08266761001169833,FALSE POSITIVE,5,5,8
0,0,0,0,-0.08269965382934326,CANDIDATE,4,0,0
0,0,0,0,-0.0816422078470608,CANDIDATE,4,0,0
0,0,0,0,-0.08484658961155307,CANDIDATE,4,0,0
0,0,0,0,-0.08651286812908905,CANDIDATE,4,0,0
0,0,0,0,-0.0869935253937629,CANDIDATE,4,0,0
0,0,0,0,-0.08071293713535804,CANDIDATE,4,0,0
0,0,0,0,-0.08391731889985031,CANDIDATE,4,0,0
0,0,0,0,-0.08394936271749524,CANDIDATE,4,0,0
1,0,1,1,-0.08507089633506752,FALSE POSITIVE,10,6,3
1,0,0,0,-0.04472772992010988,FALSE POSITIVE,3,5,4
0,0,0,0,-0.00672376219323158,CANDIDATE,4,0,0
0,0,0,0,-0.08471841434097338,CANDIDATE,4,0,0
0,0,0,0,-0.0817703831176405,CANDIDATE,4,0,0
1,0,1,1,-0.07722016101206147,FALSE POSITIVE,10,1,3
0,0,0,0,-0.08074498095300298,CANDIDATE,4,0,0
0,0,0,0,-0.08141790112354635,CANDIDATE,4,0,0
0,0,0,0,-0.08446206379981401,CANDIDATE,4,0,0
0,0,0,0,-0.08651286812908905,CANDIDATE,4,0,0
0,0,0,0,-0.08548746596445153,CANDIDATE,4,0,0
0,0,1,0,-0.0860001670467703,FALSE POSITIVE,8,0,1
0,0,0,0,-0.08564768505267613,CANDIDATE,4,0,0
1,0,0,0,-0.08388527508220539,FALSE POSITIVE,3,5,4
1,0,1,1,0.15766102232522178,FALSE POSITIVE,10,2,3
1,0,0,0,-0.08606425468206014,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08648082431144413,CANDIDATE,4,0,0
1,0,0,1,-0.08664104339966874,FALSE POSITIVE,11,5,7
0,0,0,0,-0.08449410761745892,CANDIDATE,4,0,0
0,0,0,0,-0.08478250197626322,CANDIDATE,4,0,0
0,0,0,0,-0.08619242995263983,CANDIDATE,4,0,0
0,0,0,0,-0.08468637052332846,CANDIDATE,4,0,0
1,0,1,0,-0.0870255692114078,FALSE POSITIVE,17,6,2
0,0,0,0,-0.08564768505267613,CANDIDATE,4,0,0
0,0,0,0,-0.08667308721731366,CANDIDATE,4,0,0
0,0,0,0,-0.08237921565289402,CANDIDATE,4,0,0
0,0,0,0,-0.08385323126456047,CANDIDATE,4,0,0
0,0,0,0,-0.07917483388840175,CANDIDATE,4,0,0
0,0,0,0,-0.08407753798807494,CANDIDATE,4,0,0
0,0,0,0,-0.08084111240593773,CANDIDATE,4,0,0
0,0,0,1,-0.08459023907039369,FALSE POSITIVE,7,5,10
0,0,1,1,-0.08478250197626322,FALSE POSITIVE,13,6,11
0,0,0,0,-0.08269965382934326,CANDIDATE,4,0,0
0,0,0,0,-0.08529520305858199,CANDIDATE,4,0,0
1,0,1,0,-0.0860322108644152,FALSE POSITIVE,17,6,2
0,0,0,0,-0.08218695274702449,CANDIDATE,4,0,0
0,0,0,0,-0.08465432670568354,CANDIDATE,4,0,0
0,0,0,0,-0.08510294015271246,CANDIDATE,4,0,0
0,0,0,0,-0.08587199177619059,CANDIDATE,4,0,0
0,0,0,0,-0.0820587774764448,CANDIDATE,4,0,0
1,0,0,1,-0.08548746596445153,FALSE POSITIVE,11,5,7
1,0,1,1,-0.08468637052332846,FALSE POSITIVE,10,1,3
1,0,1,0,-0.08680126248789335,FALSE POSITIVE,17,0,2
0,0,0,0,-0.07811738790611931,CANDIDATE,4,0,0
1,0,1,0,-0.08042454277655374,FALSE POSITIVE,17,1,2
1,0,0,0,-0.0860322108644152,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08462228288803861,CANDIDATE,4,0,0
0,0,0,0,-0.08426980089394447,CANDIDATE,4,0,0
0,0,0,0,-0.08487863342919799,CANDIDATE,4,0,0
1,0,0,1,-0.0833405301822417,FALSE POSITIVE,11,2,7
1,0,1,0,-0.08443001998216908,FALSE POSITIVE,17,6,2
1,0,1,1,-0.06090985783079583,FALSE POSITIVE,10,0,3
0,0,0,0,-0.0022696715405873262,CANDIDATE,4,0,0
1,0,0,0,-0.0861603861349949,FALSE POSITIVE,3,5,4
1,0,0,1,-0.08590403559383553,FALSE POSITIVE,11,5,7
1,1,0,1,-0.08503885251742262,FALSE POSITIVE,5,6,8
0,0,0,0,-0.08529520305858199,CANDIDATE,4,0,0
0,0,0,0,-0.08023227987068421,CANDIDATE,4,0,0
0,0,0,0,-0.08266761001169833,CANDIDATE,4,0,0
0,0,1,0,-0.07497709377691689,FALSE POSITIVE,8,6,1
0,0,0,0,-0.08519907160564723,CANDIDATE,4,0,0
0,0,0,0,-0.08250739092347371,CANDIDATE,4,0,0
1,0,0,1,-0.08266761001169833,FALSE POSITIVE,11,5,7
0,0,1,0,-0.018355667998338508,FALSE POSITIVE,8,1,1
0,0,0,0,-0.08452615143510385,CANDIDATE,4,0,0
0,0,0,0,-0.08542337832916168,CANDIDATE,4,0,0
0,0,0,0,-0.08378914362927063,CANDIDATE,4,0,0
1,0,1,0,-0.08394936271749524,FALSE POSITIVE,17,0,2
0,0,0,0,-0.08356483690575617,CANDIDATE,4,0,0
0,0,0,0,-0.08273169764698816,CANDIDATE,4,0,0
0,0,0,0,-0.07651519702387317,CANDIDATE,4,0,0
0,0,0,0,-0.08401345035278508,CANDIDATE,4,0,0
0,0,0,0,-0.08343666163517648,CANDIDATE,4,0,0
0,0,0,0,-0.08343666163517648,CANDIDATE,4,0,0
1,0,0,0,-0.08526315924093707,FALSE POSITIVE,3,5,4
0,0,0,0,-0.0797836664236553,CANDIDATE,4,0,0
0,0,0,0,-0.08721783211727735,CANDIDATE,4,0,0
0,0,0,0,-0.08737805120550197,CANDIDATE,4,0,0
0,0,0,0,-0.08763440174666134,CANDIDATE,4,0,0
1,0,0,0,-0.08497476488213276,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08420571325865461,CANDIDATE,4,0,0
0,0,0,0,-0.08327644254695186,CANDIDATE,4,0,0
0,0,0,0,-0.08619242995263983,CANDIDATE,4,0,0
0,0,0,0,-0.08612834231734998,CANDIDATE,4,0,0
0,0,0,0,-0.08731396357021211,CANDIDATE,4,0,0
1,0,0,1,-0.08558359741738629,FALSE POSITIVE,11,5,7
0,0,0,0,-0.08273169764698816,CANDIDATE,4,0,0
0,0,0,0,-0.0837570998116257,CANDIDATE,4,0,0
0,0,0,0,-0.08459023907039369,CANDIDATE,4,0,0
0,0,0,0,-0.08061680568242328,CANDIDATE,4,0,0
0,0,0,0,-0.0837570998116257,CANDIDATE,4,0,0
0,0,0,0,-0.0820587774764448,CANDIDATE,4,0,0
1,0,0,1,-0.08356483690575617,FALSE POSITIVE,11,2,7
0,0,0,0,-0.0851670277880023,CANDIDATE,4,0,0
0,0,0,0,-0.08632060522321952,CANDIDATE,4,0,0
1,0,0,1,-0.08724987593492227,FALSE POSITIVE,11,5,7
1,0,0,0,-0.07667541611209779,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08577586032325583,CANDIDATE,4,0,0
0,0,0,0,-0.08660899958202382,CANDIDATE,4,0,0
0,0,0,0,-0.08282782909992294,CANDIDATE,4,0,0
0,0,0,0,-0.08721783211727735,CANDIDATE,4,0,0
0,0,0,0,-0.08648082431144413,CANDIDATE,4,0,0
0,0,0,0,-0.0837570998116257,CANDIDATE,4,0,0
0,0,0,0,-0.08491067724684291,CANDIDATE,4,0,0
0,0,0,0,-0.08430184471158939,CANDIDATE,4,0,0
0,0,0,0,-0.08471841434097338,CANDIDATE,4,0,0
1,0,0,1,0.3315948645018621,FALSE POSITIVE,11,8,7
0,0,0,0,-0.08327644254695186,CANDIDATE,4,0,0
0,0,0,0,-0.08542337832916168,CANDIDATE,4,0,0
0,0,0,0,-0.07818147554140915,CANDIDATE,4,0,0
0,0,0,0,-0.08324439872930693,CANDIDATE,4,0,0
0,0,0,0,-0.08721783211727735,CANDIDATE,4,0,0
1,1,0,0,-0.08257147855876357,FALSE POSITIVE,12,6,6
0,0,1,0,-0.08080906858829282,FALSE POSITIVE,8,1,1
0,0,0,0,-0.08417366944100971,CANDIDATE,4,0,0
1,0,0,1,-0.08817914664662503,FALSE POSITIVE,11,5,7
0,1,0,0,-0.08837140955249456,FALSE POSITIVE,1,0,5
0,0,0,0,-0.08241125947053896,CANDIDATE,4,0,0
0,0,0,0,-0.08487863342919799,CANDIDATE,4,0,0
1,0,0,1,-0.08269965382934326,FALSE POSITIVE,11,5,7
0,0,0,0,-0.08311622345872724,CANDIDATE,4,0,0
0,0,0,0,-0.08225104038231433,CANDIDATE,4,0,0
0,0,0,0,-0.08446206379981401,CANDIDATE,4,0,0
1,0,1,1,0.0008065349533252537,FALSE POSITIVE,10,1,3
0,0,0,0,-0.08138585730590142,CANDIDATE,4,0,0
0,1,0,0,-0.08481454579390815,FALSE POSITIVE,1,0,5
0,0,0,0,-0.08462228288803861,CANDIDATE,4,0,0
0,0,0,0,-0.08484658961155307,CANDIDATE,4,0,0
0,0,0,0,-0.08558359741738629,CANDIDATE,4,0,0
0,0,0,0,-0.08539133451151676,CANDIDATE,4,0,0
0,0,0,0,-0.08407753798807494,CANDIDATE,4,0,0
0,0,0,0,-0.08359688072340109,CANDIDATE,4,0,0
0,0,0,0,-0.08753827029372657,CANDIDATE,4,0,0
1,0,0,1,-0.08548746596445153,FALSE POSITIVE,11,2,7
1,0,1,1,-0.08548746596445153,FALSE POSITIVE,10,6,3
0,0,0,0,-0.08606425468206014,CANDIDATE,4,0,0
0,0,0,0,-0.08500680869977768,CANDIDATE,4,0,0
0,0,0,0,-0.08577586032325583,CANDIDATE,4,0,0
1,0,0,0,-0.08654491194673397,FALSE POSITIVE,3,5,4
1,0,0,1,-0.08654491194673397,FALSE POSITIVE,11,5,7
1,0,0,0,-0.08507089633506752,FALSE POSITIVE,3,5,4
1,0,0,0,-0.08529520305858199,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08340461781753156,CANDIDATE,4,0,0
0,0,0,0,-0.08292396055285771,CANDIDATE,4,0,0
1,0,1,0,-0.0843338885292343,FALSE POSITIVE,17,6,2
0,0,0,0,-0.06997825822430896,CANDIDATE,4,0,0
0,0,0,0,-0.08119359440003189,CANDIDATE,4,0,0
1,0,0,1,0.0043633987119116695,FALSE POSITIVE,11,2,7
0,0,1,0,0.07402665827197358,FALSE POSITIVE,8,2,1
1,0,1,1,-0.08212286511173465,FALSE POSITIVE,10,6,3
1,0,1,1,-0.08385323126456047,FALSE POSITIVE,10,1,3
0,0,0,0,-0.08776257701724104,CANDIDATE,4,0,0
1,0,0,0,-0.08622447377028475,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08696148157611797,CANDIDATE,4,0,0
0,0,0,0,-0.08449410761745892,CANDIDATE,4,0,0
0,0,0,0,-0.08491067724684291,CANDIDATE,4,0,0
0,0,0,0,-0.0860001670467703,CANDIDATE,4,0,0
0,0,0,0,-0.08583994795854567,CANDIDATE,4,0,0
0,0,0,0,-0.08555155359974137,CANDIDATE,4,0,0
1,1,0,0,-0.08074498095300298,FALSE POSITIVE,12,5,6
1,0,0,0,-0.08340461781753156,FALSE POSITIVE,3,5,4
0,0,0,0,-0.0820587774764448,CANDIDATE,4,0,0
0,0,0,0,-0.08308417964108233,CANDIDATE,4,0,0
0,0,0,0,-0.08318031109401709,CANDIDATE,4,0,0
0,0,0,0,-0.08526315924093707,CANDIDATE,4,0,0
1,0,0,0,-0.08420571325865461,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08503885251742262,CANDIDATE,4,0,0
0,0,0,0,-0.08282782909992294,CANDIDATE,4,0,0
1,0,0,0,-0.08330848636459678,FALSE POSITIVE,3,2,4
0,0,0,0,-0.08455819525274877,CANDIDATE,4,0,0
1,0,1,0,-0.08503885251742262,FALSE POSITIVE,17,1,2
1,0,1,1,-0.012812087545766885,FALSE POSITIVE,10,6,3
0,0,0,0,-0.08689739394082813,CANDIDATE,4,0,0
0,0,1,0,-0.08497476488213276,FALSE POSITIVE,8,1,1
0,0,0,0,-0.08273169764698816,CANDIDATE,4,0,0
1,0,0,1,-0.08741009502314688,FALSE POSITIVE,11,5,7
1,0,1,0,-0.0862885614055746,FALSE POSITIVE,17,0,2
0,0,0,0,-0.08548746596445153,CANDIDATE,4,0,0
0,0,0,0,-0.08250739092347371,CANDIDATE,4,0,0
0,0,0,0,-0.08625651758792967,CANDIDATE,4,0,0
1,0,0,0,-0.05533423356057929,FALSE POSITIVE,3,5,4
0,0,0,0,-0.057705476066303565,CANDIDATE,4,0,0
0,0,0,0,-0.08225104038231433,CANDIDATE,4,0,0
0,0,0,0,-0.08340461781753156,CANDIDATE,4,0,0
0,0,0,0,-0.08481454579390815,CANDIDATE,4,0,0
0,0,0,0,-0.07840578226492362,CANDIDATE,4,0,0
0,0,0,0,-0.08519907160564723,CANDIDATE,4,0,0
0,0,0,0,-0.08180242693528542,CANDIDATE,4,0,0
0,0,0,0,-0.08109746294709712,CANDIDATE,4,0,0
0,0,0,0,-0.04200400542029145,CANDIDATE,4,2,0
1,0,0,0,-0.08766644556430628,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08503885251742262,CANDIDATE,4,0,0
0,0,0,0,-0.08513498397035738,CANDIDATE,4,0,0
0,0,0,0,-0.08532724687622692,CANDIDATE,4,0,0
1,0,1,1,-0.044952036643624335,FALSE POSITIVE,10,2,3
1,0,0,1,-0.009319311422470312,FALSE POSITIVE,11,5,7
0,0,0,0,0.0055169761471288836,CANDIDATE,4,0,0
0,0,1,0,0.22133208798568307,FALSE POSITIVE,6,6,1
0,0,1,0,-0.014478366063302875,FALSE POSITIVE,8,1,1
0,0,0,0,-0.07020256494782341,CANDIDATE,4,0,0
0,0,0,0,-0.08282782909992294,CANDIDATE,4,0,0
0,0,1,0,0.08549834498885589,FALSE POSITIVE,8,1,1
1,1,0,0,-0.08478250197626322,FALSE POSITIVE,12,6,6
1,0,1,0,-0.08612834231734998,FALSE POSITIVE,17,6,2
0,0,0,0,-0.08311622345872724,CANDIDATE,4,0,0
1,0,1,0,-0.08635264904086444,FALSE POSITIVE,17,6,2
1,0,0,0,-0.08298804818814756,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08350074927046632,CANDIDATE,4,0,0
0,0,0,0,-0.08555155359974137,CANDIDATE,4,0,0
0,0,0,0,-0.0787903080766627,CANDIDATE,4,0,0
0,0,0,0,-0.08324439872930693,CANDIDATE,4,0,0
1,0,1,1,-0.08651286812908905,FALSE POSITIVE,10,6,3
1,0,1,1,-0.08510294015271246,FALSE POSITIVE,10,0,3
0,0,0,0,-0.08539133451151676,CANDIDATE,4,0,0
1,0,0,1,-0.08378914362927063,FALSE POSITIVE,11,5,7
1,0,0,0,0.0100671982527079,FALSE POSITIVE,3,5,4
0,0,0,0,-0.07507322522985165,CANDIDATE,4,0,0
0,0,0,1,-0.06872854933615696,FALSE POSITIVE,7,2,10
1,0,1,0,-0.08343666163517648,FALSE POSITIVE,17,1,2
0,0,0,0,-0.07846986990021346,CANDIDATE,4,0,0
0,0,0,0,-0.08708965684669767,CANDIDATE,4,0,0
0,0,0,1,-0.08468637052332846,FALSE POSITIVE,7,2,10
0,0,0,1,-0.08141790112354635,FALSE POSITIVE,7,5,10
0,0,0,0,-0.08523111542329215,CANDIDATE,4,0,0
0,0,0,0,-0.07391964779463443,CANDIDATE,4,0,0
0,0,0,0,-0.0824753471058288,CANDIDATE,4,0,0
0,0,0,1,-0.07927096534133653,FALSE POSITIVE,7,5,10
1,0,1,1,-0.08410958180571984,FALSE POSITIVE,10,6,3
1,1,0,0,-0.08567972887032106,FALSE POSITIVE,12,6,6
1,0,1,0,-0.08872389154658872,FALSE POSITIVE,17,0,2
0,0,0,0,-0.08558359741738629,CANDIDATE,4,0,0
1,0,0,0,-0.015471724410295474,FALSE POSITIVE,3,5,4
0,0,0,0,-0.0816422078470608,CANDIDATE,4,0,0
0,0,0,0,-0.0817703831176405,CANDIDATE,4,0,0
0,0,0,0,-0.08452615143510385,CANDIDATE,4,0,0
0,0,0,0,-0.08279578528227803,CANDIDATE,4,0,0
0,0,0,0,-0.08221899656466942,CANDIDATE,4,0,0
0,0,1,0,0.04105356991534812,FALSE POSITIVE,8,1,1
0,0,0,0,-0.07295833326528676,CANDIDATE,4,0,0
0,0,0,0,-0.0670943146362659,CANDIDATE,4,0,0
0,0,0,0,-0.08292396055285771,CANDIDATE,4,0,0
1,0,1,0,0.055505331673208265,FALSE POSITIVE,17,1,2
0,0,0,0,-0.08449410761745892,CANDIDATE,4,0,0
0,0,0,0,-0.08109746294709712,CANDIDATE,4,0,0
0,0,0,0,-0.08250739092347371,CANDIDATE,4,0,0
1,0,0,0,-0.08593607941148045,FALSE POSITIVE,3,2,4
0,0,0,0,-0.08010410460010452,CANDIDATE,4,0,0
0,0,0,0,-0.08378914362927063,CANDIDATE,4,0,0
0,0,0,0,-0.08151403257648111,CANDIDATE,4,0,0
0,0,0,0,-0.0704909593066277,CANDIDATE,4,0,0
1,0,1,0,-0.08343666163517648,FALSE POSITIVE,17,2,2
1,0,0,0,-0.08686535012318321,FALSE POSITIVE,3,5,4
1,0,0,0,-0.08356483690575617,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08231512801760418,CANDIDATE,4,0,0
1,0,0,0,-0.0787903080766627,FALSE POSITIVE,3,5,4
0,0,0,0,-0.07968753497072052,CANDIDATE,4,0,0
0,0,1,0,-0.08161016402941589,FALSE POSITIVE,8,0,1
0,0,0,0,-0.08625651758792967,CANDIDATE,4,0,0
0,0,0,0,-0.0862885614055746,CANDIDATE,4,0,0
0,0,0,0,-0.08622447377028475,CANDIDATE,4,0,0
0,0,0,0,-0.05382817413126793,CANDIDATE,4,0,0
0,0,0,0,-0.08154607639412605,CANDIDATE,4,0,0
1,0,0,1,-0.08378914362927063,FALSE POSITIVE,11,5,7
1,0,0,0,-0.08667308721731366,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08609629849970506,CANDIDATE,4,0,0
0,0,0,0,-0.08660899958202382,CANDIDATE,4,0,0
0,0,0,0,-0.08471841434097338,CANDIDATE,4,0,0
0,0,0,0,-0.08193060220586511,CANDIDATE,4,0,0
0,0,0,0,-0.08507089633506752,CANDIDATE,4,0,0
0,0,0,0,-0.08555155359974137,CANDIDATE,4,0,0
0,0,0,0,-0.08369301217633586,CANDIDATE,4,0,0
1,0,0,0,-0.08500680869977768,FALSE POSITIVE,3,5,4
0,0,0,1,-0.08471841434097338,FALSE POSITIVE,7,5,10
0,0,0,0,-0.08122563821767681,CANDIDATE,4,0,0
0,0,0,0,-0.08369301217633586,CANDIDATE,4,0,0
0,0,0,0,-0.08401345035278508,CANDIDATE,4,0,0
0,0,0,0,-0.08359688072340109,CANDIDATE,4,0,0
0,0,0,0,-0.0851670277880023,CANDIDATE,4,0,0
0,0,0,0,-0.024636256256743358,CANDIDATE,4,0,0
0,0,0,0,-0.06030102529554229,CANDIDATE,4,0,0
0,0,0,0,-0.07087548511836678,CANDIDATE,4,0,0
0,0,0,0,-0.08708965684669767,CANDIDATE,4,0,0
0,0,0,0,-0.08689739394082813,CANDIDATE,4,0,0
0,0,0,0,-0.08590403559383553,CANDIDATE,4,0,0
0,0,0,0,-0.08125768203532174,CANDIDATE,4,0,0
0,0,0,0,-0.027776550385945783,CANDIDATE,4,0,0
0,0,0,0,-0.08023227987068421,CANDIDATE,4,0,0
0,0,0,0,-0.08651286812908905,CANDIDATE,4,0,0
0,0,0,0,-0.08686535012318321,CANDIDATE,4,0,0
0,0,0,0,-0.08144994494119127,CANDIDATE,4,0,0
0,0,0,0,-0.08539133451151676,CANDIDATE,4,0,0
1,1,0,1,-0.0806488495000682,FALSE POSITIVE,5,5,8
1,0,0,0,-0.08407753798807494,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08676921867024844,CANDIDATE,4,0,0
0,0,0,0,-0.08632060522321952,CANDIDATE,4,0,0
1,0,0,0,0.18957666469956475,FALSE POSITIVE,3,5,4
0,0,0,0,-0.07859804517079315,CANDIDATE,4,0,0
0,0,0,0,-0.08468637052332846,CANDIDATE,4,0,0
0,0,0,0,-0.08587199177619059,CANDIDATE,4,0,0
1,0,0,0,-0.07411191070050398,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08622447377028475,CANDIDATE,4,0,0
0,0,0,0,-0.08084111240593773,CANDIDATE,4,0,0
1,0,1,0,-0.08231512801760418,FALSE POSITIVE,17,0,2
0,0,0,0,-0.08510294015271246,CANDIDATE,4,0,0
0,0,0,0,-0.08141790112354635,CANDIDATE,4,0,0
0,0,0,0,-0.08199468984115496,CANDIDATE,4,0,0
0,0,0,0,-0.08523111542329215,CANDIDATE,4,0,0
0,0,0,0,-0.06507555412463578,CANDIDATE,4,0,0
0,0,0,0,-0.08055271804713343,CANDIDATE,4,0,0
0,0,0,0,-0.08260352237640849,CANDIDATE,4,0,0
1,0,1,1,-0.08356483690575617,FALSE POSITIVE,10,1,3
1,0,1,1,-0.08475045815861831,FALSE POSITIVE,10,6,3
0,0,0,0,-0.08494272106448784,CANDIDATE,4,0,0
0,0,1,0,-0.04161947960855238,FALSE POSITIVE,8,1,1
1,0,1,1,0.033234878409987,FALSE POSITIVE,10,6,3
1,0,0,0,-0.08417366944100971,FALSE POSITIVE,3,2,4
0,0,0,0,-0.08475045815861831,CANDIDATE,4,0,0
0,0,0,0,-0.08587199177619059,CANDIDATE,4,0,0
0,0,0,0,-0.08500680869977768,CANDIDATE,4,0,0
1,0,0,1,-0.08414162562336477,FALSE POSITIVE,11,5,7
0,0,0,0,-0.07984775405894513,CANDIDATE,4,0,0
1,0,0,0,-0.0872819197525672,FALSE POSITIVE,3,5,4
0,1,0,0,-0.08798688374075549,FALSE POSITIVE,1,6,5
0,0,1,0,0.1849623549586959,FALSE POSITIVE,6,6,1
0,0,0,0,-0.0857438165056109,CANDIDATE,4,0,0
0,0,0,0,-0.07782899354731501,CANDIDATE,4,0,0
0,0,0,0,-0.08664104339966874,CANDIDATE,4,0,0
0,0,0,0,-0.08798688374075549,CANDIDATE,4,0,0
0,0,0,0,-0.08462228288803861,CANDIDATE,4,0,0
0,0,0,0,-0.08260352237640849,CANDIDATE,4,0,0
0,0,0,0,-0.0837570998116257,CANDIDATE,4,0,0
0,0,0,0,-0.07138818620068554,CANDIDATE,4,0,0
0,0,0,0,-0.08253943474111863,CANDIDATE,4,0,0
0,0,0,0,-0.015023110963266554,CANDIDATE,4,0,0
0,0,0,0,-0.07497709377691689,CANDIDATE,4,0,0
0,0,1,0,-0.02985939853286575,FALSE POSITIVE,8,1,1
0,0,0,0,-0.08436593234687924,CANDIDATE,4,0,0
1,0,0,0,-0.08404549417043,FALSE POSITIVE,3,5,4
0,0,0,0,-0.02732793693891686,CANDIDATE,4,0,0
0,0,0,0,-0.0865769557643789,CANDIDATE,4,0,0
0,0,0,0,-0.08619242995263983,CANDIDATE,4,0,0
0,0,0,0,-0.08731396357021211,CANDIDATE,4,0,0
0,0,0,0,-0.08609629849970506,CANDIDATE,4,0,0
0,0,0,0,-0.08426980089394447,CANDIDATE,4,0,0
1,0,0,0,-0.0833405301822417,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08388527508220539,CANDIDATE,4,0,0
0,0,0,0,-0.0854554221468066,CANDIDATE,4,0,0
0,0,0,0,-0.08567972887032106,CANDIDATE,4,0,0
0,0,0,0,-0.07754059918851071,CANDIDATE,4,0,0
1,0,0,0,-0.08776257701724104,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08285987291756787,CANDIDATE,4,0,0
0,0,0,0,-0.08436593234687924,CANDIDATE,4,0,0
0,0,0,0,-0.07789308118260485,CANDIDATE,4,0,0
0,0,0,0,-0.07109979184188124,CANDIDATE,4,0,0
0,0,0,0,-0.08250739092347371,CANDIDATE,4,0,0
0,1,0,0,-0.03453779590902446,FALSE POSITIVE,1,0,5
0,1,0,0,-0.057352994072209416,FALSE POSITIVE,1,0,5
1,0,0,0,-0.08055271804713343,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08459023907039369,CANDIDATE,4,0,0
0,0,0,0,-0.08337257399988664,CANDIDATE,4,0,0
1,0,0,0,-0.08696148157611797,FALSE POSITIVE,3,5,4
0,0,0,0,-0.0854554221468066,CANDIDATE,4,0,0
0,0,0,0,-0.08667308721731366,CANDIDATE,4,0,0
0,0,0,0,-0.08712170066434258,CANDIDATE,4,0,0
0,0,0,0,-0.08715374448198751,CANDIDATE,4,0,0
1,0,0,1,-0.025757789874315654,FALSE POSITIVE,11,5,7
1,0,1,1,-0.06376175760119396,FALSE POSITIVE,10,1,3
0,0,0,0,-0.0820587774764448,CANDIDATE,4,0,0
0,0,0,0,-0.08324439872930693,CANDIDATE,4,0,0
0,0,0,0,-0.08273169764698816,CANDIDATE,4,0,0
0,0,0,0,-0.08465432670568354,CANDIDATE,4,0,0
0,0,0,0,-0.08491067724684291,CANDIDATE,4,0,0
0,0,0,0,-0.08548746596445153,CANDIDATE,4,0,0
0,0,0,0,-0.08567972887032106,CANDIDATE,4,0,0
0,0,0,0,-0.08202673365879988,CANDIDATE,4,0,0
