koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,cluster
CANDIDATE,0,0,0,0,-0.0867371748526035,0
FALSE POSITIVE,1,0,1,0,0.057716355090707924,5
FALSE POSITIVE,1,0,1,1,-0.08459023907039369,3
FALSE POSITIVE,1,0,0,1,-0.08648082431144413,2
CANDIDATE,0,0,0,0,-0.08507089633506752,0
FALSE POSITIVE,1,0,1,0,-0.0862885614055746,5
CANDIDATE,0,0,0,0,-0.08321235491166201,0
CANDIDATE,0,0,0,0,-0.08542337832916168,0
FALSE POSITIVE,0,1,0,0,0.18537892458807986,7
CANDIDATE,0,0,0,0,-0.08410958180571984,0
CANDIDATE,0,0,0,0,-0.0817703831176405,0
CANDIDATE,0,0,0,0,-0.0787903080766627,0
FALSE POSITIVE,1,1,0,0,-0.08138585730590142,10
FALSE POSITIVE,1,0,1,1,0.030607285363103337,3
CANDIDATE,0,0,0,0,-0.07081139748307694,0
FALSE POSITIVE,0,1,0,0,-0.08199468984115496,7
CANDIDATE,0,0,0,0,-0.08676921867024844,0
FALSE POSITIVE,1,1,0,0,-0.08455819525274877,10
FALSE POSITIVE,1,0,1,0,-0.0864487804937992,5
FALSE POSITIVE,0,1,0,0,-0.059884455666158305,7
CANDIDATE,0,0,0,0,-0.08068089331771312,0
FALSE POSITIVE,1,0,0,0,-0.08439797616452416,4
CANDIDATE,0,0,0,0,-0.08535929069387183,0
FALSE POSITIVE,1,0,1,1,-0.08558359741738629,3
FALSE POSITIVE,1,0,1,1,-0.0768356352003224,3
FALSE POSITIVE,0,0,1,0,0.16442226784830047,1
CANDIDATE,0,0,0,0,-0.08705761302905274,0
FALSE POSITIVE,1,0,0,0,-0.06376175760119396,4
FALSE POSITIVE,0,1,0,0,0.08783754367693523,7
CANDIDATE,0,0,0,0,-0.08465432670568354,0
CANDIDATE,0,0,0,0,-0.08462228288803861,0
FALSE POSITIVE,0,0,1,0,-0.026398666227214106,1
CANDIDATE,0,0,0,0,-0.08651286812908905,0
FALSE POSITIVE,1,0,0,1,-0.08378914362927063,2
CANDIDATE,0,0,0,0,-0.0827637414646331,0
CANDIDATE,0,0,0,0,-0.08311622345872724,0
FALSE POSITIVE,0,0,1,0,-0.059339710766194625,1
CANDIDATE,0,0,0,0,-0.08443001998216908,0
FALSE POSITIVE,0,0,1,0,-0.014061796433918871,1
CANDIDATE,0,0,0,0,-0.08020023605303928,0
FALSE POSITIVE,0,0,1,0,0.09033696145323922,1
FALSE POSITIVE,0,0,1,0,-0.08186651457057526,1
CANDIDATE,0,0,0,0,-0.08202673365879988,0
CANDIDATE,0,0,0,0,-0.08443001998216908,0
CANDIDATE,0,0,0,0,-0.0680876729832585,0
CANDIDATE,0,0,0,0,-0.08471841434097338,0
FALSE POSITIVE,1,0,0,0,0.009906979164483295,4
FALSE POSITIVE,0,0,1,0,0.12645034393906707,1
CANDIDATE,0,0,0,0,-0.07593840830626457,0
CANDIDATE,0,0,0,0,-0.08420571325865461,0
FALSE POSITIVE,0,1,0,0,-0.08526315924093707,7
FALSE POSITIVE,1,1,0,1,-0.08551950978209645,9
FALSE POSITIVE,1,0,1,0,-0.0872819197525672,5
FALSE POSITIVE,0,1,0,1,-0.08920454881126257,11
CANDIDATE,0,0,0,0,-0.08055271804713343,0
CANDIDATE,0,0,0,0,0.03813758250966017,0
FALSE POSITIVE,1,0,0,1,-0.06888876842438157,2
FALSE POSITIVE,1,0,0,1,0.010676030787961433,2
CANDIDATE,0,0,0,0,-0.08302009200579248,0
CANDIDATE,0,0,0,0,-0.08221899656466942,0
FALSE POSITIVE,0,0,0,1,-0.06895285605967143,6
CANDIDATE,0,0,0,0,-0.08414162562336477,0
CANDIDATE,0,0,0,0,-0.08173833929999558,0
CANDIDATE,0,0,1,0,0.058805844890635305,1
CANDIDATE,0,0,0,0,-0.08561564123503122,0
CANDIDATE,0,0,0,0,-0.08327644254695186,0
CANDIDATE,0,0,0,0,0.02862056866911814,0
FALSE POSITIVE,1,0,0,1,-0.083628924541046,2
CANDIDATE,0,0,0,0,-0.08122563821767681,0
FALSE POSITIVE,0,1,0,0,-0.08369301217633586,7
FALSE POSITIVE,1,0,1,1,0.016027348334663526,3
FALSE POSITIVE,1,0,0,0,-0.08609629849970506,4
CANDIDATE,0,0,0,0,-0.08260352237640849,0
CANDIDATE,0,0,0,0,-0.08260352237640849,0
CANDIDATE,0,0,0,0,-0.08619242995263983,0
CANDIDATE,0,0,0,0,-0.08173833929999558,0
CANDIDATE,0,0,0,0,-0.08112950676474204,0
FALSE POSITIVE,1,0,0,0,-0.08641673667615428,4
CANDIDATE,0,0,0,0,-0.08218695274702449,0
FALSE POSITIVE,0,1,0,1,-0.08747418265843673,11
FALSE POSITIVE,0,0,1,0,-0.049598390202138125,1
FALSE POSITIVE,1,1,0,1,-0.08651286812908905,9
CANDIDATE,0,0,0,0,-0.0316218085033365,0
CANDIDATE,0,0,0,0,-0.08132176967061158,0
FALSE POSITIVE,1,0,1,0,0.01631574269346782,5
FALSE POSITIVE,0,0,1,0,0.11424164941635154,1
CANDIDATE,0,0,0,0,-0.05796182660746295,0
FALSE POSITIVE,1,0,1,0,1.8149672709206228,-1
CANDIDATE,0,0,0,0,-0.08144994494119127,0
CANDIDATE,0,0,0,0,-0.03242290394445957,0
FALSE POSITIVE,1,1,0,1,-0.08664104339966874,9
CANDIDATE,0,0,0,0,-0.08648082431144413,0
CANDIDATE,0,0,0,0,-0.07875826425901776,0
CANDIDATE,0,0,0,0,-0.08023227987068421,0
CANDIDATE,0,0,0,0,-0.056007153731122666,0
FALSE POSITIVE,0,0,1,0,1.284001212544254,1
CANDIDATE,0,0,0,0,-0.08455819525274877,0
FALSE POSITIVE,1,0,0,1,-0.07603453975919933,2
FALSE POSITIVE,1,0,0,0,-0.08497476488213276,4
FALSE POSITIVE,0,0,1,0,0.13654414649721772,1
FALSE POSITIVE,1,0,0,0,-0.007749164357869107,4
CANDIDATE,0,0,0,0,-0.08193060220586511,0
FALSE POSITIVE,0,1,0,0,0.01830245938745304,7
CANDIDATE,0,0,0,0,-0.08004001696481466,0
FALSE POSITIVE,1,0,0,0,-0.08311622345872724,4
FALSE POSITIVE,0,0,1,0,-0.036812906961813975,1
FALSE POSITIVE,0,0,1,0,0.059158326884729454,1
FALSE POSITIVE,1,0,1,1,-0.08212286511173465,3
CANDIDATE,0,0,0,0,-0.08622447377028475,0
CANDIDATE,0,0,0,0,-0.08225104038231433,0
CANDIDATE,0,0,0,0,-0.08394936271749524,0
FALSE POSITIVE,1,0,1,0,0.06781015764885856,5
CANDIDATE,0,0,0,0,-0.08196264602351003,0
CANDIDATE,0,0,0,0,-0.08491067724684291,0
FALSE POSITIVE,1,0,1,0,0.028973050663212287,5
FALSE POSITIVE,0,1,0,0,-0.04030568308511055,7
CANDIDATE,0,0,0,0,-0.08558359741738629,0
FALSE POSITIVE,0,1,0,0,0.0009347102239049417,7
FALSE POSITIVE,1,1,0,0,-0.07741242391793102,10
CANDIDATE,0,0,0,0,-0.08161016402941589,0
FALSE POSITIVE,0,0,1,0,-0.0823471718352491,1
CANDIDATE,0,0,0,0,-0.05206576416079717,0
CANDIDATE,0,0,0,0,-0.08269965382934326,0
CANDIDATE,0,0,0,0,-0.08295600437050263,0
FALSE POSITIVE,1,0,0,1,-0.08660899958202382,2
FALSE POSITIVE,1,1,0,1,-0.08734600738785704,9
FALSE POSITIVE,0,0,1,0,-0.040465902173335164,1
FALSE POSITIVE,0,0,1,0,0.08472929336537774,1
CANDIDATE,0,0,0,0,-0.0857438165056109,0
FALSE POSITIVE,0,1,0,1,0.2634697081887564,11
CANDIDATE,0,0,0,0,-0.08090520004122757,0
CANDIDATE,0,0,0,0,-0.08237921565289402,0
FALSE POSITIVE,1,0,1,1,-0.013837489710404412,3
FALSE POSITIVE,0,0,1,0,0.11087704856363466,1
CANDIDATE,0,0,0,0,-0.08202673365879988,0
FALSE POSITIVE,0,1,0,0,-0.08260352237640849,7
FALSE POSITIVE,1,1,0,0,-0.08004001696481466,10
CANDIDATE,0,0,0,0,-0.08789075228782073,0
FALSE POSITIVE,1,0,1,0,0.05307000153219413,5
CANDIDATE,0,0,0,0,-0.08071293713535804,0
CANDIDATE,0,0,0,0,-0.08609629849970506,0
CANDIDATE,0,0,0,0,-0.08459023907039369,0
CANDIDATE,0,0,0,0,-0.08769848938195118,0
CANDIDATE,0,0,0,0,-0.0843338885292343,0
FALSE POSITIVE,0,0,1,0,0.8714370603658744,1
CANDIDATE,0,0,0,0,-0.08324439872930693,0
CANDIDATE,0,0,0,0,-0.08292396055285771,0
FALSE POSITIVE,1,0,0,1,-0.0870255692114078,2
CANDIDATE,0,0,0,0,-0.08471841434097338,0
FALSE POSITIVE,0,0,1,0,0.022147717504843747,1
FALSE POSITIVE,0,0,1,0,0.3598575116646839,1
FALSE POSITIVE,1,0,1,1,0.06338811081385926,3
CANDIDATE,0,0,0,0,-0.05494970774884021,0
CANDIDATE,0,0,0,0,-0.08523111542329215,0
FALSE POSITIVE,0,0,1,1,0.152598099137324,8
CANDIDATE,0,0,0,0,-0.08497476488213276,0
CANDIDATE,0,0,0,0,-0.0823471718352491,0
FALSE POSITIVE,1,0,1,1,-0.07379147252405474,3
CANDIDATE,0,0,0,0,-0.08071293713535804,0
CANDIDATE,0,0,0,0,-0.07311855235351136,0
CANDIDATE,0,0,0,0,-0.08692943775847305,0
CANDIDATE,0,0,0,0,-0.07949527206485099,0
CANDIDATE,0,0,0,0,-0.08359688072340109,0
CANDIDATE,0,0,0,0,-0.08635264904086444,0
FALSE POSITIVE,0,0,1,0,0.06088869303755528,1
FALSE POSITIVE,1,0,1,1,-0.05966014894264385,3
CANDIDATE,0,0,0,0,-0.07789308118260485,0
FALSE POSITIVE,0,0,1,0,0.2477041499074545,1
FALSE POSITIVE,0,1,0,0,-0.07536161958865596,7
CANDIDATE,0,0,0,0,-0.08407753798807494,0
FALSE POSITIVE,0,1,0,0,-0.08398140653514016,7
CANDIDATE,0,0,0,0,-0.08564768505267613,0
CANDIDATE,0,0,0,0,-0.08439797616452416,0
CANDIDATE,0,0,0,0,0.15971182665449682,0
CANDIDATE,0,0,1,0,-0.0416515234261973,1
FALSE POSITIVE,0,1,0,0,-0.05206576416079717,7
FALSE POSITIVE,0,0,1,0,-0.013324788628085648,1
CANDIDATE,0,0,0,0,-0.08100133149416235,0
FALSE POSITIVE,0,1,0,0,-0.04354210866724774,7
CANDIDATE,0,0,0,0,-0.017618660192505287,0
FALSE POSITIVE,1,1,0,1,-0.004320475869862379,9
FALSE POSITIVE,1,0,0,1,-0.08705761302905274,2
FALSE POSITIVE,1,0,0,0,-0.03658860023829952,4
CANDIDATE,0,0,0,0,-0.0854554221468066,0
FALSE POSITIVE,0,0,1,0,0.2064317127807941,1
FALSE POSITIVE,1,0,0,0,-0.08420571325865461,4
CANDIDATE,0,0,0,0,-0.08039249895890882,0
FALSE POSITIVE,0,0,1,0,0.005581063782418728,1
FALSE POSITIVE,0,0,1,0,0.11315215961642415,1
FALSE POSITIVE,0,0,1,0,0.0281399114044443,1
CANDIDATE,0,0,0,0,-0.08266761001169833,0
FALSE POSITIVE,1,0,1,0,-0.02383516081562029,5
FALSE POSITIVE,1,0,0,0,-0.08510294015271246,4
CANDIDATE,0,0,0,0,-0.08443001998216908,0
FALSE POSITIVE,1,0,1,0,-0.0869935253937629,5
FALSE POSITIVE,0,0,1,0,-0.0872819197525672,1
CANDIDATE,0,0,0,0,-0.08366096835869094,0
FALSE POSITIVE,1,1,0,0,-0.03460188354431431,10
FALSE POSITIVE,0,0,1,0,0.15115612734330247,1
CANDIDATE,0,0,0,0,-0.07856600135314823,0
CANDIDATE,0,0,0,0,-0.08519907160564723,0
CANDIDATE,0,0,0,0,-0.0824753471058288,0
FALSE POSITIVE,0,0,1,0,0.07649403223063261,1
FALSE POSITIVE,1,0,0,1,-0.0833405301822417,2
FALSE POSITIVE,0,0,1,0,0.6066910389835233,1
FALSE POSITIVE,0,0,1,0,1.1270185499017777,1
CANDIDATE,0,0,0,0,-0.08353279308811123,0
CANDIDATE,0,0,0,0,-0.06997825822430896,0
CANDIDATE,0,0,0,0,-0.0809372438588725,0
FALSE POSITIVE,1,1,0,1,-0.08808301519369026,9
CANDIDATE,0,0,0,0,-0.08295600437050263,0
FALSE POSITIVE,0,0,1,0,-0.08321235491166201,1
CANDIDATE,0,0,0,0,-0.08096928767651743,0
FALSE POSITIVE,0,1,0,0,-0.07907870243546698,7
FALSE POSITIVE,1,1,0,1,-0.08798688374075549,9
FALSE POSITIVE,1,0,1,1,0.004715880706005817,3
CANDIDATE,0,0,0,0,-0.07363125343583013,0
FALSE POSITIVE,0,1,0,0,-0.0843338885292343,7
CANDIDATE,0,0,0,0,-0.0820587774764448,0
FALSE POSITIVE,1,0,1,0,-0.08648082431144413,5
CANDIDATE,0,0,0,0,-0.07805330027082946,0
FALSE POSITIVE,0,0,1,0,-0.02296997773920738,1
FALSE POSITIVE,0,0,1,0,0.010355592611512202,1
CANDIDATE,0,0,0,0,-0.08266761001169833,0
CANDIDATE,0,0,0,0,-0.08632060522321952,0
FALSE POSITIVE,0,0,0,1,-0.0872819197525672,6
FALSE POSITIVE,0,0,1,0,0.02881283157498766,1
FALSE POSITIVE,1,1,0,0,0.21825588149177058,10
CANDIDATE,0,0,0,0,-0.08112950676474204,0
FALSE POSITIVE,1,0,1,0,0.12273326109225603,5
FALSE POSITIVE,1,0,0,1,-0.08721783211727735,2
FALSE POSITIVE,0,1,0,1,-0.08465432670568354,11
CANDIDATE,0,0,0,0,-0.08676921867024844,0
FALSE POSITIVE,0,0,0,1,-0.0869935253937629,6
FALSE POSITIVE,0,0,1,0,-0.02373902936268552,1
CANDIDATE,0,0,0,0,-0.08180242693528542,0
CANDIDATE,0,0,0,0,-0.08157812021177095,0
FALSE POSITIVE,0,0,1,0,0.019456036822670254,1
CANDIDATE,0,0,0,0,0.309228279785706,0
CANDIDATE,0,0,0,0,-0.0834687054528214,0
CANDIDATE,0,0,0,0,-0.0795273158824959,0
FALSE POSITIVE,0,0,1,1,-0.0867051310349586,8
FALSE POSITIVE,1,0,0,0,-0.08632060522321952,4
FALSE POSITIVE,1,0,0,0,-0.0827637414646331,4
FALSE POSITIVE,1,0,0,0,-0.08487863342919799,4
CANDIDATE,0,0,0,0,-0.08648082431144413,0
CANDIDATE,0,0,0,0,-0.07837373844727868,0
CANDIDATE,0,0,0,0,-0.0810654191294522,0
CANDIDATE,0,0,0,0,-0.08481454579390815,0
FALSE POSITIVE,0,1,0,0,0.03740057470382696,7
FALSE POSITIVE,0,0,1,0,-0.0870255692114078,1
FALSE POSITIVE,0,0,0,1,-0.08378914362927063,6
FALSE POSITIVE,0,0,1,0,0.04573196729150684,1
FALSE POSITIVE,1,0,1,0,-0.08366096835869094,5
CANDIDATE,0,0,0,0,-0.08273169764698816,0
CANDIDATE,0,0,0,0,-0.0646910283128967,0
FALSE POSITIVE,1,0,0,1,-0.08651286812908905,2
CANDIDATE,0,0,0,0,-0.07920687770604669,0
CANDIDATE,0,0,0,0,-0.08241125947053896,0
CANDIDATE,0,0,0,0,-0.083628924541046,0
FALSE POSITIVE,0,1,0,0,-0.08532724687622692,7
CANDIDATE,0,0,0,0,-0.0826355661940534,0
FALSE POSITIVE,0,1,0,0,-0.07327877144173599,7
CANDIDATE,0,0,0,0,-0.07904665861782206,0
FALSE POSITIVE,0,0,1,0,-0.004352519687507307,1
FALSE POSITIVE,0,0,1,0,-0.06860037406557729,1
CANDIDATE,0,0,0,0,-0.06475511594818655,0
CANDIDATE,0,0,0,0,-0.08148198875883618,0
FALSE POSITIVE,1,1,0,0,-0.08327644254695186,10
CANDIDATE,0,0,0,0,-0.08577586032325583,0
CANDIDATE,0,0,0,0,-0.08269965382934326,0
CANDIDATE,0,0,0,0,-0.08279578528227803,0
FALSE POSITIVE,1,0,0,0,-0.0857438165056109,4
FALSE POSITIVE,1,0,1,1,0.08543425735356604,3
FALSE POSITIVE,0,1,0,0,-0.08478250197626322,7
FALSE POSITIVE,0,0,1,0,0.051179416291143705,1
CANDIDATE,0,0,0,0,-0.08004001696481466,0
CANDIDATE,0,0,0,0,-0.0703307402184031,0
CANDIDATE,0,0,0,0,-0.07920687770604669,0
CANDIDATE,0,0,0,0,-0.0807770247706479,0
FALSE POSITIVE,1,1,0,0,-0.08257147855876357,10
CANDIDATE,0,0,0,0,-0.08760235792901643,0
CANDIDATE,0,0,0,0,-0.052642552878405774,0
CANDIDATE,0,0,0,0,-0.08667308721731366,0
CANDIDATE,0,0,0,0,-0.08510294015271246,0
FALSE POSITIVE,0,1,0,0,0.140581667520478,7
CANDIDATE,0,0,0,0,-0.08430184471158939,0
FALSE POSITIVE,0,0,1,0,0.017148881952235826,1
FALSE POSITIVE,0,0,1,0,1.108240872761853,1
CANDIDATE,0,0,0,0,-0.053251385413659307,0
CANDIDATE,0,0,0,0,-0.08452615143510385,0
CANDIDATE,0,0,0,0,-0.07763673064144547,0
FALSE POSITIVE,0,0,1,0,0.3336777126487821,1
CANDIDATE,0,0,0,0,-0.08507089633506752,0
FALSE POSITIVE,1,0,0,0,-0.08683330630553827,4
CANDIDATE,0,0,0,0,-0.08321235491166201,0
FALSE POSITIVE,0,0,1,0,0.1709912504655096,1
FALSE POSITIVE,0,1,0,0,-0.08401345035278508,7
FALSE POSITIVE,0,0,1,0,0.02916531356908183,1
FALSE POSITIVE,1,0,1,1,-0.083628924541046,3
CANDIDATE,0,0,0,0,-0.07840578226492362,0
FALSE POSITIVE,0,0,1,0,-0.030243924344604826,1
FALSE POSITIVE,1,1,0,1,-0.08539133451151676,9
CANDIDATE,0,0,0,0,-0.07760468682380055,0
CANDIDATE,0,0,0,0,-0.08539133451151676,0
FALSE POSITIVE,0,1,0,1,-0.08741009502314688,11
CANDIDATE,0,0,0,0,-0.08580790414090075,0
FALSE POSITIVE,1,0,1,0,0.2954814820160342,5
CANDIDATE,0,0,0,0,-0.08484658961155307,0
CANDIDATE,0,0,0,0,-0.07891848334724239,0
FALSE POSITIVE,1,0,1,0,-0.08196264602351003,5
FALSE POSITIVE,1,0,1,1,-0.08426980089394447,3
FALSE POSITIVE,1,1,0,0,-0.0864487804937992,10
FALSE POSITIVE,0,0,1,0,0.28269599877571006,1
CANDIDATE,0,0,0,0,-0.08269965382934326,0
CANDIDATE,0,0,0,0,-0.08529520305858199,0
CANDIDATE,0,0,0,0,-0.08359688072340109,0
CANDIDATE,0,0,0,0,-0.08561564123503122,0
FALSE POSITIVE,1,0,0,0,-0.08161016402941589,4
FALSE POSITIVE,1,0,1,1,-0.0860001670467703,3
FALSE POSITIVE,0,1,0,0,-0.08250739092347371,7
CANDIDATE,0,0,0,0,-0.08564768505267613,0
FALSE POSITIVE,0,0,1,0,-0.05879496586623093,1
CANDIDATE,0,0,0,0,-0.0827637414646331,0
FALSE POSITIVE,0,0,1,0,0.16144219280732264,1
FALSE POSITIVE,1,0,0,0,0.003337996547274143,4
FALSE POSITIVE,0,0,1,0,0.16413387348949615,1
FALSE POSITIVE,1,0,0,1,-0.04882933857865998,2
FALSE POSITIVE,1,0,0,0,-0.08314826727637217,4
FALSE POSITIVE,0,0,1,0,0.0474943772619776,1
CANDIDATE,0,0,0,0,-0.0817703831176405,0
CANDIDATE,0,0,0,0,-0.08128972585296665,0
FALSE POSITIVE,0,0,1,0,0.5319007686002737,1
CANDIDATE,0,0,0,0,-0.06690205173039637,0
CANDIDATE,0,0,0,0,-0.08212286511173465,0
FALSE POSITIVE,0,0,1,0,0.1707669437419951,1
CANDIDATE,0,0,0,0,-0.08635264904086444,0
FALSE POSITIVE,0,0,0,1,-0.08792279610546565,6
FALSE POSITIVE,0,0,1,0,0.1512202149785923,1
CANDIDATE,0,0,0,0,-0.08487863342919799,0
FALSE POSITIVE,1,0,0,1,-0.08561564123503122,2
FALSE POSITIVE,1,0,1,0,0.14708656250239727,5
CANDIDATE,0,0,0,0,-0.08417366944100971,0
FALSE POSITIVE,1,0,0,1,-0.07734833628264116,2
CANDIDATE,0,0,0,0,-0.04700284097289939,0
CANDIDATE,0,0,0,0,-0.08228308419995925,0
CANDIDATE,0,0,0,0,-0.08619242995263983,0
CANDIDATE,0,0,0,0,-0.08491067724684291,0
FALSE POSITIVE,0,1,0,0,-0.06427445868351271,7
CANDIDATE,0,0,0,0,-0.08708965684669767,0
CANDIDATE,0,0,0,0,-0.08125768203532174,0
FALSE POSITIVE,1,0,1,0,0.14292086620855732,5
FALSE POSITIVE,0,0,1,0,0.1285011482683421,1
FALSE POSITIVE,0,0,0,1,-0.08555155359974137,6
FALSE POSITIVE,0,1,0,0,-0.0885636724583641,7
CANDIDATE,0,0,1,0,0.03265808969237839,1
FALSE POSITIVE,0,0,1,0,0.25766977719502543,1
CANDIDATE,0,0,0,0,-0.0765472408415181,0
FALSE POSITIVE,1,0,0,0,-0.08612834231734998,4
FALSE POSITIVE,1,0,1,1,-0.06968986386550464,3
FALSE POSITIVE,1,0,0,0,-0.0867371748526035,4
FALSE POSITIVE,0,1,0,0,-0.08401345035278508,7
FALSE POSITIVE,0,0,1,0,0.0687073845429164,1
FALSE POSITIVE,0,1,0,0,-0.08183447075293035,7
FALSE POSITIVE,1,1,0,1,-0.08664104339966874,9
FALSE POSITIVE,1,0,1,0,-0.07866213280608299,5
FALSE POSITIVE,0,1,0,0,-0.08010410460010452,7
FALSE POSITIVE,1,0,1,1,-0.08724987593492227,3
FALSE POSITIVE,0,1,0,0,-0.08193060220586511,7
CANDIDATE,0,0,0,0,-0.08712170066434258,0
FALSE POSITIVE,1,0,1,0,-0.007973471081383566,5
FALSE POSITIVE,0,1,0,0,-0.08282782909992294,7
FALSE POSITIVE,0,1,0,0,0.15618700671355532,7
CANDIDATE,0,0,0,0,-0.06478715976583148,0
CANDIDATE,0,0,0,0,-0.07811738790611931,0
FALSE POSITIVE,0,0,1,0,0.052236862273426145,1
FALSE POSITIVE,1,0,1,1,-0.08292396055285771,3
FALSE POSITIVE,0,1,0,0,-0.06978599531843942,7
CANDIDATE,0,0,0,0,-0.07962344733543067,0
FALSE POSITIVE,0,0,1,0,-0.031685896138626345,1
FALSE POSITIVE,0,0,1,0,0.23424574649658692,1
CANDIDATE,0,0,0,0,-0.08782666465253088,0
FALSE POSITIVE,0,0,0,1,-0.07116387947717108,6
FALSE POSITIVE,0,1,0,1,-0.06084577019550599,11
CANDIDATE,0,0,0,0,-0.08353279308811123,0
CANDIDATE,0,0,0,0,-0.07609862739448918,0
FALSE POSITIVE,1,1,0,0,0.04983357595005694,10
FALSE POSITIVE,0,0,1,0,-0.0067878498285214245,1
FALSE POSITIVE,0,0,1,0,-0.025982096597830115,1
CANDIDATE,0,0,0,0,-0.08116155058238697,0
CANDIDATE,0,0,0,0,-0.08401345035278508,0
FALSE POSITIVE,1,0,0,1,-0.08686535012318321,2
CANDIDATE,0,0,0,0,-0.08186651457057526,0
CANDIDATE,0,0,0,0,-0.0779571688178947,0
FALSE POSITIVE,0,1,0,0,0.189897102876014,7
CANDIDATE,0,0,0,0,-0.08708965684669767,0
CANDIDATE,0,0,0,0,-0.08273169764698816,0
CANDIDATE,0,0,0,0,-0.08567972887032106,0
CANDIDATE,0,0,0,0,-0.08273169764698816,0
FALSE POSITIVE,1,0,0,1,-0.08388527508220539,2
CANDIDATE,0,0,0,0,-0.07308650853586646,0
FALSE POSITIVE,0,0,1,0,0.03070341681603811,1
CANDIDATE,0,0,0,0,-0.07661132847680795,0
CANDIDATE,0,0,0,0,-0.07949527206485099,0
CANDIDATE,0,0,0,0,-0.08161016402941589,0
FALSE POSITIVE,1,0,1,1,-0.01848384326891821,3
FALSE POSITIVE,0,0,1,0,-0.025213044974351964,1
FALSE POSITIVE,0,0,1,0,0.0798586330833495,1
FALSE POSITIVE,0,0,1,0,-0.0399532010910164,1
FALSE POSITIVE,0,1,0,0,0.011797564405533732,7
FALSE POSITIVE,0,0,1,0,0.04992970740299171,1
CANDIDATE,0,0,0,0,-0.08202673365879988,0
CANDIDATE,0,0,0,0,-0.06988212677137419,0
CANDIDATE,0,0,1,0,-0.006659674557941736,1
CANDIDATE,0,0,0,0,-0.08273169764698816,0
CANDIDATE,0,0,0,0,-0.08798688374075549,0
CANDIDATE,0,0,0,0,-0.0872819197525672,0
FALSE POSITIVE,0,1,0,0,-0.04258079413790006,7
FALSE POSITIVE,1,0,0,1,-0.045785175902392325,2
FALSE POSITIVE,1,0,0,0,-0.08058476186477835,4
CANDIDATE,0,0,0,0,-0.08417366944100971,0
FALSE POSITIVE,1,0,0,1,-0.08561564123503122,2
FALSE POSITIVE,1,0,0,0,0.0043954425295565855,4
CANDIDATE,0,0,0,0,-0.0867371748526035,0
CANDIDATE,0,0,0,0,-0.0622877419895275,0
CANDIDATE,0,0,0,0,-0.08398140653514016,0
FALSE POSITIVE,1,1,0,0,-0.0872819197525672,10
FALSE POSITIVE,0,1,0,0,-0.08407753798807494,7
CANDIDATE,0,0,0,0,-0.08241125947053896,0
CANDIDATE,0,0,0,0,-0.07305446471822152,0
CANDIDATE,0,0,0,0,-0.08090520004122757,0
FALSE POSITIVE,0,0,1,0,-0.04379845920840712,1
CANDIDATE,0,0,0,0,-0.08539133451151676,0
FALSE POSITIVE,0,0,1,0,0.09264411632367364,1
CANDIDATE,0,0,0,0,-0.0820587774764448,0
FALSE POSITIVE,1,0,0,1,-0.08253943474111863,2
FALSE POSITIVE,0,1,0,1,-0.08648082431144413,11
FALSE POSITIVE,1,0,0,0,-0.08266761001169833,4
CANDIDATE,0,0,0,0,-0.0875703141113715,0
FALSE POSITIVE,0,0,1,0,0.14093414951457214,1
CANDIDATE,0,0,0,0,-0.0851670277880023,0
CANDIDATE,0,0,0,0,-0.08369301217633586,0
FALSE POSITIVE,0,0,1,0,-0.05456518193710114,1
CANDIDATE,0,0,0,0,-0.08266761001169833,0
CANDIDATE,0,0,0,0,-0.08337257399988664,0
FALSE POSITIVE,1,0,0,0,0.0004860967768760224,4
FALSE POSITIVE,0,1,0,1,-0.08539133451151676,11
CANDIDATE,0,0,0,0,-0.08609629849970506,0
FALSE POSITIVE,0,0,1,0,0.02487144200466218,1
CANDIDATE,0,0,0,0,-0.08087315622358267,0
FALSE POSITIVE,1,0,0,1,-0.0872819197525672,2
CANDIDATE,0,0,0,0,-0.07497709377691689,0
FALSE POSITIVE,0,0,1,0,0.06825877109588749,1
CANDIDATE,0,0,0,0,-0.08407753798807494,0
FALSE POSITIVE,0,0,1,0,0.06681679930186597,1
FALSE POSITIVE,0,1,0,0,-0.07196497491829415,7
CANDIDATE,0,0,0,0,-0.08199468984115496,0
FALSE POSITIVE,1,1,0,0,-0.03501845317369831,10
FALSE POSITIVE,0,0,1,0,0.06925212944288009,1
CANDIDATE,0,0,0,0,-0.01922085107475142,0
FALSE POSITIVE,1,0,0,0,-0.07875826425901776,4
FALSE POSITIVE,1,0,1,0,-0.03174998377391619,5
CANDIDATE,0,0,0,0,-0.08689739394082813,0
FALSE POSITIVE,1,0,0,0,-0.08519907160564723,4
FALSE POSITIVE,1,0,1,1,0.007727999564628541,3
FALSE POSITIVE,0,1,0,0,-0.08112950676474204,7
CANDIDATE,0,0,0,0,-0.08173833929999558,0
FALSE POSITIVE,1,0,0,0,-0.08507089633506752,4
CANDIDATE,0,0,0,0,-0.08692943775847305,0
FALSE POSITIVE,0,0,1,0,-0.042612837955544984,1
CANDIDATE,0,0,0,0,-0.07424008597108367,0
CANDIDATE,0,0,0,0,-0.08449410761745892,0
FALSE POSITIVE,1,1,0,1,-0.08475045815861831,9
CANDIDATE,0,0,0,0,-0.08696148157611797,0
