koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,koi_depth,koi_teq,koi_impact,koi_insol,koi_model_snr,koi_pdisposition,hier_labels_5,hier_labels_10,dbscan_labels_5
0,0,1,0,-0.08128972585296665,-0.30877515813283546,1.7264331586420711,-0.6613728376808705,0.01599837275571513,-0.30576384999696565,FALSE POSITIVE,8,0,1
0,0,0,0,-0.0826355661940534,-0.30301218894794163,-0.9016477024856726,-0.7580931457877349,-0.04805843290007966,-0.3207919886047392,CANDIDATE,4,0,0
0,1,0,0,-0.08526315924093707,-0.313042412809836,2.2132898649301245,0.07885992036366479,0.06773878153643909,-0.31191710360014846,FALSE POSITIVE,1,6,5
0,0,0,0,-0.08648082431144413,-0.3126531977924518,-0.02010619061458596,-0.43182330644057915,-0.045844813817825895,-0.334873472812023,CANDIDATE,4,0,0
0,0,1,0,-0.07619475884742395,-0.2978112885796932,0.0886093845759502,0.17815943668671214,-0.04502314852998807,-0.15086752371684284,FALSE POSITIVE,8,1,1
0,0,0,0,-0.08407753798807494,-0.30920670469289585,-0.4053374679201815,-0.6368703596271316,-0.04751732469798966,-0.32611691960749356,CANDIDATE,4,0,0
0,0,0,0,-0.08439797616452416,-0.3127801924204805,0.04488681629279979,-0.10297425887724024,-0.045368991367967924,-0.3198453342042495,CANDIDATE,4,0,0
0,0,0,0,-0.08500680869977768,-0.3128907247819129,0.5128364660259772,-0.4924346995208808,-0.03944900010165447,-0.3107337855995364,CANDIDATE,4,0,0
0,0,0,0,-0.08468637052332846,-0.3129165940579928,0.28949686047150613,0.25424607906411206,-0.04291068389067587,-0.32730023760810567,CANDIDATE,4,0,0
0,0,0,0,-0.08196264602351003,-0.30309920378566496,-0.5565939203591883,-0.7838852279495654,-0.047803090438493984,-0.3153487258019235,CANDIDATE,4,0,0
0,0,0,0,-0.08244330328818386,-0.3053122027666832,-0.48805584034776334,0.32259509679296305,-0.04769092679345346,-0.31108878099972004,CANDIDATE,4,0,0
0,0,0,0,-0.08084111240593773,-0.29791476568401287,-0.6381306017520905,-0.6407391719514062,-0.04790288352848783,-0.31014212659923035,CANDIDATE,4,0,0
0,0,0,0,-0.0816422078470608,-0.3110034435042645,1.2490299806314558,-0.2822292299019622,-0.015264624174640494,-0.300912246194456,CANDIDATE,4,0,0
0,0,0,0,-0.08356483690575617,-0.3051252384531965,-0.7350292665958292,-0.10942227941769786,-0.04798474227312691,-0.3236319518062082,CANDIDATE,4,0,0
0,0,0,0,-0.0827637414646331,-0.3090385543983764,-0.8165659479887313,0.024696547823820695,-0.048029075027815754,-0.3174786982030253,CANDIDATE,4,0,0
0,0,0,0,-0.07731629246499624,-0.2991059282598744,-0.6168601631278551,0.401260947386546,-0.047880273231703935,-0.3095504675989243,CANDIDATE,4,0,0
0,0,0,0,-0.07523344431807627,-0.29188487260502166,-0.8071124197112934,0.4102881761431867,-0.048025227726006973,-0.3107337855995364,CANDIDATE,4,0,0
0,0,0,0,-0.08577586032325583,-0.3079438136697218,-0.7834785990176986,-0.7374594800582704,-0.04801327149577047,-0.32386861540633055,CANDIDATE,4,0,0
0,0,0,0,-0.08151403257648111,-0.3017328356581712,-0.5164164251800771,-0.7916228525981146,-0.04774230306991529,-0.3203186614044943,CANDIDATE,4,0,0
0,0,0,0,-0.08292396055285771,-0.3058954373546667,-0.35216137135959313,-0.21130100395692836,-0.04737834831880487,-0.26493937897584846,CANDIDATE,4,0,0
0,0,0,0,-0.08090520004122757,-0.3114032414073178,1.841057189006006,-0.5311228227636265,0.02623817368218332,-0.316768707402658,CANDIDATE,4,0,0
0,0,0,0,-0.08180242693528542,-0.3104531334494736,-0.3178923313538807,0.32259509679296305,-0.047274293602192076,-0.3198453342042495,CANDIDATE,4,0,0
0,0,0,0,-0.08567972887032106,-0.31240273616495084,0.11815166044294372,-0.4859866789804232,-0.044754843620769744,-0.3278918966084117,CANDIDATE,4,0,0
0,0,0,0,-0.07526548813572119,-0.3085117618672945,-0.5447770100123909,0.11367923128213599,-0.04778651744608694,-0.3112071127997812,CANDIDATE,4,0,0
0,0,0,0,-0.08241125947053896,-0.30435739130409717,-0.6877616252086396,0.36773124057616635,-0.04795011655684791,-0.25973277977315523,CANDIDATE,4,0,0
1,0,0,0,-0.08529520305858199,-0.31175130075821117,0.2859517873674669,0.44510748706165787,-0.04296010692160402,-0.32647191500767725,FALSE POSITIVE,3,5,4
0,0,0,0,-0.08282782909992294,-0.3084952996006982,-0.1075513271808868,-0.5053307406017961,-0.04637840498407413,-0.32434194260657545,CANDIDATE,4,0,0
0,0,0,0,-0.08144994494119127,-0.3042797834758575,-0.5636840665672668,0.2581148913883868,-0.047813862883558565,-0.3278918966084117,CANDIDATE,4,0,0
0,0,0,0,-0.08417366944100971,-0.3105083996301898,0.892159288158174,0.33162232554960347,-0.029918464060949182,-0.30363387759586385,CANDIDATE,4,0,0
0,0,0,0,-0.08385323126456047,-0.31053779653482605,-0.4384248168912142,0.38449609398135615,-0.047592139920855744,-0.3224486338055961,CANDIDATE,4,0,0
0,1,0,0,-0.08388527508220539,-0.3098887128804573,-0.0933710347647299,-0.6497664007080468,-0.04630116300160558,-0.32339528820608576,FALSE POSITIVE,1,0,5
0,0,0,0,-0.07225336927709845,-0.3083295010585496,-0.41951776033633836,-0.78775404027384,-0.04754940527614901,-0.3121537672002709,CANDIDATE,4,0,0
0,0,0,0,-0.08244330328818386,-0.3070783687972301,-0.6428573658908094,-0.7748579991929248,-0.04790779623695134,-0.31736036640296406,CANDIDATE,4,0,0
0,0,0,0,-0.07135614238304062,-0.28710846353972097,-0.2895317465215669,-0.5285436145474436,-0.04718296457617754,0.011602037767197291,CANDIDATE,4,0,0
0,0,0,0,-0.08455819525274877,-0.3064528026665703,-0.25998947065457334,-0.7864644361657485,-0.047077430128099826,-0.30789382239806734,CANDIDATE,4,0,0
0,0,0,0,-0.08385323126456047,-0.3099016475184972,-0.6948517714167181,0.14462972987633246,-0.047955561968638795,-0.32043699320455554,CANDIDATE,4,0,0
0,0,0,0,-0.08103337531180728,-0.3097640700047995,-0.4573318734460901,0.41286738435936976,-0.04763155996708107,-0.3170053710027805,CANDIDATE,4,0,0
0,0,0,0,-0.08404549417043,-0.30952889476770934,-0.07328228717517431,0.22458518457800694,-0.04618550719030785,-0.32505193340694266,CANDIDATE,4,0,0
0,0,0,0,-0.0830521358234374,-0.30997337596580976,-0.5495037741511098,-0.7864644361657485,-0.04779326502156695,-0.3186620162036374,CANDIDATE,4,0,0
0,0,0,0,-0.08452615143510385,-0.311529060159161,-0.3155289492845212,0.009221298526722384,-0.04726713170190189,-0.32990353720945226,CANDIDATE,4,0,0
0,0,0,0,-0.07494504995927197,-0.299663293571778,-0.5518671562204693,0.10981041895786141,-0.04779657962004836,-0.3207919886047392,CANDIDATE,4,0,0
0,0,0,0,-0.08648082431144413,-0.31206643557591196,0.600281602592278,0.11110002306595279,-0.03768877074025056,-0.31487539860167874,CANDIDATE,4,0,0
0,0,0,0,-0.0826355661940534,-0.3108341173335596,0.016526231460486006,-0.7194050225449893,-0.04558852432810267,-0.3223303020055349,CANDIDATE,4,0,0
0,0,0,0,-0.08455819525274877,-0.3096135578530618,-0.33798107894343626,-0.44858815984576894,-0.04733579124187393,-0.3288385510089014,CANDIDATE,4,0,0
0,0,0,0,-0.08100133149416235,-0.30693843953116146,-0.3568881354983121,0.3406495543062443,-0.047388884006835066,-0.3228036292057797,CANDIDATE,4,0,0
0,0,0,0,-0.08462228288803861,-0.3098111050522175,-0.8437448417863653,0.4373698624131086,-0.04804032098694911,-0.32138364760504523,CANDIDATE,4,0,0
0,0,0,0,-0.06459489685996195,-0.30752520174770137,-0.45024172723801165,0.43479065419692553,-0.04761877508722421,-0.32623525140755477,CANDIDATE,4,0,0
1,0,1,0,-0.004544782593376839,-0.30268294361601544,0.0366149790500416,0.770087722300722,-0.045442030913076116,-0.2716842915793374,FALSE POSITIVE,17,1,2
0,0,0,0,-0.08481454579390815,-0.30918318716918686,-0.9820026928438951,0.42318421722410193,-0.04807405886434916,-0.3274185694081668,CANDIDATE,4,0,0
0,0,0,0,-0.07991184169423497,-0.3066515257419115,-0.5412319369083517,0.41415698846746113,-0.04778124960207184,-0.3181886890033926,CANDIDATE,4,0,0
0,0,0,0,-0.08266761001169833,-0.3000595638462749,-0.6298587645093323,-0.10942227941769786,-0.047895366492646065,-0.31286375800063815,CANDIDATE,4,0,0
0,0,1,0,-0.008005514899028484,-0.2952431749906689,-0.7031236086594762,0.8061966373272847,-0.04796207278708442,-0.3177153618031477,FALSE POSITIVE,8,1,1
0,0,1,0,0.05284569480867967,-0.3042833111044138,-0.8094758017806529,0.8268303030567492,-0.048025997186368734,-0.31925367520394343,FALSE POSITIVE,8,1,1
0,0,0,0,-0.08580790414090075,-0.311315050693409,0.6510943170835068,-0.7206946266530806,-0.03657222456608454,-0.3076571587979449,CANDIDATE,4,0,0
0,0,0,0,-0.0827637414646331,-0.31112573462755144,-0.04019493820414156,-0.4614842009266842,-0.045978581542254184,-0.32434194260657545,CANDIDATE,4,0,0
0,0,0,0,-0.08055271804713343,-0.301106093651326,-0.758663087289424,0.23619162155083082,-0.047999657966293255,-0.3275369012082281,CANDIDATE,4,0,0
0,0,0,0,-0.08420571325865461,-0.3099863106038497,0.37457861496844747,-0.3067317079557012,-0.04176359605907402,-0.31949033880406585,CANDIDATE,4,0,0
1,0,1,0,-0.03700516986768351,-0.30610591919186236,-0.8508349879944438,0.770087722300722,-0.048042806935810166,-0.32410527900645303,FALSE POSITIVE,17,1,2
0,0,0,0,-0.08052067422948851,-0.3012095707556457,-0.7409377217692279,-0.4589049927105011,-0.047988826331970075,-0.32043699320455554,CANDIDATE,4,0,0
0,1,0,0,0.19451141261688285,3.325864010476189,1.2313046151112597,-0.026887616499840346,-0.016368858983018427,2.0607538194271555,FALSE POSITIVE,1,10,5
1,0,1,1,0.01554669106998969,-0.2719349572426652,-0.22217535754482165,0.8423055523538475,-0.04692827319643642,-0.18151545993269602,FALSE POSITIVE,10,1,3
0,0,0,0,-0.08237921565289402,-0.30709247931145556,-0.6464024389948486,-0.47438024200759943,-0.04791140678172574,-0.32339528820608576,CANDIDATE,4,0,0
0,0,0,0,-0.0817703831176405,-0.30497472630145883,-0.3332543148047173,0.26585251603693577,-0.04732140825203496,-0.318425352603515,CANDIDATE,4,0,0
0,0,0,0,0.039739773391906305,-0.31018503367919087,0.7255408522683305,0.9906100247843725,-0.03475126702536053,-0.3102604583992915,CANDIDATE,4,0,0
0,0,0,0,-0.08439797616452416,-0.30794851717446364,0.20323341493988506,-0.7619619581120095,-0.043898848562945895,-0.3174786982030253,CANDIDATE,4,0,0
0,0,0,0,-0.08487863342919799,-0.31124332224609647,-0.40179239481614226,-0.030756428824114924,-0.047508623876975964,-0.32872021920884015,CANDIDATE,4,0,0
0,0,0,0,-0.08218695274702449,-0.31072946435305454,0.5601041074131669,-0.5053307406017961,-0.03852736415604701,-0.32434194260657545,CANDIDATE,4,0,0
0,0,0,0,-0.08378914362927063,-0.3099886623562206,-0.2410824140996975,-0.7335906677339958,-0.047002437337457945,-0.31688703920271927,CANDIDATE,4,0,0
0,0,0,0,-0.08401345035278508,-0.30310743491896314,-0.8673786624799602,-0.7490659170310942,-0.04804854829389403,-0.3257619242073099,CANDIDATE,4,0,0
0,0,0,0,-0.0820587774764448,-0.3092466844832012,-0.2647162347932923,-0.4472985557376774,-0.0470934704171795,-0.3171237028028417,CANDIDATE,4,0,0
0,0,0,0,-0.07971957878836544,-0.3069066908741543,-0.827201167300849,0.3264639091172375,-0.048033928547020675,-0.322921961005841,CANDIDATE,4,0,0
0,1,0,0,-0.04161947960855238,-0.30868931917129755,0.8980677433315727,0.3329119296576951,-0.029763151446391738,-0.2735776003803167,FALSE POSITIVE,1,6,5
0,0,0,0,-0.08635264904086444,-0.3126626048019354,0.3887589073846044,0.2374812256589222,-0.04153932795825154,-0.322921961005841,CANDIDATE,4,0,0
0,0,0,0,-0.08218695274702449,-0.3090655995506418,0.020071304564525227,-0.7761476033010163,-0.04556283618987175,-0.27121096437909253,CANDIDATE,4,0,0
0,0,0,0,-0.08074498095300298,-0.31115983503692946,-0.28362329134816816,0.15881537506533927,-0.04715958481903189,-0.31960867060412707,CANDIDATE,4,0,0
0,0,0,0,-0.08407753798807494,-0.3086258218572832,-0.19617815478186734,0.19492429009190199,-0.0468142154951208,-0.3207919886047392,CANDIDATE,4,0,0
0,0,0,0,-0.07779694972967008,-0.3081778130306265,-0.3911571755040246,0.38578569808944757,-0.0474819887106075,-0.3153487258019235,CANDIDATE,4,0,0
0,0,0,0,-0.08632060522321952,-0.3118441949768618,-0.7551180141853848,0.40384015560272907,-0.04799746796372518,-0.3274185694081668,CANDIDATE,4,0,0
0,0,0,0,-0.0763870217532935,-0.3020538498567993,-0.8106574928153326,0.47476838154776285,-0.04802664826821329,-0.32481526980682024,CANDIDATE,4,0,0
0,0,0,0,-0.08215490892937956,-0.30953359827245114,-0.7232123562490318,-0.4472985557376774,-0.04797645577692339,-0.32386861540633055,CANDIDATE,4,0,0
0,0,0,0,-0.083628924541046,-0.30506762052010944,-0.9831843838785748,-0.7568035416796434,-0.048074236432124946,-0.32209363840541244,CANDIDATE,4,0,0
0,0,0,0,-0.08087315622358267,-0.3039728797914548,-0.8023856555725745,-0.006253950770375928,-0.048022919344921706,-0.32138364760504523,CANDIDATE,4,0,0
0,0,0,0,-0.08635264904086444,-0.3113079954362963,-0.14182036718659927,-0.23580348201066734,-0.046564081688291625,-0.3249336016068815,CANDIDATE,4,0,0
0,1,0,0,-0.07709198574148178,-0.30941718653009154,0.2658630397779113,0.3148574721444138,-0.04320402585628056,-0.32505193340694266,FALSE POSITIVE,1,0,5
0,0,0,0,-0.08000797314716974,-0.3101838578030054,-0.5530488472551491,0.3406495543062443,-0.047799006379650816,-0.3239869472063918,CANDIDATE,4,0,0
0,0,0,0,-0.08410958180571984,-0.31206055619498474,-0.4573318734460901,0.2916445981987663,-0.047631974291891255,-0.3232769564060245,CANDIDATE,4,0,0
0,0,0,0,-0.08513498397035738,-0.31239097740309635,0.04134174318876056,-0.10039505066105718,-0.0453972838335771,-0.3283652238086565,CANDIDATE,4,0,0
0,0,0,0,-0.08132176967061158,-0.3073829207292618,-0.6901250072779991,-0.45116736806195207,-0.04795135953127844,-0.3206736568046779,CANDIDATE,4,0,0
0,0,1,0,0.053678834067447674,-0.2841687730760942,1.3423835723711552,0.8448847605700305,-0.010482723972622213,0.010537051566646367,FALSE POSITIVE,8,6,1
0,0,0,0,-0.08154607639412605,-0.3089397807987986,-0.6783080969312016,-0.5079099488179791,-0.047941770871385785,-0.306000513597088,CANDIDATE,4,0,0
1,0,0,1,-0.07321468380644613,-0.31103166453271536,1.8646910096996008,0.21684755992945792,0.028727851466531576,-0.31783369360320896,FALSE POSITIVE,11,2,7
0,0,0,0,-0.08535929069387183,-0.31023442047897976,-0.603861561746378,-0.6794272951941519,-0.047865002402986016,-0.3193720070040047,CANDIDATE,4,0,0
0,0,0,0,-0.0843338885292343,-0.3092490362355721,-0.2174485934061027,0.2013723106323596,-0.046912647232166926,-0.32055532500461675,CANDIDATE,4,0,0
0,0,0,0,-0.08532724687622692,-0.30960885434832003,-0.1453654402906385,-0.6755584828698774,-0.04657763602851024,-0.3246969380067591,CANDIDATE,4,0,0
0,1,0,0,0.0027612078296655354,-0.3092631467497975,-0.4514234182726914,0.7378476195984337,-0.04762043238646491,-0.24186467796391267,FALSE POSITIVE,1,0,5
0,0,0,0,-0.08237921565289402,-0.3061223814584587,-0.6393122927867702,-0.47566984611569096,-0.04790400812440117,-0.32730023760810567,CANDIDATE,4,0,0
0,0,0,0,-0.08000797314716974,-0.30538157946162475,-0.8059307286766136,0.45026590349402384,-0.04802457664416242,-0.3249336016068815,CANDIDATE,4,0,0
0,0,0,0,-0.08401345035278508,-0.3089468360559112,-0.5589573024285478,-0.7851748320576569,-0.047807056118819954,-0.3225669656056573,CANDIDATE,4,0,0
0,0,0,0,-0.07975162260601036,-0.30679615851272196,-0.8768321907573982,-0.05267969866167087,-0.04805115262127228,-0.3258802560073712,CANDIDATE,4,0,0
0,0,0,0,-0.08779462083488596,-0.3128366344773822,-0.6144967810584956,-0.662662441788962,-0.047877136200998316,-0.3316785142103704,CANDIDATE,4,0,0
0,0,0,0,-0.08302009200579248,-0.30868226391418485,-0.9040110845550321,-0.04236286579693866,-0.048059024792665626,-0.32043699320455554,CANDIDATE,4,0,0
0,0,0,0,-0.08112950676474204,-0.3057531563362272,-0.27535145410541,-0.792912456706206,-0.04713028613602658,-0.2383147239620764,CANDIDATE,4,0,0
0,0,0,0,-0.08401345035278508,-0.30948891497740405,-0.41006423205890047,-0.7619619581120095,-0.04752904417119178,-0.3226852974057185,CANDIDATE,4,0,0
0,0,0,0,-0.08532724687622692,-0.3123110178224857,0.016526231460486006,0.32001588857677987,-0.045584677026293895,-0.32126531580498396,CANDIDATE,4,0,0
0,0,0,0,-0.08215490892937956,-0.3080308285074452,-0.932371669387346,-0.18679852590318943,-0.04806529885407687,-0.3283652238086565,CANDIDATE,4,0,0
0,0,0,0,-0.08321235491166201,-0.3110681166944643,0.028343141807283413,0.11754804360641043,-0.04550287747091341,-0.32481526980682024,CANDIDATE,4,0,0
0,0,0,0,-0.07939914061191622,-0.3097534871191304,-0.307257112041763,0.45413471581829845,-0.04724209464551553,-0.33085019160994195,CANDIDATE,4,0,0
0,0,0,0,-0.08199468984115496,-0.3122357617466168,0.2824067142634277,-0.10684307120151482,-0.04299905345376057,-0.3134554170009442,CANDIDATE,4,0,0
0,0,0,0,-0.08221899656466942,-0.3053027957571996,-0.7728433797055809,-0.7748579991929248,-0.0480075301376866,-0.3160587166022908,CANDIDATE,4,0,0
0,0,0,0,-0.08622447377028475,-0.31168545169182593,-0.2410824140996975,-0.2048529834164707,-0.04700385787966426,-0.3215019794051064,CANDIDATE,4,0,0
0,0,0,0,-0.08161016402941589,-0.30630816989575993,-0.7562997052200645,0.19879310241617656,-0.04799817823482834,-0.319017011603821,CANDIDATE,4,0,0
0,0,0,0,-0.08369301217633586,-0.3102050235743435,-0.2410824140996975,0.2103995393890003,-0.04700581112519796,-0.31665037560259685,CANDIDATE,4,0,0
0,0,0,0,-0.08385323126456047,-0.31029086253588145,-0.10400625407684756,-0.7323010636259044,-0.04635686009394497,-0.3162953802024132,CANDIDATE,4,0,0
0,0,0,0,-0.08446206379981401,-0.31106341318972247,-0.48805584034776334,-0.15842723552517585,-0.047691577875298014,-0.33511013641214543,CANDIDATE,4,0,0
0,0,0,0,-0.0824753471058288,-0.30939484488256797,-0.466785401723528,-0.7864644361657485,-0.04765257215388286,-0.3086038131984346,CANDIDATE,4,0,0
0,0,0,0,-0.08551950978209645,-0.3101415262603292,-0.3131655672151617,-0.04236286579693866,-0.04725914115199135,-0.3211469840049228,CANDIDATE,4,0,0
0,0,0,0,-0.08372505599398078,-0.31167957231089866,0.3840321432458854,-0.5930238199520197,-0.041615445344806754,-0.3199636660043107,CANDIDATE,4,0,0
0,0,0,0,-0.08503885251742262,-0.3116219543778116,0.07915585629851227,-0.4099000366030232,-0.045102639704283284,-0.3254069288071263,CANDIDATE,4,0,0
0,0,0,0,-0.08721783211727735,-0.3112974125506272,-0.795295509364496,-0.22548664914593514,-0.04801924961088872,-0.3276552330082893,CANDIDATE,4,0,0
0,0,0,0,-0.001500619917109187,-0.3017387150390985,-0.4514234182726914,0.7468748483550746,-0.04761960373684457,-0.3226852974057185,CANDIDATE,4,0,0
0,0,0,0,-0.08478250197626322,-0.310383756754532,-0.005925898198429072,0.18460745722716979,-0.04574869046186504,-0.3146387350015563,CANDIDATE,4,0,0
0,0,0,0,-0.08398140653514016,-0.3101403503841437,-0.44551496309929267,0.08143912857984784,-0.04760829858845262,-0.3223303020055349,CANDIDATE,4,0,0
0,0,0,0,-0.08551950978209645,-0.31228279679403487,0.8094409157305922,-0.5182267816827113,-0.032479820037457904,-0.30718383159770013,CANDIDATE,4,0,0
0,0,0,0,-0.08148198875883618,-0.3020056389331958,-0.8744688086880387,-0.5891550076277451,-0.04805044235016912,-0.3159403848022296,CANDIDATE,4,0,0
0,0,0,0,-0.08330848636459678,-0.30711599683516455,-0.41242761412825996,-0.17132327660609112,-0.04753425282594829,-0.31558538940204595,CANDIDATE,4,0,0
0,0,0,0,-0.08141790112354635,-0.30442324037048246,-0.6688545686537637,0.1858970613352613,-0.04793295167185489,-0.32304029280590213,CANDIDATE,4,0,0
0,0,1,0,0.06668862403128627,-0.19612974719521525,0.35685324944825136,0.8152238660839253,-0.04199768957682351,-0.08578503368317783,FALSE POSITIVE,8,1,1
0,0,0,0,-0.08471841434097338,-0.3091420315026961,-0.13591191201320058,-0.741328292382545,-0.046525016777617875,-0.3141654078013114,CANDIDATE,4,0,0
0,0,0,0,-0.08302009200579248,-0.30870813319026474,-0.7078503727981952,-0.5659421336820977,-0.04796515062853144,-0.3181886890033926,CANDIDATE,4,0,0
0,0,0,0,-0.08170629548235064,-0.30352369508861266,-0.466785401723528,-0.36863270514409446,-0.0476519210720383,-0.26091609777376734,CANDIDATE,4,0,0
0,0,0,0,-0.08359688072340109,-0.31125625688413644,-0.280078218244129,-0.6394495678433146,-0.0471506472409838,-0.31061545379947514,CANDIDATE,4,0,0
0,0,0,0,-0.08436593234687924,-0.31179715992944373,-0.10400625407684756,-0.3879767667654673,-0.04635768874356533,-0.31830702080345374,CANDIDATE,4,0,0
0,0,0,0,-0.08295600437050263,-0.3112233323509438,0.15360239148333596,-0.41118964071111475,-0.044417405657510595,-0.3179520254032701,CANDIDATE,4,0,0
0,0,0,0,-0.08391731889985031,-0.31179833580562916,0.7314493074417292,-0.5053307406017961,-0.03459820360262976,-0.31665037560259685,CANDIDATE,4,0,0
0,0,0,0,-0.0834687054528214,-0.30951360837729847,-0.3190740223885604,-0.18808813001128094,-0.04728015333879314,-0.32209363840541244,CANDIDATE,4,0,0
0,0,0,0,-0.04466364228482003,-0.3060412460016626,0.45375191429199013,-0.6858753157346096,-0.040499905388036876,-0.3386600904139817,CANDIDATE,4,0,0
0,0,0,0,-0.0843338885292343,-0.30783916068921674,0.3013137708183036,-0.6033406528167519,-0.04276726831709634,-0.30706549979763886,CANDIDATE,4,0,0
0,0,0,0,-0.0843338885292343,-0.3117289591106876,0.2741348770206695,-0.5169371775746198,-0.04310074060002952,-0.33002186900951347,CANDIDATE,4,0,0
0,0,0,0,-0.08420571325865461,-0.3095359500248221,-0.4088825410242207,-0.765830770436284,-0.04752578876196897,-0.323513620006147,CANDIDATE,4,0,0
0,0,0,0,-0.08100133149416235,-0.30468428488365246,-0.6865799341739598,-0.010122763094650506,-0.047948577636124395,-0.3280102284084729,CANDIDATE,4,0,0
0,0,1,0,-0.0861603861349949,-0.3094842114726622,0.13351364389378034,-0.4099000366030232,-0.04463374239768112,-0.2942856653910283,FALSE POSITIVE,8,1,1
0,0,0,0,-0.07975162260601036,-0.3063775465907015,-0.19026969960846865,0.45413471581829845,-0.046794209525715155,-0.3202003296044331,CANDIDATE,4,0,0
0,0,0,0,-0.08535929069387183,-0.31166193416811694,-0.16781756994955357,-0.7477763129230026,-0.04668376236917392,-0.33073185980988073,CANDIDATE,4,0,0
0,0,0,0,-0.07943118442956114,-0.2996350725433272,-0.8201110210927706,0.3793376775489899,-0.04803055475928067,-0.31523039400186237,CANDIDATE,4,0,0
0,0,0,0,-0.08484658961155307,-0.31258499697369574,0.7030887226094155,0.4476866952778408,-0.03533694473917376,-0.32138364760504523,CANDIDATE,4,0,0
0,0,0,0,-0.07917483388840175,-0.3029569227672254,-0.7692983066015416,0.10852081484976975,-0.048005813649187296,-0.30907714039867945,CANDIDATE,4,0,0
0,0,0,0,-0.08260352237640849,-0.30148472578304114,-0.8378363866129667,0.050488629985651075,-0.048038012605863836,-0.3206736568046779,CANDIDATE,4,0,0
0,0,0,0,-0.08580790414090075,-0.31259322810699386,0.24222921908431652,-0.13263515336334533,-0.043489909975302075,-0.3312051870101256,CANDIDATE,4,0,0
0,0,0,0,-0.0834687054528214,-0.31220518896579513,-0.15836404167211565,0.3264639091172375,-0.04664386880887982,-0.3186620162036374,CANDIDATE,4,0,0
0,0,0,0,0.004523617800136274,-0.3044314715037806,-0.5424136279430314,0.8242510948405661,-0.04778338041538132,-0.3132187534008217,CANDIDATE,4,0,0
1,0,1,0,-0.08289191673521279,-0.31206173207117016,0.24104752804963678,-0.7825956238414739,-0.04349073862492243,-0.31783369360320896,FALSE POSITIVE,17,0,2
0,0,0,0,-0.08193060220586511,-0.3076086889568684,-0.7279391203877508,-0.7116673978964401,-0.04798012551095638,-0.318425352603515,CANDIDATE,4,0,0
0,0,0,0,-0.08471841434097338,-0.3111069206085842,-0.01656111751054674,0.26198370371266133,-0.04581717243406129,-0.32043699320455554,CANDIDATE,4,0,0
0,0,0,0,-0.08199468984115496,-0.31103401628508626,0.3426729570320945,-0.6007614446005688,-0.04220929117630631,-0.3225669656056573,CANDIDATE,4,0,0
0,0,0,0,-0.08180242693528542,-0.30860818371450144,-0.6192235451972146,-0.7684099786524671,-0.04788264080204779,-0.30410720479610864,CANDIDATE,4,0,0
0,0,0,0,-0.08141790112354635,-0.3040399047340255,-0.39824732171210303,-0.29899408330715205,-0.04749897602782472,-0.3179520254032701,CANDIDATE,4,0,0
0,0,0,0,-0.08052067422948851,-0.3073605790817383,-0.38406702929594616,-0.2886772504424198,-0.0474628705800808,-0.2729859413800107,CANDIDATE,4,0,0
0,0,0,0,-0.08128972585296665,-0.30446792366552955,-0.6936700803820383,0.09820398198503753,-0.04795437818346686,-0.3242236108065142,CANDIDATE,4,0,0
0,0,0,0,-0.08148198875883618,-0.30720418754907336,-0.7243940472837115,0.050488629985651075,-0.04797740280506094,-0.3215019794051064,CANDIDATE,4,0,0
0,0,0,0,-0.083628924541046,-0.3082307274589718,-0.5884995782955413,-0.6587936294646876,-0.04784677211133827,-0.3223303020055349,CANDIDATE,4,0,0
0,0,0,0,-0.08680126248789335,-0.31277548891573875,1.2041257213136256,-0.5465980720607249,-0.01741064912357696,-0.3146387350015563,CANDIDATE,4,0,0
0,0,0,0,-0.08000797314716974,-0.30212087479936994,-0.8638335893759209,-0.25643714774013177,-0.048047127751687714,-0.31960867060412707,CANDIDATE,4,0,0
0,0,0,0,-0.07997592932952483,-0.30372594579251017,-0.6948517714167181,0.21555795582136625,-0.04795502926531143,-0.3245786062066979,CANDIDATE,4,0,0
0,0,0,0,-0.07577818921803996,-0.3111986389510493,0.4301180935983953,-0.2783604175776877,-0.04088688476074136,-0.28564744398656006,CANDIDATE,4,0,0
0,0,0,0,-0.08116155058238697,-0.3091149863504307,-0.5435953189777112,-0.5478876761688164,-0.047785156093139214,-0.31653204380253563,CANDIDATE,4,0,0
0,0,0,0,-0.08045658659419867,-0.31003452152745314,-0.6783080969312016,0.38578569808944757,-0.047941652492868594,-0.319017011603821,CANDIDATE,4,0,0
0,0,0,0,-0.08391731889985031,-0.3117054415869786,-0.4596952555154496,0.05435744230992565,-0.04763747889294073,-0.32599858780743235,CANDIDATE,4,0,0
0,0,0,0,-0.08167425166470572,-0.3050147060917642,-0.43960650792589395,-0.7942020608142976,-0.04759563208711295,-0.3159403848022296,CANDIDATE,4,0,0
0,0,0,0,-0.08269965382934326,-0.30938778962545527,-0.09573441683408938,0.2606940996045697,-0.046311047607791214,-0.3114437763999036,CANDIDATE,4,0,0
0,0,0,0,-0.08414162562336477,-0.2968588288694781,-0.6156784720931754,-0.41763766125157237,-0.047880273231703935,-0.3094321357988631,CANDIDATE,4,0,0
