koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,cluster
FALSE POSITIVE,0,1,0,0,-0.08337257399988664,23
FALSE POSITIVE,1,0,0,1,-0.08564768505267613,11
FALSE POSITIVE,0,1,0,0,0.004299311076621825,4
FALSE POSITIVE,0,1,0,0,0.08918338401802199,4
FALSE POSITIVE,0,0,1,0,0.10997982166957682,0
FALSE POSITIVE,1,0,1,1,-0.08523111542329215,21
CANDIDATE,0,0,0,0,-0.07837373844727868,24
FALSE POSITIVE,0,1,0,0,0.23559158683767373,4
FALSE POSITIVE,0,0,1,0,0.10946712058725805,0
FALSE POSITIVE,0,1,0,0,0.4361217976595999,4
FALSE POSITIVE,0,0,0,1,-0.08612834231734998,7
CANDIDATE,0,0,0,0,-0.0865769557643789,24
FALSE POSITIVE,1,0,1,1,-0.012235298828158277,21
FALSE POSITIVE,0,1,0,0,-0.07545775104159072,23
FALSE POSITIVE,1,0,0,1,-0.03146158941511189,11
CANDIDATE,0,0,0,0,-0.08167425166470572,24
FALSE POSITIVE,1,0,1,0,0.5410973442643666,12
FALSE POSITIVE,1,0,0,1,-0.08295600437050263,11
CANDIDATE,0,0,0,0,-0.08010410460010452,24
FALSE POSITIVE,1,1,0,0,-0.08612834231734998,13
FALSE POSITIVE,0,1,0,0,-0.07984775405894513,23
FALSE POSITIVE,0,1,0,0,-0.08282782909992294,23
CANDIDATE,0,0,0,0,-0.08250739092347371,24
CANDIDATE,0,0,0,0,-0.0854554221468066,24
FALSE POSITIVE,0,1,0,1,-0.06459489685996195,14
CANDIDATE,0,0,0,0,0.4076027999556187,6
FALSE POSITIVE,0,1,0,0,0.03121611789835686,4
CANDIDATE,0,0,0,0,-0.07955935970014083,24
FALSE POSITIVE,1,0,1,1,0.4336544237009408,21
CANDIDATE,0,0,0,0,-0.0797836664236553,24
FALSE POSITIVE,1,0,0,1,-0.08715374448198751,11
FALSE POSITIVE,1,0,0,1,-0.0865769557643789,11
FALSE POSITIVE,1,0,0,0,-0.08491067724684291,3
FALSE POSITIVE,0,0,0,1,-0.08795483992311058,7
FALSE POSITIVE,0,0,1,0,-0.015119242416201325,0
CANDIDATE,0,0,0,0,-0.08667308721731366,24
FALSE POSITIVE,0,0,1,0,-0.039440500008697636,0
CANDIDATE,0,0,0,0,-0.08186651457057526,24
FALSE POSITIVE,1,0,1,0,-0.06594073720104869,12
CANDIDATE,0,0,0,0,-0.08590403559383553,24
CANDIDATE,0,0,0,0,-0.08500680869977768,24
CANDIDATE,0,0,0,0,-0.0793670967942713,24
CANDIDATE,0,0,0,0,-0.07488096232398211,24
CANDIDATE,0,0,0,0,-0.0864487804937992,24
FALSE POSITIVE,1,0,0,0,-0.08571177268796598,3
CANDIDATE,0,0,0,0,-0.08330848636459678,24
CANDIDATE,0,0,0,0,-0.08689739394082813,24
FALSE POSITIVE,0,1,0,0,-0.08141790112354635,23
CANDIDATE,0,0,0,0,-0.07798921263553962,24
CANDIDATE,0,0,0,0,-0.08763440174666134,24
CANDIDATE,0,0,0,0,-0.08494272106448784,24
FALSE POSITIVE,0,0,1,0,0.43974274905347616,9
CANDIDATE,0,0,0,0,-0.08430184471158939,24
FALSE POSITIVE,1,0,0,0,0.00676668503528087,3
FALSE POSITIVE,0,0,1,0,0.0629074535491854,0
CANDIDATE,0,0,0,0,-0.08651286812908905,24
CANDIDATE,0,0,0,0,-0.08558359741738629,24
FALSE POSITIVE,1,0,0,0,-0.08119359440003189,3
FALSE POSITIVE,1,1,0,1,-0.08449410761745892,20
FALSE POSITIVE,0,1,0,0,0.053999272243896904,4
FALSE POSITIVE,0,1,0,0,0.01301522947604079,4
CANDIDATE,0,0,0,0,-0.0872819197525672,24
FALSE POSITIVE,0,0,1,0,0.02496757345759695,0
FALSE POSITIVE,1,0,1,0,-0.08394936271749524,12
CANDIDATE,0,0,0,0,-0.08112950676474204,24
FALSE POSITIVE,1,0,1,1,0.11962501078069854,21
FALSE POSITIVE,0,0,1,0,-0.0799438855118799,0
CANDIDATE,0,0,0,0,-0.07702789810619194,24
CANDIDATE,0,0,0,0,-0.07943118442956114,24
FALSE POSITIVE,0,0,1,0,0.013431799105424781,0
FALSE POSITIVE,0,0,1,0,0.053326352073353525,0
CANDIDATE,0,0,0,0,-0.08023227987068421,24
FALSE POSITIVE,0,0,1,0,-0.08161016402941589,0
FALSE POSITIVE,1,0,1,1,-0.017939098368954517,21
CANDIDATE,0,0,0,0,-0.08526315924093707,24
FALSE POSITIVE,0,1,0,0,0.10517324902283842,4
FALSE POSITIVE,0,1,0,1,-0.01559989968087516,14
FALSE POSITIVE,1,0,0,0,-0.08404549417043,3
FALSE POSITIVE,1,0,0,1,-0.07497709377691689,11
FALSE POSITIVE,0,0,1,0,-0.045464737725943095,0
FALSE POSITIVE,0,1,0,0,-0.08529520305858199,23
FALSE POSITIVE,1,1,0,1,-0.08580790414090075,20
FALSE POSITIVE,1,0,1,0,-0.07859804517079315,12
FALSE POSITIVE,1,1,0,1,0.15157269697268644,20
FALSE POSITIVE,1,0,0,1,-0.08542337832916168,11
CANDIDATE,0,0,0,0,-0.08692943775847305,24
FALSE POSITIVE,0,0,1,0,0.0777437411187846,0
CANDIDATE,0,0,0,0,-0.08045658659419867,24
CANDIDATE,0,0,0,0,-0.08039249895890882,24
CANDIDATE,0,0,0,0,-0.08359688072340109,24
FALSE POSITIVE,0,1,0,0,-0.07279811417706215,23
CANDIDATE,0,0,0,0,-0.08632060522321952,24
CANDIDATE,0,0,0,0,-0.051264668719674104,24
FALSE POSITIVE,0,0,1,0,-0.0203103408746788,0
CANDIDATE,0,0,1,0,0.0032739089119842987,0
FALSE POSITIVE,0,0,1,0,0.09466287683530378,0
CANDIDATE,0,0,0,0,-0.08660899958202382,24
CANDIDATE,0,0,0,0,-0.07177271201242462,24
CANDIDATE,0,0,0,0,-0.08372505599398078,24
CANDIDATE,0,0,0,0,-0.0816422078470608,24
CANDIDATE,0,0,0,0,-0.08282782909992294,24
CANDIDATE,0,0,0,0,-0.08183447075293035,24
CANDIDATE,0,0,0,0,-0.08638469285850936,24
CANDIDATE,0,0,0,0,-0.08523111542329215,24
CANDIDATE,0,0,0,0,-0.0826355661940534,24
FALSE POSITIVE,0,0,1,0,1.193573559150282,10
FALSE POSITIVE,0,1,0,0,-0.0823471718352491,23
FALSE POSITIVE,1,0,1,0,-0.0796554911530756,12
CANDIDATE,0,0,0,0,0.02605706325752431,24
CANDIDATE,0,0,0,0,-0.08391731889985031,24
FALSE POSITIVE,1,0,1,0,0.007856174835208242,12
FALSE POSITIVE,1,0,1,0,-0.08289191673521279,12
FALSE POSITIVE,1,0,1,0,-0.03700516986768351,12
FALSE POSITIVE,1,0,0,0,-0.0860001670467703,3
CANDIDATE,0,0,0,0,-0.0865769557643789,24
FALSE POSITIVE,0,0,1,0,0.017565451581619804,0
FALSE POSITIVE,1,0,0,1,-0.08625651758792967,11
FALSE POSITIVE,0,0,1,0,0.2249850831972043,9
FALSE POSITIVE,1,0,1,1,-0.06090985783079583,21
CANDIDATE,0,0,0,0,-0.0803604551412639,24
FALSE POSITIVE,0,1,0,0,0.06483008260788076,4
FALSE POSITIVE,0,1,0,0,0.3415284479717881,4
CANDIDATE,0,0,0,0,-0.08462228288803861,24
FALSE POSITIVE,0,0,1,0,0.09511149028233269,0
CANDIDATE,0,0,0,0,-0.08567972887032106,24
CANDIDATE,0,0,0,0,-0.08491067724684291,24
CANDIDATE,0,0,0,0,-0.08337257399988664,24
FALSE POSITIVE,0,0,1,0,0.10187273580541138,0
FALSE POSITIVE,1,0,0,1,-0.08763440174666134,11
FALSE POSITIVE,0,0,1,0,0.035702252368646055,0
CANDIDATE,0,0,0,0,-0.08225104038231433,24
CANDIDATE,0,0,0,0,-0.08712170066434258,24
CANDIDATE,0,0,0,0,-0.07581023303568489,24
CANDIDATE,0,0,0,0,-0.0872819197525672,24
FALSE POSITIVE,0,0,1,0,1.7840449868932722,1
CANDIDATE,0,0,0,0,0.005613107600063656,24
CANDIDATE,0,0,0,0,-0.07609862739448918,24
CANDIDATE,0,0,0,0,-0.06539599230108502,24
CANDIDATE,0,0,0,0,-0.0823471718352491,24
FALSE POSITIVE,0,0,0,1,-0.08632060522321952,7
CANDIDATE,0,0,0,0,-0.0851670277880023,24
CANDIDATE,0,0,0,0,-0.0872819197525672,24
CANDIDATE,0,0,0,0,-0.08253943474111863,24
FALSE POSITIVE,0,0,1,0,-0.054469050484166365,0
CANDIDATE,0,0,0,0,-0.08398140653514016,24
FALSE POSITIVE,0,0,1,0,0.12667465066258154,0
FALSE POSITIVE,0,1,0,0,-0.08193060220586511,23
CANDIDATE,0,0,0,0,-0.05120058108438426,24
FALSE POSITIVE,0,0,1,0,-0.00903091706366601,0
CANDIDATE,0,0,0,0,-0.061070076919020444,24
CANDIDATE,0,0,0,0,-0.08295600437050263,24
FALSE POSITIVE,1,1,0,0,0.34450852301276597,13
FALSE POSITIVE,1,1,0,0,-0.0867051310349586,13
CANDIDATE,0,0,0,0,-0.08481454579390815,24
CANDIDATE,0,0,0,0,-0.07907870243546698,24
CANDIDATE,0,0,0,0,-0.0813538134882565,24
FALSE POSITIVE,1,0,1,1,-0.08039249895890882,21
CANDIDATE,0,0,0,0,-0.07997592932952483,24
CANDIDATE,0,0,0,0,-0.08561564123503122,24
CANDIDATE,0,0,0,0,-0.08606425468206014,24
CANDIDATE,0,0,0,0,-0.08465432670568354,24
CANDIDATE,0,0,0,0,-0.066229131559853,24
FALSE POSITIVE,0,1,0,0,0.09299659831776778,4
FALSE POSITIVE,1,1,0,0,-0.08596812322912536,13
CANDIDATE,0,0,0,0,-0.014318146975078258,24
FALSE POSITIVE,1,0,0,1,-0.059596061307354,11
FALSE POSITIVE,0,0,0,1,-0.08519907160564723,7
CANDIDATE,0,0,0,0,-0.08507089633506752,24
CANDIDATE,0,0,0,0,-0.08487863342919799,24
FALSE POSITIVE,1,0,0,1,-0.08641673667615428,11
CANDIDATE,0,0,0,0,-0.06488329121876624,24
FALSE POSITIVE,0,0,0,1,-0.08039249895890882,7
CANDIDATE,0,0,0,0,-0.08330848636459678,24
FALSE POSITIVE,0,0,1,0,-0.010184494498883236,0
CANDIDATE,0,0,0,0,-0.07927096534133653,24
CANDIDATE,0,0,0,0,-0.08401345035278508,24
CANDIDATE,0,0,0,0,-0.08273169764698816,24
CANDIDATE,0,0,0,0,-0.0861603861349949,24
CANDIDATE,0,0,0,0,-0.08734600738785704,24
FALSE POSITIVE,0,1,0,0,0.20710463295133744,4
CANDIDATE,0,0,0,0,-0.0860001670467703,24
FALSE POSITIVE,0,0,1,0,0.04762255253255729,0
FALSE POSITIVE,0,0,1,0,0.1314171356740301,0
FALSE POSITIVE,0,0,1,0,0.6486043524630822,9
CANDIDATE,0,0,0,0,-0.08564768505267613,24
FALSE POSITIVE,1,1,0,0,-0.08676921867024844,13
CANDIDATE,0,0,0,0,-0.08468637052332846,24
CANDIDATE,0,0,0,0,-0.08343666163517648,24
FALSE POSITIVE,0,1,0,0,0.1701260673890967,4
CANDIDATE,0,0,0,0,-0.08311622345872724,24
CANDIDATE,0,0,0,0,-0.08388527508220539,24
FALSE POSITIVE,1,0,0,1,-0.08580790414090075,11
FALSE POSITIVE,0,0,1,0,0.20886704292180822,9
FALSE POSITIVE,0,0,1,0,-0.06376175760119396,0
FALSE POSITIVE,0,1,0,0,-0.08692943775847305,23
FALSE POSITIVE,1,0,0,1,-0.00871047888721679,11
FALSE POSITIVE,0,0,1,0,0.12247691055109666,0
FALSE POSITIVE,0,1,0,0,-0.08302009200579248,23
FALSE POSITIVE,0,0,1,0,0.13237845020337777,0
FALSE POSITIVE,0,1,0,0,0.31288127499722723,4
FALSE POSITIVE,0,0,1,0,0.09142645125316659,0
FALSE POSITIVE,0,0,1,0,0.11142179346359833,0
CANDIDATE,0,0,0,0,-0.08548746596445153,24
CANDIDATE,0,0,0,0,-0.07449643651224304,24
FALSE POSITIVE,0,0,1,0,0.010643986970316505,0
CANDIDATE,0,0,0,0,-0.08020023605303928,24
CANDIDATE,0,0,0,0,-0.08253943474111863,24
CANDIDATE,0,0,0,0,-0.08180242693528542,24
CANDIDATE,0,0,0,0,0.14240816512623858,6
FALSE POSITIVE,1,0,1,1,-0.02527713260964181,21
CANDIDATE,0,0,0,0,-0.08141790112354635,24
