koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad
CANDIDATE,0,0,0,0,1.42
FALSE POSITIVE,1,0,0,0,1.13
CANDIDATE,0,0,0,0,1.48
CANDIDATE,0,0,0,0,19.1
CANDIDATE,0,0,0,0,2.83
CANDIDATE,0,0,0,0,2.73
CANDIDATE,0,0,0,0,0.92
CANDIDATE,0,0,0,0,3.52
CANDIDATE,0,0,0,0,1.37
CANDIDATE,0,0,0,0,1.58
CANDIDATE,0,0,0,0,2.21
FALSE POSITIVE,1,0,1,1,9.16
CANDIDATE,0,0,0,0,1.51
CANDIDATE,0,0,0,0,1.54
CANDIDATE,0,0,0,0,1.32
CANDIDATE,0,0,0,0,2.07
CANDIDATE,0,0,0,0,1.84
FALSE POSITIVE,1,0,0,1,1.27
FALSE POSITIVE,1,0,1,1,1.01
CANDIDATE,0,0,0,0,0.91
FALSE POSITIVE,1,0,0,0,0.99
CANDIDATE,0,0,0,0,1.98
CANDIDATE,0,0,0,0,1.53
CANDIDATE,0,0,0,0,1.32
CANDIDATE,0,0,0,0,2.4
CANDIDATE,0,0,0,0,3.24
CANDIDATE,0,0,0,0,1.27
FALSE POSITIVE,1,0,1,1,1.82
CANDIDATE,0,0,0,0,1.59
CANDIDATE,0,0,0,0,1.36
CANDIDATE,0,0,0,0,1.65
FALSE POSITIVE,1,0,0,0,25.5
CANDIDATE,0,0,0,0,3.76
CANDIDATE,0,0,0,0,2.13
CANDIDATE,0,0,0,0,2.11
CANDIDATE,0,0,0,0,2.66
FALSE POSITIVE,1,1,0,1,2.12
CANDIDATE,0,0,0,0,2.11
CANDIDATE,0,0,0,0,2.44
CANDIDATE,0,0,0,0,1.44
CANDIDATE,0,0,0,0,0.92
CANDIDATE,0,0,0,0,0.77
CANDIDATE,0,0,0,0,2.73
CANDIDATE,0,0,0,0,1.73
CANDIDATE,0,0,0,0,1.72
FALSE POSITIVE,1,0,1,1,1.37
FALSE POSITIVE,1,0,0,0,13.96
CANDIDATE,0,0,0,0,25.82
CANDIDATE,0,0,0,0,1.48
CANDIDATE,0,0,0,0,2.4
FALSE POSITIVE,1,0,1,1,3.82
CANDIDATE,0,0,0,0,2.72
CANDIDATE,0,0,0,0,2.51
CANDIDATE,0,0,0,0,1.56
CANDIDATE,0,0,0,0,0.92
CANDIDATE,0,0,0,0,1.24
FALSE POSITIVE,0,0,1,0,1.08
CANDIDATE,0,0,0,0,1.19
FALSE POSITIVE,1,0,0,0,1.74
FALSE POSITIVE,1,0,1,1,77.12
FALSE POSITIVE,1,0,0,0,1.06
CANDIDATE,0,0,0,0,0.93
FALSE POSITIVE,1,0,0,1,0.88
CANDIDATE,0,0,0,0,1.55
CANDIDATE,0,0,0,0,1.46
CANDIDATE,0,0,0,0,1.02
CANDIDATE,0,0,0,0,1.49
FALSE POSITIVE,1,0,1,0,0.76
CANDIDATE,0,0,0,0,1.19
CANDIDATE,0,0,0,0,0.87
CANDIDATE,0,0,0,0,2.21
CANDIDATE,0,0,0,0,1.75
CANDIDATE,0,0,0,0,3.21
CANDIDATE,0,0,0,0,1.68
CANDIDATE,0,0,0,0,2.69
FALSE POSITIVE,0,0,0,1,1.52
FALSE POSITIVE,0,0,1,1,1.46
CANDIDATE,0,0,0,0,2.11
CANDIDATE,0,0,0,0,1.3
FALSE POSITIVE,1,0,1,0,1.07
CANDIDATE,0,0,0,0,2.27
CANDIDATE,0,0,0,0,1.5
CANDIDATE,0,0,0,0,1.36
CANDIDATE,0,0,0,0,1.12
CANDIDATE,0,0,0,0,2.31
FALSE POSITIVE,1,0,0,1,1.24
FALSE POSITIVE,1,0,1,1,1.49
FALSE POSITIVE,1,0,1,0,0.83
CANDIDATE,0,0,0,0,3.54
FALSE POSITIVE,1,0,1,0,2.82
FALSE POSITIVE,1,0,0,0,1.07
CANDIDATE,0,0,0,0,1.51
CANDIDATE,0,0,0,0,1.62
CANDIDATE,0,0,0,0,1.43
FALSE POSITIVE,1,0,0,1,1.91
FALSE POSITIVE,1,0,1,0,1.57
FALSE POSITIVE,1,0,1,1,8.91
CANDIDATE,0,0,0,0,27.21
FALSE POSITIVE,1,0,0,0,1.03
FALSE POSITIVE,1,0,0,1,1.11
FALSE POSITIVE,1,1,0,1,1.38
CANDIDATE,0,0,0,0,1.3
CANDIDATE,0,0,0,0,2.88
CANDIDATE,0,0,0,0,2.12
FALSE POSITIVE,0,0,1,0,4.52
CANDIDATE,0,0,0,0,1.33
CANDIDATE,0,0,0,0,2.17
FALSE POSITIVE,1,0,0,1,2.12
FALSE POSITIVE,0,0,1,0,22.19
CANDIDATE,0,0,0,0,1.54
CANDIDATE,0,0,0,0,1.26
CANDIDATE,0,0,0,0,1.77
FALSE POSITIVE,1,0,1,0,1.72
CANDIDATE,0,0,0,0,1.84
CANDIDATE,0,0,0,0,2.1
CANDIDATE,0,0,0,0,4.04
CANDIDATE,0,0,0,0,1.7
CANDIDATE,0,0,0,0,1.88
CANDIDATE,0,0,0,0,1.88
FALSE POSITIVE,1,0,0,0,1.31
CANDIDATE,0,0,0,0,3.02
CANDIDATE,0,0,0,0,0.7
CANDIDATE,0,0,0,0,0.65
CANDIDATE,0,0,0,0,0.57
FALSE POSITIVE,1,0,0,0,1.4
CANDIDATE,0,0,0,0,1.64
CANDIDATE,0,0,0,0,1.93
CANDIDATE,0,0,0,0,1.02
CANDIDATE,0,0,0,0,1.04
CANDIDATE,0,0,0,0,0.67
FALSE POSITIVE,1,0,0,1,1.21
CANDIDATE,0,0,0,0,2.1
CANDIDATE,0,0,0,0,1.78
CANDIDATE,0,0,0,0,1.52
CANDIDATE,0,0,0,0,2.76
CANDIDATE,0,0,0,0,1.78
CANDIDATE,0,0,0,0,2.31
FALSE POSITIVE,1,0,0,1,1.84
CANDIDATE,0,0,0,0,1.34
CANDIDATE,0,0,0,0,0.98
FALSE POSITIVE,1,0,0,1,0.69
FALSE POSITIVE,1,0,0,0,3.99
CANDIDATE,0,0,0,0,1.15
CANDIDATE,0,0,0,0,0.89
CANDIDATE,0,0,0,0,2.07
CANDIDATE,0,0,0,0,0.7
CANDIDATE,0,0,0,0,0.93
CANDIDATE,0,0,0,0,1.78
CANDIDATE,0,0,0,0,1.42
CANDIDATE,0,0,0,0,1.61
CANDIDATE,0,0,0,0,1.48
FALSE POSITIVE,1,0,0,1,131.4
CANDIDATE,0,0,0,0,1.93
CANDIDATE,0,0,0,0,1.26
CANDIDATE,0,0,0,0,3.52
CANDIDATE,0,0,0,0,1.94
CANDIDATE,0,0,0,0,0.7
FALSE POSITIVE,1,1,0,0,2.15
FALSE POSITIVE,0,0,1,0,2.7
CANDIDATE,0,0,0,0,1.65
FALSE POSITIVE,1,0,0,1,0.4
FALSE POSITIVE,0,1,0,0,0.34
CANDIDATE,0,0,0,0,2.2
CANDIDATE,0,0,0,0,1.43
FALSE POSITIVE,1,0,0,1,2.11
CANDIDATE,0,0,0,0,1.98
CANDIDATE,0,0,0,0,2.25
CANDIDATE,0,0,0,0,1.56
FALSE POSITIVE,1,0,1,1,28.17
CANDIDATE,0,0,0,0,2.52
FALSE POSITIVE,0,1,0,0,1.45
CANDIDATE,0,0,0,0,1.51
CANDIDATE,0,0,0,0,1.44
CANDIDATE,0,0,0,0,1.21
CANDIDATE,0,0,0,0,1.27
CANDIDATE,0,0,0,0,1.68
CANDIDATE,0,0,0,0,1.83
CANDIDATE,0,0,0,0,0.6
FALSE POSITIVE,1,0,0,1,1.24
FALSE POSITIVE,1,0,1,1,1.24
CANDIDATE,0,0,0,0,1.06
CANDIDATE,0,0,0,0,1.39
CANDIDATE,0,0,0,0,1.15
FALSE POSITIVE,1,0,0,0,0.91
FALSE POSITIVE,1,0,0,1,0.91
FALSE POSITIVE,1,0,0,0,1.37
FALSE POSITIVE,1,0,0,0,1.3
CANDIDATE,0,0,0,0,1.89
CANDIDATE,0,0,0,0,2.04
FALSE POSITIVE,1,0,1,0,1.6
CANDIDATE,0,0,0,0,6.08
CANDIDATE,0,0,0,0,2.58
FALSE POSITIVE,1,0,0,1,29.28
FALSE POSITIVE,0,0,1,0,51.02
FALSE POSITIVE,1,0,1,1,2.29
FALSE POSITIVE,1,0,1,1,1.75
CANDIDATE,0,0,0,0,0.53
FALSE POSITIVE,1,0,0,0,1.01
CANDIDATE,0,0,0,0,0.78
CANDIDATE,0,0,0,0,1.55
CANDIDATE,0,0,0,0,1.42
CANDIDATE,0,0,0,0,1.08
CANDIDATE,0,0,0,0,1.13
CANDIDATE,0,0,0,0,1.22
FALSE POSITIVE,1,1,0,0,2.72
FALSE POSITIVE,1,0,0,0,1.89
CANDIDATE,0,0,0,0,2.31
CANDIDATE,0,0,0,0,1.99
CANDIDATE,0,0,0,0,1.96
CANDIDATE,0,0,0,0,1.31
FALSE POSITIVE,1,0,0,0,1.64
CANDIDATE,0,0,0,0,1.38
CANDIDATE,0,0,0,0,2.07
FALSE POSITIVE,1,0,0,0,1.92
CANDIDATE,0,0,0,0,1.53
FALSE POSITIVE,1,0,1,0,1.38
FALSE POSITIVE,1,0,1,1,23.92
CANDIDATE,0,0,0,0,0.8
FALSE POSITIVE,0,0,1,0,1.4
CANDIDATE,0,0,0,0,2.1
FALSE POSITIVE,1,0,0,1,0.64
FALSE POSITIVE,1,0,1,0,0.99
CANDIDATE,0,0,0,0,1.24
CANDIDATE,0,0,0,0,2.17
CANDIDATE,0,0,0,0,1.0
FALSE POSITIVE,1,0,0,0,10.65
CANDIDATE,0,0,0,0,9.91
CANDIDATE,0,0,0,0,2.25
CANDIDATE,0,0,0,0,1.89
CANDIDATE,0,0,0,0,1.45
CANDIDATE,0,0,0,0,3.45
CANDIDATE,0,0,0,0,1.33
CANDIDATE,0,0,0,0,2.39
CANDIDATE,0,0,0,0,2.61
CANDIDATE,0,0,0,0,14.81
FALSE POSITIVE,1,0,0,0,0.56
CANDIDATE,0,0,0,0,1.38
CANDIDATE,0,0,0,0,1.35
CANDIDATE,0,0,0,0,1.29
FALSE POSITIVE,1,0,1,1,13.89
FALSE POSITIVE,1,0,0,1,25.01
CANDIDATE,0,0,0,0,29.64
FALSE POSITIVE,0,0,1,0,96.99
FALSE POSITIVE,0,0,1,0,23.4
CANDIDATE,0,0,0,0,6.01
CANDIDATE,0,0,0,0,2.07
FALSE POSITIVE,0,0,1,0,54.6
FALSE POSITIVE,1,1,0,0,1.46
FALSE POSITIVE,1,0,1,0,1.04
CANDIDATE,0,0,0,0,1.98
FALSE POSITIVE,1,0,1,0,0.97
FALSE POSITIVE,1,0,0,0,2.02
CANDIDATE,0,0,0,0,1.86
CANDIDATE,0,0,0,0,1.22
CANDIDATE,0,0,0,0,3.33
CANDIDATE,0,0,0,0,1.94
FALSE POSITIVE,1,0,1,1,0.92
FALSE POSITIVE,1,0,1,1,1.36
CANDIDATE,0,0,0,0,1.27
FALSE POSITIVE,1,0,0,1,1.77
FALSE POSITIVE,1,0,0,0,31.06
CANDIDATE,0,0,0,0,4.49
FALSE POSITIVE,0,0,0,1,6.47
FALSE POSITIVE,1,0,1,0,1.88
CANDIDATE,0,0,0,0,3.43
CANDIDATE,0,0,0,0,0.74
FALSE POSITIVE,0,0,0,1,1.49
FALSE POSITIVE,0,0,0,1,2.51
CANDIDATE,0,0,0,0,1.32
CANDIDATE,0,0,0,0,4.85
CANDIDATE,0,0,0,0,2.18
FALSE POSITIVE,0,0,0,1,3.18
FALSE POSITIVE,1,0,1,1,1.67
FALSE POSITIVE,1,1,0,0,1.18
FALSE POSITIVE,1,0,1,0,0.23
CANDIDATE,0,0,0,0,1.21
FALSE POSITIVE,1,0,0,0,23.09
CANDIDATE,0,0,0,0,2.44
CANDIDATE,0,0,0,0,2.4
CANDIDATE,0,0,0,0,1.54
CANDIDATE,0,0,0,0,2.08
CANDIDATE,0,0,0,0,2.26
FALSE POSITIVE,0,0,1,0,40.73
CANDIDATE,0,0,0,0,5.15
CANDIDATE,0,0,0,0,6.98
CANDIDATE,0,0,0,0,2.04
FALSE POSITIVE,1,0,1,0,45.24
CANDIDATE,0,0,0,0,1.55
CANDIDATE,0,0,0,0,2.61
CANDIDATE,0,0,0,0,2.17
FALSE POSITIVE,1,0,0,0,1.1
CANDIDATE,0,0,0,0,2.92
CANDIDATE,0,0,0,0,1.77
CANDIDATE,0,0,0,0,2.48
CANDIDATE,0,0,0,0,5.92
FALSE POSITIVE,1,0,1,0,1.88
FALSE POSITIVE,1,0,0,0,0.81
FALSE POSITIVE,1,0,0,0,1.84
CANDIDATE,0,0,0,0,2.23
FALSE POSITIVE,1,0,0,0,3.33
CANDIDATE,0,0,0,0,3.05
FALSE POSITIVE,0,0,1,0,2.45
CANDIDATE,0,0,0,0,1.0
CANDIDATE,0,0,0,0,0.99
CANDIDATE,0,0,0,0,1.01
CANDIDATE,0,0,0,0,11.12
CANDIDATE,0,0,0,0,2.47
FALSE POSITIVE,1,0,0,1,1.77
FALSE POSITIVE,1,0,0,0,0.87
CANDIDATE,0,0,0,0,1.05
CANDIDATE,0,0,0,0,0.89
CANDIDATE,0,0,0,0,1.48
CANDIDATE,0,0,0,0,2.35
CANDIDATE,0,0,0,0,1.37
CANDIDATE,0,0,0,0,1.22
CANDIDATE,0,0,0,0,1.8
FALSE POSITIVE,1,0,0,0,1.39
FALSE POSITIVE,0,0,0,1,1.48
CANDIDATE,0,0,0,0,2.57
CANDIDATE,0,0,0,0,1.8
CANDIDATE,0,0,0,0,1.7
CANDIDATE,0,0,0,0,1.83
CANDIDATE,0,0,0,0,1.34
CANDIDATE,0,0,0,0,20.23
CANDIDATE,0,0,0,0,9.1
CANDIDATE,0,0,0,0,5.8
CANDIDATE,0,0,0,0,0.74
CANDIDATE,0,0,0,0,0.8
CANDIDATE,0,0,0,0,1.11
CANDIDATE,0,0,0,0,2.56
CANDIDATE,0,0,0,0,19.25
CANDIDATE,0,0,0,0,2.88
CANDIDATE,0,0,0,0,0.92
CANDIDATE,0,0,0,0,0.81
CANDIDATE,0,0,0,0,2.5
CANDIDATE,0,0,0,0,1.27
FALSE POSITIVE,1,1,0,1,2.75
FALSE POSITIVE,1,0,0,0,1.68
CANDIDATE,0,0,0,0,0.84
CANDIDATE,0,0,0,0,0.98
FALSE POSITIVE,1,0,0,0,87.08
CANDIDATE,0,0,0,0,3.39
CANDIDATE,0,0,0,0,1.49
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,1,0,0,0,4.79
CANDIDATE,0,0,0,0,1.01
CANDIDATE,0,0,0,0,2.69
FALSE POSITIVE,1,0,1,0,2.23
CANDIDATE,0,0,0,0,1.36
CANDIDATE,0,0,0,0,2.51
CANDIDATE,0,0,0,0,2.33
CANDIDATE,0,0,0,0,1.32
CANDIDATE,0,0,0,0,7.61
CANDIDATE,0,0,0,0,2.78
CANDIDATE,0,0,0,0,2.14
FALSE POSITIVE,1,0,1,1,1.84
FALSE POSITIVE,1,0,1,1,1.47
CANDIDATE,0,0,0,0,1.41
FALSE POSITIVE,0,0,1,0,14.93
FALSE POSITIVE,1,0,1,1,38.29
FALSE POSITIVE,1,0,0,0,1.65
CANDIDATE,0,0,0,0,1.47
CANDIDATE,0,0,0,0,1.12
CANDIDATE,0,0,0,0,1.39
FALSE POSITIVE,1,0,0,1,1.66
CANDIDATE,0,0,0,0,3.0
FALSE POSITIVE,1,0,0,0,0.68
FALSE POSITIVE,0,1,0,0,0.46
FALSE POSITIVE,0,0,1,0,85.64
CANDIDATE,0,0,0,0,1.16
CANDIDATE,0,0,0,0,3.63
CANDIDATE,0,0,0,0,0.88
CANDIDATE,0,0,0,0,0.46
CANDIDATE,0,0,0,0,1.51
CANDIDATE,0,0,0,0,2.14
CANDIDATE,0,0,0,0,1.78
CANDIDATE,0,0,0,0,5.64
CANDIDATE,0,0,0,0,2.16
CANDIDATE,0,0,0,0,23.23
CANDIDATE,0,0,0,0,4.52
FALSE POSITIVE,0,0,1,0,18.6
CANDIDATE,0,0,0,0,1.59
FALSE POSITIVE,1,0,0,0,1.69
CANDIDATE,0,0,0,0,19.39
CANDIDATE,0,0,0,0,0.9
CANDIDATE,0,0,0,0,1.02
CANDIDATE,0,0,0,0,0.67
CANDIDATE,0,0,0,0,1.05
CANDIDATE,0,0,0,0,1.62
FALSE POSITIVE,1,0,0,0,1.91
CANDIDATE,0,0,0,0,1.74
CANDIDATE,0,0,0,0,1.25
CANDIDATE,0,0,0,0,1.18
CANDIDATE,0,0,0,0,3.72
FALSE POSITIVE,1,0,0,0,0.53
CANDIDATE,0,0,0,0,2.06
CANDIDATE,0,0,0,0,1.59
CANDIDATE,0,0,0,0,3.61
CANDIDATE,0,0,0,0,5.73
CANDIDATE,0,0,0,0,2.17
FALSE POSITIVE,0,1,0,0,17.14
FALSE POSITIVE,0,1,0,0,10.02
FALSE POSITIVE,1,0,0,0,2.78
CANDIDATE,0,0,0,0,1.52
CANDIDATE,0,0,0,0,1.9
FALSE POSITIVE,1,0,0,0,0.78
CANDIDATE,0,0,0,0,1.25
CANDIDATE,0,0,0,0,0.87
CANDIDATE,0,0,0,0,0.73
CANDIDATE,0,0,0,0,0.72
FALSE POSITIVE,1,0,0,1,19.88
FALSE POSITIVE,1,0,1,1,8.02
CANDIDATE,0,0,0,0,2.31
CANDIDATE,0,0,0,0,1.94
CANDIDATE,0,0,0,0,2.1
CANDIDATE,0,0,0,0,1.5
CANDIDATE,0,0,0,0,1.42
CANDIDATE,0,0,0,0,1.24
CANDIDATE,0,0,0,0,1.18
CANDIDATE,0,0,0,0,2.32
CANDIDATE,0,0,0,0,2.85
FALSE POSITIVE,1,0,1,1,121.48
FALSE POSITIVE,1,0,1,0,2.99
FALSE POSITIVE,0,1,0,0,7.74
CANDIDATE,0,0,0,0,1.21
CANDIDATE,0,0,0,0,1.84
CANDIDATE,0,0,0,0,1.35
CANDIDATE,0,0,0,0,1.85
FALSE POSITIVE,1,0,0,0,1.45
CANDIDATE,0,0,0,0,1.73
CANDIDATE,0,0,0,0,1.04
FALSE POSITIVE,0,1,0,1,15.95
CANDIDATE,0,0,0,0,0.59
CANDIDATE,0,0,0,0,2.03
CANDIDATE,0,0,0,0,2.62
CANDIDATE,0,0,0,0,2.63
CANDIDATE,0,0,0,0,2.11
CANDIDATE,0,0,1,0,10.35
FALSE POSITIVE,1,0,1,1,32.92
FALSE POSITIVE,1,0,0,0,2.78
CANDIDATE,0,0,0,0,1.83
CANDIDATE,0,0,0,0,1.36
FALSE POSITIVE,0,0,0,1,1.06
CANDIDATE,0,0,0,0,2.24
CANDIDATE,0,0,0,0,1.35
FALSE POSITIVE,1,0,0,0,1.67
CANDIDATE,0,0,0,0,1.86
CANDIDATE,0,0,0,0,1.79
CANDIDATE,0,0,0,0,1.23
CANDIDATE,0,0,0,0,0.66
CANDIDATE,0,0,0,0,3.02
CANDIDATE,0,0,0,0,8.56
CANDIDATE,0,0,0,0,10.02
FALSE POSITIVE,1,1,0,0,26.26
CANDIDATE,0,0,0,0,1.41
CANDIDATE,0,0,0,0,7.14
FALSE POSITIVE,1,0,1,0,1.55
FALSE POSITIVE,1,0,1,0,1.43
FALSE POSITIVE,1,0,1,1,74.69
CANDIDATE,0,0,0,0,2.98
CANDIDATE,0,0,0,0,1.33
CANDIDATE,0,0,0,0,1.19
CANDIDATE,0,0,0,0,1.31
FALSE POSITIVE,0,0,1,0,1.21
CANDIDATE,0,0,0,0,1.66
CANDIDATE,0,0,0,0,1.41
CANDIDATE,0,0,0,0,1.03
CANDIDATE,0,0,0,0,1.01
CANDIDATE,0,0,0,0,1.45
CANDIDATE,0,0,0,0,1.91
FALSE POSITIVE,0,0,1,0,59.31
CANDIDATE,0,0,0,0,0.77
FALSE POSITIVE,0,0,1,0,584.67
CANDIDATE,0,0,0,0,1.92
FALSE POSITIVE,1,0,1,1,1.96
FALSE POSITIVE,1,0,0,1,7.84
FALSE POSITIVE,1,0,1,1,4.83
FALSE POSITIVE,0,0,1,0,9.57
FALSE POSITIVE,1,0,1,1,23.78
CANDIDATE,0,0,0,0,3.95
CANDIDATE,0,0,0,0,1.59
CANDIDATE,0,0,0,0,2.13
FALSE POSITIVE,1,1,0,1,3.48
CANDIDATE,0,0,0,0,1.23
CANDIDATE,0,0,0,0,1.44
CANDIDATE,0,0,0,0,1.01
CANDIDATE,0,0,0,0,0.87
CANDIDATE,0,0,0,0,0.94
FALSE POSITIVE,0,0,1,0,68.86
CANDIDATE,0,0,0,0,1.43
CANDIDATE,0,0,0,0,1.28
CANDIDATE,0,0,0,0,1.94
FALSE POSITIVE,1,0,1,1,3.84
CANDIDATE,0,0,0,0,36.0
CANDIDATE,0,0,0,0,29.67
CANDIDATE,0,0,0,0,1.38
CANDIDATE,0,0,0,0,1.57
FALSE POSITIVE,1,0,0,0,30.03
CANDIDATE,0,0,0,0,3.56
FALSE POSITIVE,0,1,0,0,83.25
CANDIDATE,0,0,0,0,3.08
CANDIDATE,0,0,0,0,2.46
CANDIDATE,0,0,0,0,3.26
CANDIDATE,0,0,0,0,1.59
CANDIDATE,0,0,0,0,1.15
CANDIDATE,0,0,0,0,1.91
CANDIDATE,0,0,0,0,1.07
CANDIDATE,0,0,0,0,2.56
CANDIDATE,0,0,0,0,0.9
FALSE POSITIVE,1,0,1,1,0.84
CANDIDATE,0,0,0,0,2.07
CANDIDATE,0,0,0,0,2.62
CANDIDATE,0,0,0,0,2.74
FALSE POSITIVE,1,0,1,1,20.8
CANDIDATE,0,0,0,0,1.85
CANDIDATE,0,0,0,0,0.83
CANDIDATE,0,0,0,0,3.64
CANDIDATE,0,0,0,0,2.09
FALSE POSITIVE,1,0,1,0,74.76
CANDIDATE,0,0,0,0,1.56
FALSE POSITIVE,1,0,0,0,29.41
CANDIDATE,0,0,0,0,36.85
FALSE POSITIVE,0,0,1,0,14.41
FALSE POSITIVE,1,0,1,0,1.14
CANDIDATE,0,0,0,0,0.83
CANDIDATE,0,0,0,0,0.97
CANDIDATE,0,0,0,0,1.21
CANDIDATE,0,0,0,0,1.02
FALSE POSITIVE,1,0,0,0,1.61
CANDIDATE,0,0,0,0,2.9
CANDIDATE,0,0,0,0,1.05
CANDIDATE,0,0,0,0,1.21
FALSE POSITIVE,0,0,1,0,1.35
CANDIDATE,0,0,0,0,1.91
CANDIDATE,0,0,0,0,4.03
FALSE POSITIVE,1,0,0,0,5.25
FALSE POSITIVE,1,0,1,1,2.8
CANDIDATE,0,0,0,0,2.59
CANDIDATE,0,0,0,0,1.08
CANDIDATE,0,0,0,0,1.26
CANDIDATE,0,0,0,0,1.98
CANDIDATE,0,0,0,0,0.78
CANDIDATE,0,0,0,0,0.91
CANDIDATE,0,0,0,0,2.45
FALSE POSITIVE,0,1,0,1,0.08
CANDIDATE,0,0,0,0,1.24
FALSE POSITIVE,0,0,1,0,20.88
FALSE POSITIVE,1,0,1,1,24.29
CANDIDATE,0,0,0,0,0.93
CANDIDATE,0,0,0,0,0.99
CANDIDATE,0,0,0,0,1.24
CANDIDATE,0,0,0,0,2.1
FALSE POSITIVE,0,0,1,0,50.44
CANDIDATE,0,0,0,0,1.5
CANDIDATE,0,0,0,0,0.73
CANDIDATE,0,0,0,0,2.1
CANDIDATE,0,0,0,0,2.55
FALSE POSITIVE,0,0,1,0,27.03
CANDIDATE,0,0,0,0,1.94
CANDIDATE,0,0,0,0,1.02
CANDIDATE,0,0,0,0,1.13
FALSE POSITIVE,1,0,0,1,1.03
CANDIDATE,0,0,0,0,3.02
CANDIDATE,0,0,0,0,1.93
CANDIDATE,0,0,0,0,2.06
FALSE POSITIVE,1,0,0,0,1.33
FALSE POSITIVE,1,0,0,0,1.81
CANDIDATE,0,0,0,0,2.21
CANDIDATE,0,0,0,0,1.59
CANDIDATE,0,0,0,0,1.66
CANDIDATE,0,0,0,0,1.06
CANDIDATE,0,0,0,0,1.62
FALSE POSITIVE,0,1,0,0,17.74
CANDIDATE,0,0,0,0,2.73
CANDIDATE,0,0,0,0,1.74
CANDIDATE,0,0,0,0,2.75
CANDIDATE,0,0,0,0,1.94
FALSE POSITIVE,1,0,0,0,1.15
CANDIDATE,0,0,0,0,2.25
CANDIDATE,0,0,0,0,1.29
FALSE POSITIVE,1,0,0,0,1.9
CANDIDATE,0,0,0,0,1.37
CANDIDATE,0,0,0,0,0.91
CANDIDATE,0,0,0,0,2.33
CANDIDATE,0,0,0,0,1.94
FALSE POSITIVE,1,1,0,1,29.1
CANDIDATE,0,0,0,0,1.0
CANDIDATE,0,0,0,0,2.51
CANDIDATE,0,0,0,0,3.04
FALSE POSITIVE,1,0,0,0,1.83
CANDIDATE,0,0,0,0,3.13
CANDIDATE,0,0,0,0,7.56
CANDIDATE,0,0,0,0,1.67
FALSE POSITIVE,0,0,1,0,17.82
CANDIDATE,0,0,0,0,2.87
CANDIDATE,0,0,0,0,2.81
CANDIDATE,0,0,0,0,2.62
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,1,0,0,0,31.17
FALSE POSITIVE,1,0,1,1,1.21
CANDIDATE,0,0,0,0,1.85
FALSE POSITIVE,1,0,0,0,2.32
CANDIDATE,0,0,0,0,1.31
CANDIDATE,0,0,0,0,2.1
FALSE POSITIVE,1,0,1,1,16.63
CANDIDATE,0,0,0,0,1.4
FALSE POSITIVE,0,1,0,0,2.02
CANDIDATE,0,0,0,0,0.85
CANDIDATE,0,0,0,0,1.88
FALSE POSITIVE,1,0,0,0,2.55
CANDIDATE,0,0,0,0,2.72
CANDIDATE,0,0,0,0,2.04
FALSE POSITIVE,0,0,1,0,11.97
CANDIDATE,0,0,0,0,1.44
CANDIDATE,0,0,1,0,22.36
CANDIDATE,0,0,0,0,3.27
CANDIDATE,0,0,0,0,2.54
CANDIDATE,0,0,0,0,1.88
CANDIDATE,0,0,0,0,2.02
FALSE POSITIVE,0,0,1,0,10.89
CANDIDATE,0,0,0,0,1.7
FALSE POSITIVE,1,0,0,1,0.72
CANDIDATE,0,0,0,0,2.43
CANDIDATE,0,0,0,0,2.45
CANDIDATE,0,0,0,0,2.03
CANDIDATE,0,0,0,0,1.6
FALSE POSITIVE,1,0,0,0,1.74
CANDIDATE,0,0,0,0,2.84
FALSE POSITIVE,0,0,1,0,1.95
CANDIDATE,0,0,0,0,1.18
FALSE POSITIVE,1,0,0,0,29.83
FALSE POSITIVE,1,0,0,1,1.52
CANDIDATE,0,0,0,0,2.78
CANDIDATE,0,0,0,0,1.94
CANDIDATE,0,0,0,0,1.28
CANDIDATE,0,0,0,0,2.53
CANDIDATE,0,0,0,0,7.7
CANDIDATE,0,0,0,0,3.47
CANDIDATE,0,0,0,0,2.84
FALSE POSITIVE,1,0,1,0,10.72
CANDIDATE,0,0,0,0,3.25
CANDIDATE,0,0,0,0,11.58
CANDIDATE,0,0,0,0,2.86
FALSE POSITIVE,1,0,1,0,31.12
CANDIDATE,0,0,0,0,2.03
CANDIDATE,0,0,0,0,1.77
FALSE POSITIVE,0,0,0,1,1.3
CANDIDATE,0,0,0,0,2.82
FALSE POSITIVE,1,0,1,0,0.93
FALSE POSITIVE,1,1,0,0,1.53
CANDIDATE,0,0,0,0,0.92
CANDIDATE,0,0,0,0,1.16
FALSE POSITIVE,1,0,0,0,1.28
CANDIDATE,0,0,0,0,1.22
FALSE POSITIVE,1,0,0,1,2.9
CANDIDATE,0,0,0,0,0.91
CANDIDATE,0,0,0,0,2.03
CANDIDATE,0,0,0,0,1.5
CANDIDATE,0,0,0,0,1.62
CANDIDATE,0,0,0,0,1.88
FALSE POSITIVE,0,0,1,0,15.02
FALSE POSITIVE,1,0,0,1,2.07
CANDIDATE,0,0,0,0,2.27
CANDIDATE,0,0,0,0,1.11
CANDIDATE,0,0,0,0,2.37
CANDIDATE,0,0,0,0,5.95
