koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad
CANDIDATE,0,0,0,0,0.74
FALSE POSITIVE,1,0,0,0,0.86
FALSE POSITIVE,0,0,0,1,2.18
CANDIDATE,0,0,0,0,1.81
CANDIDATE,0,0,0,0,1.56
CANDIDATE,0,0,0,0,1.03
CANDIDATE,0,0,0,0,1.53
FALSE POSITIVE,0,1,0,0,1.17
FALSE POSITIVE,0,1,0,0,25.77
CANDIDATE,0,0,0,0,1.02
FALSE POSITIVE,1,0,1,1,0.35
CANDIDATE,0,0,0,0,1.09
CANDIDATE,0,0,0,0,0.78
CANDIDATE,0,0,0,0,1.49
CANDIDATE,0,0,0,0,2.45
FALSE POSITIVE,0,1,0,0,1.17
CANDIDATE,0,0,0,0,2.66
CANDIDATE,0,0,0,0,2.02
FALSE POSITIVE,1,0,0,1,0.89
CANDIDATE,0,0,0,0,2.72
FALSE POSITIVE,1,0,1,0,0.77
CANDIDATE,0,0,0,0,10.63
FALSE POSITIVE,1,0,1,0,0.87
CANDIDATE,0,0,0,0,1.1
FALSE POSITIVE,1,1,0,0,17.8
FALSE POSITIVE,1,1,0,0,2.4
FALSE POSITIVE,0,1,0,0,1.29
CANDIDATE,0,0,0,0,0.98
CANDIDATE,0,0,0,0,1.23
FALSE POSITIVE,1,0,0,1,1.39
CANDIDATE,0,0,0,0,0.86
CANDIDATE,0,0,0,0,0.9
CANDIDATE,0,0,0,0,1.52
CANDIDATE,0,0,0,0,1.23
FALSE POSITIVE,0,0,1,0,213.46
CANDIDATE,0,0,0,0,2.29
FALSE POSITIVE,1,0,0,0,0.64
FALSE POSITIVE,1,0,0,0,0.14
FALSE POSITIVE,0,0,1,0,54.54
FALSE POSITIVE,0,0,1,1,1.24
CANDIDATE,0,0,0,0,1.17
FALSE POSITIVE,0,1,0,0,2.19
CANDIDATE,0,0,0,0,0.68
FALSE POSITIVE,1,0,0,0,0.76
FALSE POSITIVE,1,0,0,1,0.81
FALSE POSITIVE,1,0,0,1,0.89
FALSE POSITIVE,1,0,0,1,0.66
FALSE POSITIVE,1,0,0,1,0.78
CANDIDATE,0,0,0,0,1.42
FALSE POSITIVE,0,1,0,0,9.92
FALSE POSITIVE,1,1,0,0,82.71
FALSE POSITIVE,0,0,1,0,0.68
FALSE POSITIVE,1,0,0,0,1.01
CANDIDATE,0,0,0,0,0.88
FALSE POSITIVE,1,0,0,0,0.69
CANDIDATE,0,0,0,0,0.79
FALSE POSITIVE,1,0,0,0,1.73
FALSE POSITIVE,1,0,1,1,1.46
FALSE POSITIVE,1,0,0,1,0.94
FALSE POSITIVE,0,1,0,0,24.75
FALSE POSITIVE,1,0,0,0,0.76
FALSE POSITIVE,0,0,0,1,0.77
CANDIDATE,0,0,0,0,1.54
FALSE POSITIVE,1,0,0,0,1.49
FALSE POSITIVE,0,0,1,0,31.96
FALSE POSITIVE,1,0,0,1,0.8
FALSE POSITIVE,1,1,0,0,1.56
FALSE POSITIVE,1,1,0,1,0.61
FALSE POSITIVE,1,0,0,0,1.25
CANDIDATE,0,0,0,0,1.63
FALSE POSITIVE,1,0,0,1,1.32
CANDIDATE,0,0,0,0,2.08
FALSE POSITIVE,1,0,0,1,0.75
FALSE POSITIVE,1,0,0,0,2.5
FALSE POSITIVE,0,0,1,1,1.42
FALSE POSITIVE,1,0,0,0,1.62
CANDIDATE,0,0,0,0,0.81
CANDIDATE,0,0,0,0,1.38
FALSE POSITIVE,0,1,0,1,1.1
CANDIDATE,0,0,0,0,1.51
CANDIDATE,0,0,0,0,1.6
FALSE POSITIVE,1,0,0,1,0.93
FALSE POSITIVE,1,0,1,0,1.37
FALSE POSITIVE,1,0,0,1,0.81
CANDIDATE,0,0,0,0,1.22
CANDIDATE,0,0,0,0,0.5
CANDIDATE,0,0,0,0,1.62
CANDIDATE,0,0,0,0,1.19
FALSE POSITIVE,1,0,0,0,372.86
CANDIDATE,0,0,0,0,72.36
FALSE POSITIVE,1,1,0,1,16.3
CANDIDATE,0,0,0,0,1.61
CANDIDATE,0,0,0,0,0.98
FALSE POSITIVE,1,1,0,0,0.94
CANDIDATE,0,0,0,0,1.21
CANDIDATE,0,0,0,0,0.67
FALSE POSITIVE,1,0,0,0,1.04
CANDIDATE,0,0,0,0,1.96
FALSE POSITIVE,1,0,1,0,36.51
CANDIDATE,0,0,0,0,2.24
FALSE POSITIVE,1,0,1,1,30.08
CANDIDATE,0,0,0,0,2.61
CANDIDATE,0,0,0,0,1.06
CANDIDATE,0,0,0,0,1.57
CANDIDATE,0,0,0,0,1.45
CANDIDATE,0,0,0,0,1.24
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,1,0,0,1,1.25
FALSE POSITIVE,0,1,0,0,1.99
FALSE POSITIVE,1,1,0,0,17.72
FALSE POSITIVE,1,1,0,0,96.03
CANDIDATE,0,0,0,0,0.86
CANDIDATE,0,0,0,0,0.88
CANDIDATE,0,0,0,0,2.01
FALSE POSITIVE,1,0,0,0,0.74
FALSE POSITIVE,1,0,0,0,0.75
FALSE POSITIVE,1,0,1,1,5.18
CANDIDATE,0,0,0,0,1.35
FALSE POSITIVE,1,0,1,1,1.61
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,1,0,0,0,2.07
CANDIDATE,0,0,0,0,2.02
CANDIDATE,0,0,0,0,1.44
CANDIDATE,0,0,0,0,1.95
CANDIDATE,0,0,0,0,1.69
CANDIDATE,0,0,0,0,1.74
CANDIDATE,0,0,0,0,1.53
FALSE POSITIVE,0,1,0,0,0.92
FALSE POSITIVE,0,1,0,0,2.5
CANDIDATE,0,0,0,0,2.44
CANDIDATE,0,0,0,0,1.4
CANDIDATE,0,0,0,0,1.01
CANDIDATE,0,0,0,0,0.8
FALSE POSITIVE,1,0,1,0,32.21
CANDIDATE,0,0,0,0,2.52
CANDIDATE,0,0,0,0,1.76
CANDIDATE,0,0,0,0,1.41
CANDIDATE,0,0,0,0,1.5
FALSE POSITIVE,1,0,1,1,0.58
CANDIDATE,0,0,0,0,0.82
CANDIDATE,0,0,0,0,1.3
CANDIDATE,0,0,0,0,2.75
CANDIDATE,0,0,0,0,0.87
FALSE POSITIVE,1,0,0,1,0.76
FALSE POSITIVE,1,0,0,0,1.32
FALSE POSITIVE,1,0,1,1,0.87
FALSE POSITIVE,1,0,0,0,0.75
FALSE POSITIVE,0,1,0,0,3.24
FALSE POSITIVE,1,1,0,0,1.19
CANDIDATE,0,0,0,0,1.21
CANDIDATE,0,0,0,0,0.96
CANDIDATE,0,0,0,0,3.21
CANDIDATE,0,0,0,0,0.86
CANDIDATE,0,0,0,0,5.91
CANDIDATE,0,0,0,0,1.64
CANDIDATE,0,0,0,0,1.07
CANDIDATE,0,0,0,0,4.44
CANDIDATE,0,0,0,0,1.19
FALSE POSITIVE,1,0,1,0,1.11
CANDIDATE,0,0,0,0,0.62
CANDIDATE,0,0,0,0,0.71
FALSE POSITIVE,0,0,1,0,11.02
FALSE POSITIVE,1,0,0,1,0.38
CANDIDATE,0,0,0,0,0.93
CANDIDATE,0,0,0,0,0.85
CANDIDATE,0,0,0,0,1.18
CANDIDATE,0,0,0,0,2.46
FALSE POSITIVE,0,1,0,0,93.55
FALSE POSITIVE,1,0,0,0,0.98
CANDIDATE,0,0,0,0,1.91
CANDIDATE,0,0,0,0,21.74
FALSE POSITIVE,0,0,1,0,8.4
CANDIDATE,0,0,0,0,1.31
CANDIDATE,0,0,0,0,2.84
CANDIDATE,0,0,0,0,1.38
FALSE POSITIVE,1,1,0,0,11.82
FALSE POSITIVE,1,0,0,0,0.95
CANDIDATE,0,0,0,0,1.14
CANDIDATE,0,0,0,0,0.76
CANDIDATE,0,0,0,0,3.03
CANDIDATE,0,0,0,0,1.17
FALSE POSITIVE,1,0,1,1,1.61
FALSE POSITIVE,1,0,1,1,1.66
FALSE POSITIVE,0,1,0,0,1.34
FALSE POSITIVE,0,0,1,1,1.19
CANDIDATE,0,0,0,0,1.09
CANDIDATE,0,0,0,0,2.37
FALSE POSITIVE,1,0,1,0,35.31
CANDIDATE,0,0,0,0,1.18
FALSE POSITIVE,1,0,1,0,44.48
FALSE POSITIVE,0,0,1,0,39.42
FALSE POSITIVE,1,0,0,0,0.8
FALSE POSITIVE,1,0,0,0,1.02
CANDIDATE,0,0,0,0,1.19
FALSE POSITIVE,0,1,0,0,2.14
CANDIDATE,0,0,0,0,1.6
CANDIDATE,0,0,0,0,0.78
FALSE POSITIVE,0,0,0,1,0.9
CANDIDATE,0,0,0,0,0.64
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,0,0,1,1,1.14
FALSE POSITIVE,1,1,0,0,7.05
CANDIDATE,0,0,0,0,3.78
CANDIDATE,0,0,0,0,0.87
CANDIDATE,0,0,0,0,3.83
FALSE POSITIVE,1,1,0,0,1.57
CANDIDATE,0,0,0,0,2.64
CANDIDATE,0,0,0,0,2.35
CANDIDATE,0,0,0,0,0.56
CANDIDATE,0,0,0,0,0.91
FALSE POSITIVE,1,0,0,1,0.81
FALSE POSITIVE,1,0,0,0,0.82
FALSE POSITIVE,1,1,0,1,0.66
FALSE POSITIVE,1,0,0,1,2.03
FALSE POSITIVE,1,0,0,1,0.46
CANDIDATE,0,0,0,0,1.56
CANDIDATE,0,0,0,0,1.62
FALSE POSITIVE,0,0,1,0,21.26
FALSE POSITIVE,1,0,1,1,29.69
FALSE POSITIVE,0,0,1,0,46.14
CANDIDATE,0,0,0,0,2.06
CANDIDATE,0,0,0,0,0.89
CANDIDATE,0,0,0,0,1.03
FALSE POSITIVE,1,0,0,0,1.09
CANDIDATE,0,0,0,0,1.26
FALSE POSITIVE,0,1,0,1,13.28
FALSE POSITIVE,1,0,0,0,1.23
FALSE POSITIVE,1,0,0,1,0.61
FALSE POSITIVE,1,0,0,1,0.59
CANDIDATE,0,0,0,0,0.67
CANDIDATE,0,0,0,0,1.88
CANDIDATE,0,0,0,0,2.45
CANDIDATE,0,0,0,0,4.01
FALSE POSITIVE,0,0,1,0,25.91
CANDIDATE,0,0,0,0,2.16
CANDIDATE,0,0,0,0,1.27
CANDIDATE,0,0,0,0,1.15
FALSE POSITIVE,0,0,1,0,24.39
FALSE POSITIVE,1,0,1,0,31.13
CANDIDATE,0,0,0,0,1.69
FALSE POSITIVE,1,0,0,0,1.11
FALSE POSITIVE,1,1,0,0,0.93
CANDIDATE,0,0,0,0,2.21
CANDIDATE,0,0,0,0,2.61
CANDIDATE,0,0,0,0,0.6
FALSE POSITIVE,0,1,0,1,0.65
CANDIDATE,0,0,0,0,0.65
CANDIDATE,0,0,0,0,1.67
CANDIDATE,0,0,0,0,1.94
CANDIDATE,0,0,0,0,7.71
FALSE POSITIVE,1,0,1,0,1.04
CANDIDATE,0,0,0,0,1.36
FALSE POSITIVE,1,0,1,0,48.98
FALSE POSITIVE,1,0,1,1,0.85
CANDIDATE,0,0,0,0,1.4
CANDIDATE,0,0,0,0,0.85
FALSE POSITIVE,1,1,0,0,0.86
CANDIDATE,0,0,0,0,1.2
CANDIDATE,0,0,0,0,2.08
FALSE POSITIVE,1,0,0,0,0.73
FALSE POSITIVE,1,0,0,1,0.72
CANDIDATE,0,0,0,0,0.49
CANDIDATE,0,0,0,0,0.99
FALSE POSITIVE,1,0,0,1,1.33
CANDIDATE,0,0,0,0,1.94
CANDIDATE,0,0,0,0,0.76
CANDIDATE,0,0,0,0,1.66
CANDIDATE,0,0,0,0,22.56
FALSE POSITIVE,0,0,1,0,428.62
CANDIDATE,0,0,0,0,1.82
FALSE POSITIVE,1,1,0,1,29.26
CANDIDATE,0,0,0,0,1.07
CANDIDATE,0,0,0,0,0.65
CANDIDATE,0,0,0,0,3.17
CANDIDATE,0,0,0,0,2.23
FALSE POSITIVE,1,0,0,1,0.79
FALSE POSITIVE,0,1,0,0,0.71
FALSE POSITIVE,1,0,1,0,44.9
CANDIDATE,0,0,0,0,1.16
FALSE POSITIVE,1,0,0,1,5.38
FALSE POSITIVE,1,0,0,0,0.92
CANDIDATE,0,0,0,0,2.67
FALSE POSITIVE,1,0,1,0,23.21
CANDIDATE,0,0,0,0,1.89
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,1,0,0,0,3.11
CANDIDATE,0,0,0,0,2.24
FALSE POSITIVE,1,0,0,1,1.18
FALSE POSITIVE,1,0,0,0,0.97
CANDIDATE,0,0,0,0,1.3
CANDIDATE,0,0,0,0,2.86
CANDIDATE,0,0,0,0,20.52
CANDIDATE,0,0,0,0,0.49
CANDIDATE,0,0,0,0,0.82
FALSE POSITIVE,0,0,0,1,32.84
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,1,0,0,0,1.85
FALSE POSITIVE,1,0,0,1,1.92
CANDIDATE,0,0,0,0,11.67
FALSE POSITIVE,1,0,1,0,30.32
FALSE POSITIVE,1,0,1,1,36.8
CANDIDATE,0,0,0,0,0.8
CANDIDATE,0,0,0,0,3.19
FALSE POSITIVE,0,0,1,0,2.78
CANDIDATE,0,0,0,0,2.32
FALSE POSITIVE,0,0,1,0,0.75
CANDIDATE,0,0,0,0,2.22
CANDIDATE,0,0,0,0,1.72
FALSE POSITIVE,1,0,0,1,1.59
CANDIDATE,0,0,0,0,0.97
CANDIDATE,0,0,0,0,1.46
FALSE POSITIVE,1,1,0,0,0.84
CANDIDATE,0,0,0,0,1.48
FALSE POSITIVE,0,1,0,0,0.73
CANDIDATE,0,0,0,0,4.63
CANDIDATE,0,0,0,0,1.39
CANDIDATE,0,0,0,0,1.08
CANDIDATE,0,0,0,0,1.51
FALSE POSITIVE,0,0,0,1,0.8
FALSE POSITIVE,0,1,0,0,1.7
CANDIDATE,0,0,0,0,2.42
CANDIDATE,0,0,0,0,2.58
CANDIDATE,0,0,0,0,1.75
CANDIDATE,0,0,0,0,0.97
FALSE POSITIVE,1,0,0,1,1.97
CANDIDATE,0,0,0,0,1.93
CANDIDATE,0,0,0,0,3.19
FALSE POSITIVE,1,0,0,0,0.51
CANDIDATE,0,0,0,0,1.51
FALSE POSITIVE,1,0,0,0,0.78
CANDIDATE,0,0,0,0,1.67
CANDIDATE,0,0,0,0,1.1
CANDIDATE,0,0,0,0,1.18
FALSE POSITIVE,1,0,0,1,0.95
CANDIDATE,0,0,0,0,1.41
CANDIDATE,0,0,0,0,1.6
CANDIDATE,0,0,0,0,3.35
FALSE POSITIVE,0,1,0,1,7.76
FALSE POSITIVE,1,0,1,0,24.73
CANDIDATE,0,0,0,0,1.28
CANDIDATE,0,0,0,0,8.17
FALSE POSITIVE,0,0,1,0,42.5
FALSE POSITIVE,1,1,0,1,7.29
FALSE POSITIVE,0,1,0,0,1.71
CANDIDATE,0,0,0,0,1.65
CANDIDATE,0,0,0,0,2.26
CANDIDATE,0,0,0,0,1.27
FALSE POSITIVE,0,1,0,0,4.25
FALSE POSITIVE,1,0,1,1,0.77
FALSE POSITIVE,1,0,1,0,6.54
FALSE POSITIVE,1,0,1,1,8.15
FALSE POSITIVE,1,0,1,1,3.23
FALSE POSITIVE,1,0,1,1,39.94
FALSE POSITIVE,1,0,1,0,1.6
CANDIDATE,0,0,0,0,1.54
FALSE POSITIVE,1,0,0,1,1.12
FALSE POSITIVE,1,0,1,1,9.75
CANDIDATE,0,0,0,0,1.29
CANDIDATE,0,0,0,0,3.13
FALSE POSITIVE,0,1,0,0,90.09
FALSE POSITIVE,0,1,0,0,81.01
CANDIDATE,0,0,0,0,1.01
CANDIDATE,0,0,0,0,1.85
CANDIDATE,0,0,0,0,1.31
FALSE POSITIVE,0,1,0,0,2722.92
FALSE POSITIVE,1,1,0,1,3.8
CANDIDATE,0,0,0,0,0.79
FALSE POSITIVE,1,1,0,1,2.52
FALSE POSITIVE,1,0,1,1,89.18
FALSE POSITIVE,0,0,1,0,30.94
FALSE POSITIVE,0,0,1,0,109.72
FALSE POSITIVE,0,0,1,0,21.93
FALSE POSITIVE,0,0,1,0,61.54
FALSE POSITIVE,1,0,1,1,51.77
CANDIDATE,0,0,0,0,2.39
FALSE POSITIVE,1,0,1,1,22.25
CANDIDATE,0,0,0,0,0.9
CANDIDATE,0,0,0,0,3.94
FALSE POSITIVE,1,0,0,0,1.12
CANDIDATE,0,0,0,0,1.88
CANDIDATE,0,0,0,0,1.45
FALSE POSITIVE,0,0,1,0,51.86
CANDIDATE,0,0,0,0,1.24
FALSE POSITIVE,1,0,0,0,1.58
CANDIDATE,0,0,0,0,1.14
CANDIDATE,0,0,0,0,2.27
CANDIDATE,0,0,0,0,2.18
CANDIDATE,0,0,0,0,3.51
FALSE POSITIVE,0,0,1,0,87.2
FALSE POSITIVE,0,0,1,0,49.34
FALSE POSITIVE,0,0,0,1,1.37
CANDIDATE,0,0,0,0,2.83
FALSE POSITIVE,0,0,1,0,193.91
FALSE POSITIVE,0,0,1,0,59.15
FALSE POSITIVE,0,0,1,1,65.0
FALSE POSITIVE,0,0,1,0,45.43
FALSE POSITIVE,0,0,1,0,35.18
FALSE POSITIVE,0,0,1,0,26.0
FALSE POSITIVE,0,0,1,0,59.23
FALSE POSITIVE,1,0,1,0,40.46
CANDIDATE,0,0,0,0,1.52
CANDIDATE,0,0,0,0,1.23
CANDIDATE,0,0,0,0,4.05
CANDIDATE,0,0,0,0,1.32
CANDIDATE,0,0,0,0,2.28
FALSE POSITIVE,0,0,1,0,22.31
CANDIDATE,0,0,0,0,1.08
FALSE POSITIVE,1,0,0,0,1.26
CANDIDATE,0,0,0,0,2.19
FALSE POSITIVE,0,0,1,0,2.21
FALSE POSITIVE,0,0,1,0,56.02
FALSE POSITIVE,0,1,0,0,49.76
FALSE POSITIVE,0,0,1,0,197.85
FALSE POSITIVE,0,0,1,0,83.77
FALSE POSITIVE,0,0,1,0,61.42
FALSE POSITIVE,0,0,1,0,153.32
CANDIDATE,0,0,0,0,89.83
FALSE POSITIVE,0,0,1,0,55.07
FALSE POSITIVE,0,0,1,0,44.3
FALSE POSITIVE,0,0,1,0,140.22
CANDIDATE,0,0,0,0,1.67
FALSE POSITIVE,0,0,1,0,48.69
CANDIDATE,0,0,0,0,2.75
CANDIDATE,0,0,0,0,1.65
CANDIDATE,0,0,0,0,1.95
CANDIDATE,0,0,0,0,2.57
CANDIDATE,0,0,0,0,0.99
CANDIDATE,0,0,0,0,2.07
FALSE POSITIVE,1,0,0,0,1.11
CANDIDATE,0,0,0,0,0.76
FALSE POSITIVE,0,0,1,0,4.98
CANDIDATE,0,0,0,0,0.5
CANDIDATE,0,0,0,0,4.47
FALSE POSITIVE,0,0,1,0,147.83
FALSE POSITIVE,1,0,0,1,0.69
CANDIDATE,0,0,0,0,2.8
CANDIDATE,0,0,0,0,76.53
FALSE POSITIVE,0,0,1,0,72.8
FALSE POSITIVE,0,1,0,0,144.85
FALSE POSITIVE,0,0,1,0,43.06
FALSE POSITIVE,0,0,1,0,51.32
FALSE POSITIVE,0,0,1,0,34.07
FALSE POSITIVE,0,0,1,0,91.3
FALSE POSITIVE,0,0,1,0,38.3
CANDIDATE,0,0,0,0,2.6
FALSE POSITIVE,1,0,0,1,1.65
FALSE POSITIVE,1,0,0,0,16.74
CANDIDATE,0,0,0,0,2.09
CANDIDATE,0,0,0,0,3.89
CANDIDATE,0,0,0,0,1.89
FALSE POSITIVE,1,0,1,1,2.24
CANDIDATE,0,0,0,0,2.62
FALSE POSITIVE,0,0,1,0,38.61
FALSE POSITIVE,1,0,1,1,1.09
CANDIDATE,0,0,0,0,1.58
FALSE POSITIVE,0,0,1,0,53.3
FALSE POSITIVE,0,0,1,0,46.61
FALSE POSITIVE,0,0,1,0,112.86
FALSE POSITIVE,0,0,1,0,55.04
FALSE POSITIVE,0,1,0,0,68.38
FALSE POSITIVE,1,0,0,0,25.52
FALSE POSITIVE,0,0,1,0,50.88
FALSE POSITIVE,0,0,1,0,112.12
FALSE POSITIVE,0,0,1,0,39.38
CANDIDATE,0,0,0,0,1.08
FALSE POSITIVE,0,1,0,0,505.94
FALSE POSITIVE,0,0,1,0,53.03
CANDIDATE,0,0,0,0,1.02
CANDIDATE,0,0,0,0,1.41
FALSE POSITIVE,0,0,1,0,88.28
FALSE POSITIVE,0,0,1,0,54.35
FALSE POSITIVE,1,0,0,0,1.08
FALSE POSITIVE,0,0,1,0,61.81
FALSE POSITIVE,0,0,1,0,66.27
CANDIDATE,0,0,0,0,1.45
CANDIDATE,0,0,0,0,1.08
FALSE POSITIVE,0,1,0,0,0.89
FALSE POSITIVE,1,0,1,1,118.33
CANDIDATE,0,0,0,0,0.79
CANDIDATE,0,0,0,0,2.39
FALSE POSITIVE,0,0,1,0,63.23
FALSE POSITIVE,0,0,1,0,53.89
FALSE POSITIVE,1,0,0,0,1.39
FALSE POSITIVE,0,0,1,0,47.83
FALSE POSITIVE,0,0,1,0,125.68
FALSE POSITIVE,0,0,1,0,64.91
FALSE POSITIVE,1,0,1,1,36.63
FALSE POSITIVE,0,0,1,0,38.79
CANDIDATE,0,0,0,0,1.04
FALSE POSITIVE,1,0,1,1,35.1
CANDIDATE,0,0,0,0,3.98
FALSE POSITIVE,0,0,1,0,42.62
FALSE POSITIVE,1,0,0,0,1.14
CANDIDATE,0,0,0,0,1.28
FALSE POSITIVE,0,0,1,0,31.66
CANDIDATE,0,0,0,0,1.45
CANDIDATE,0,0,0,0,1.75
CANDIDATE,0,0,0,0,0.93
CANDIDATE,0,0,0,0,2.25
FALSE POSITIVE,1,0,1,1,2.04
FALSE POSITIVE,0,0,1,0,61.44
FALSE POSITIVE,0,0,1,0,43.45
FALSE POSITIVE,0,1,0,0,47.52
FALSE POSITIVE,1,1,0,0,0.77
FALSE POSITIVE,0,0,1,0,56.66
FALSE POSITIVE,0,0,1,0,16.67
FALSE POSITIVE,0,0,1,0,44.86
FALSE POSITIVE,0,0,1,0,70.65
CANDIDATE,0,0,0,0,2.99
CANDIDATE,0,0,0,0,2.64
CANDIDATE,0,0,0,0,4.35
CANDIDATE,0,0,0,0,1.79
CANDIDATE,0,0,0,0,1.11
FALSE POSITIVE,1,0,1,1,0.77
CANDIDATE,0,0,0,0,1.82
CANDIDATE,0,0,0,0,1.88
CANDIDATE,0,0,0,0,2.21
FALSE POSITIVE,0,0,1,0,90.37
FALSE POSITIVE,1,0,0,0,0.81
FALSE POSITIVE,0,0,1,0,48.38
CANDIDATE,0,0,0,0,54.16
FALSE POSITIVE,1,0,1,1,168.68
FALSE POSITIVE,0,0,1,0,58.77
FALSE POSITIVE,1,0,0,1,0.67
FALSE POSITIVE,0,0,1,0,278.81
FALSE POSITIVE,0,0,1,0,40.74
FALSE POSITIVE,0,0,1,0,35.35
FALSE POSITIVE,0,0,1,0,60.35
FALSE POSITIVE,1,0,1,1,52.09
FALSE POSITIVE,1,0,1,0,0.81
FALSE POSITIVE,0,0,1,0,33.4
FALSE POSITIVE,0,0,1,0,150.48
CANDIDATE,0,0,0,0,2.35
FALSE POSITIVE,0,1,0,0,5.05
CANDIDATE,0,0,0,0,7.97
CANDIDATE,0,0,0,0,3.58
FALSE POSITIVE,1,0,1,1,29.61
FALSE POSITIVE,0,0,1,0,138.25
CANDIDATE,0,0,0,0,3.22
CANDIDATE,0,0,0,0,1.91
CANDIDATE,0,0,0,0,3.46
CANDIDATE,0,0,0,0,1.61
FALSE POSITIVE,0,0,1,0,25.8
FALSE POSITIVE,0,0,1,0,45.27
FALSE POSITIVE,0,0,1,0,41.75
FALSE POSITIVE,1,0,0,0,0.52
FALSE POSITIVE,0,0,1,0,57.35
FALSE POSITIVE,0,0,1,0,49.6
FALSE POSITIVE,0,0,1,0,40.43
FALSE POSITIVE,1,0,1,0,110.58
FALSE POSITIVE,1,1,0,0,1.09
FALSE POSITIVE,0,0,1,0,92.78
FALSE POSITIVE,0,0,1,0,79.08
FALSE POSITIVE,0,1,0,0,2.55
CANDIDATE,0,0,0,0,1.96
FALSE POSITIVE,0,1,0,0,1.41
FALSE POSITIVE,1,0,0,0,6.81
FALSE POSITIVE,0,0,1,0,33.27
CANDIDATE,0,0,0,0,2.23
CANDIDATE,0,0,0,0,2.0
FALSE POSITIVE,0,0,1,0,36.7
CANDIDATE,0,0,0,0,1.04
CANDIDATE,0,0,0,0,1.14
CANDIDATE,0,0,0,0,6.96
CANDIDATE,0,0,0,0,1.83
CANDIDATE,0,0,0,0,3.56
FALSE POSITIVE,0,0,1,0,630.53
FALSE POSITIVE,0,1,0,0,1.57
FALSE POSITIVE,0,0,1,0,41.22
FALSE POSITIVE,0,0,1,0,63.68
FALSE POSITIVE,0,0,1,0,37.88
FALSE POSITIVE,0,0,1,0,28.75
CANDIDATE,0,0,0,0,2.29
FALSE POSITIVE,0,0,1,0,22.76
CANDIDATE,0,0,0,0,1.41
CANDIDATE,0,0,0,0,2.87
CANDIDATE,0,0,0,0,1.2
FALSE POSITIVE,0,1,0,0,0.76
CANDIDATE,0,0,0,0,1.82
CANDIDATE,0,0,0,0,2.89
CANDIDATE,0,0,0,0,1.65
FALSE POSITIVE,1,0,1,1,7.34
FALSE POSITIVE,0,0,1,0,53.27
FALSE POSITIVE,1,0,0,0,19.89
FALSE POSITIVE,0,0,1,0,26.21
FALSE POSITIVE,0,1,0,0,3.07
FALSE POSITIVE,0,0,1,0,56.63
FALSE POSITIVE,0,0,1,0,46.52
FALSE POSITIVE,0,0,1,0,90.92
FALSE POSITIVE,0,0,1,0,1668.79
CANDIDATE,0,0,0,0,2.58
CANDIDATE,0,0,0,0,1.56
FALSE POSITIVE,1,1,1,1,40.17
FALSE POSITIVE,1,0,1,1,5.33
CANDIDATE,0,0,0,0,2.55
CANDIDATE,0,0,0,0,0.84
CANDIDATE,0,0,0,0,2.09
FALSE POSITIVE,0,0,1,0,12.68
CANDIDATE,0,0,0,0,3.65
CANDIDATE,0,0,0,0,10.61
FALSE POSITIVE,0,0,1,0,57.08
CANDIDATE,0,0,0,0,1.14
CANDIDATE,0,0,0,0,1.15
CANDIDATE,0,0,0,0,3.68
CANDIDATE,0,0,0,0,1.91
CANDIDATE,0,0,0,0,2.08
CANDIDATE,0,0,0,0,4.17
FALSE POSITIVE,0,0,1,0,76.26
FALSE POSITIVE,0,0,1,0,44.0
FALSE POSITIVE,0,0,1,0,41.71
FALSE POSITIVE,0,0,1,0,35.12
FALSE POSITIVE,0,0,1,0,76.02
FALSE POSITIVE,0,1,0,0,54.24
FALSE POSITIVE,0,0,1,0,129.04
CANDIDATE,0,0,0,0,2.13
CANDIDATE,0,0,0,0,1.48
FALSE POSITIVE,0,0,1,0,44.7
CANDIDATE,0,0,0,0,2.89
CANDIDATE,0,0,0,0,1.88
FALSE POSITIVE,0,0,1,0,22.32
CANDIDATE,0,0,0,0,1.77
CANDIDATE,0,0,0,0,1.25
CANDIDATE,0,0,0,0,3.85
FALSE POSITIVE,1,1,0,1,2.66
CANDIDATE,0,0,0,0,1.63
FALSE POSITIVE,0,0,1,0,38.01
FALSE POSITIVE,0,0,1,0,49.2
FALSE POSITIVE,0,1,0,1,0.64
FALSE POSITIVE,1,0,0,0,37.39
FALSE POSITIVE,0,0,1,0,78.3
FALSE POSITIVE,0,0,1,0,15.49
FALSE POSITIVE,0,0,1,0,55.44
FALSE POSITIVE,0,0,1,0,92.5
FALSE POSITIVE,0,0,1,1,3.66
CANDIDATE,0,0,0,0,1.51
CANDIDATE,0,0,1,0,1543.74
CANDIDATE,0,0,0,0,1.68
CANDIDATE,0,0,0,0,1.54
CANDIDATE,0,0,0,0,1.53
CANDIDATE,0,0,0,0,1.92
CANDIDATE,0,0,0,0,1.49
CANDIDATE,0,0,0,0,2.2
FALSE POSITIVE,0,0,1,0,149.98
CANDIDATE,0,0,0,0,2.24
FALSE POSITIVE,1,0,0,0,1.7
CANDIDATE,0,0,0,0,3.46
