koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,koi_depth,koi_teq,koi_impact,koi_insol,koi_model_snr
FALSE POSITIVE,1,0,0,0,23.35,113.8,1312.0,1.228,701.68,24.3
FALSE POSITIVE,0,0,1,0,403.59,433.2,2404.0,2.641,7903.84,62.3
CANDIDATE,0,0,0,0,7.67,3487.5,333.0,0.652,2.92,235.7
FALSE POSITIVE,1,0,1,0,1.25,321.5,1372.0,0.216,838.42,19.6
FALSE POSITIVE,1,0,0,0,7.47,248.0,1964.0,0.708,3518.78,22.2
CANDIDATE,0,0,0,0,2.47,443.3,1037.0,0.097,273.78,37.5
CANDIDATE,0,0,0,0,1.62,178.5,803.0,0.533,98.51,10.9
FALSE POSITIVE,1,1,0,0,17.12,250.2,1922.0,1.169,3248.17,37.5
CANDIDATE,0,0,0,0,13.92,640.9,1171.0,0.806,443.58,41.0
FALSE POSITIVE,1,1,0,1,3.22,186.2,2863.0,0.736,15822.49,136.3
FALSE POSITIVE,1,0,0,1,1.19,118.6,1572.0,0.715,1448.05,27.0
CANDIDATE,0,0,0,0,1.78,145.1,688.0,0.283,53.09,25.5
CANDIDATE,0,0,0,0,8.78,30222.0,753.0,0.337,76.1,1252.5
CANDIDATE,0,0,0,0,8.25,372.2,1768.0,0.042,2310.43,267.4
FALSE POSITIVE,1,0,1,1,7.48,4399.1,1170.0,0.766,442.78,270.1
FALSE POSITIVE,0,1,0,0,2.78,42.2,2101.0,0.005,4601.71,37.2
CANDIDATE,0,0,0,0,2.52,195.6,675.0,0.46,49.16,71.2
CANDIDATE,0,0,0,0,1.69,68.9,1784.0,0.893,2388.98,53.6
FALSE POSITIVE,0,0,1,0,78.54,26900.0,737.0,1.197,69.62,184.3
FALSE POSITIVE,1,0,0,0,14.71,570.6,684.0,1.213,51.85,35.6
FALSE POSITIVE,1,0,1,1,1.45,324.6,2069.0,0.113,4349.62,63.6
CANDIDATE,0,0,0,0,1.41,340.9,1331.0,0.412,740.47,73.5
CANDIDATE,0,0,0,0,2.01,393.1,985.0,0.62,222.91,29.8
FALSE POSITIVE,1,0,1,1,67.37,2121.9,1303.0,1.276,681.39,187.6
CANDIDATE,0,0,0,0,5.88,154.9,2740.0,0.136,13331.51,27.2
CANDIDATE,0,0,0,0,7.62,223.4,1941.0,0.639,3354.56,24.5
CANDIDATE,0,0,0,0,1.59,270.7,890.0,0.314,148.62,24.8
FALSE POSITIVE,1,0,0,1,1.81,399.6,770.0,0.69,83.13,20.1
CANDIDATE,0,0,0,0,5.24,1428.2,848.0,0.963,122.34,105.3
FALSE POSITIVE,0,0,1,0,25.89,17971.0,1027.0,1.145,263.55,39.6
FALSE POSITIVE,0,0,1,0,16.91,15304.0,1347.0,0.785,778.45,298.0
FALSE POSITIVE,1,0,1,1,56.44,36348.0,932.0,1.018,177.96,154.6
FALSE POSITIVE,0,0,1,0,11.36,18848.0,459.0,0.663,10.49,882.6
FALSE POSITIVE,0,1,0,1,33.65,2779.3,2090.0,1.224,4500.59,195.2
CANDIDATE,0,0,0,0,430.99,1349.1,4903.0,1.203,136609.48,76.7
FALSE POSITIVE,0,1,0,0,71.39,867.5,1139.0,1.228,397.48,249.3
FALSE POSITIVE,0,0,1,0,2436.69,625.6,6421.0,1.187,401588.95,56.3
FALSE POSITIVE,0,0,1,0,68.02,2144.4,905.0,1.272,158.41,221.1
FALSE POSITIVE,1,0,1,1,1.56,633.1,1053.0,0.003,290.51,66.9
FALSE POSITIVE,0,1,0,0,12.1,4158.1,588.0,0.728,28.2,60.9
CANDIDATE,0,0,0,0,2.54,568.9,755.0,0.202,76.66,29.8
CANDIDATE,0,0,0,0,1.67,246.8,1022.0,0.077,258.41,17.7
CANDIDATE,0,0,0,0,2.39,507.8,476.0,0.027,12.14,15.5
CANDIDATE,0,0,0,0,2.39,447.8,554.0,0.67,22.21,11.8
CANDIDATE,0,0,0,0,1.54,196.0,1741.0,0.286,2174.33,21.1
CANDIDATE,0,0,0,0,2.33,570.3,566.0,0.061,24.27,35.2
CANDIDATE,0,0,0,0,2.48,414.5,695.0,0.014,55.1,42.2
CANDIDATE,0,0,0,0,2.73,503.0,471.0,0.058,11.59,36.1
FALSE POSITIVE,1,0,0,1,25.2,400.9,986.0,1.195,223.84,24.0
CANDIDATE,0,0,0,0,2.03,270.6,866.0,0.091,132.94,38.7
FALSE POSITIVE,1,0,1,0,8.96,4843.9,853.0,0.937,125.21,115.3
FALSE POSITIVE,1,0,1,1,5.09,1916.2,1392.0,0.943,884.12,103.4
FALSE POSITIVE,1,0,1,1,19.0,2547.4,1177.0,1.253,451.42,182.2
FALSE POSITIVE,1,0,1,0,97.27,2006.2,2636.0,1.27,11424.49,148.0
FALSE POSITIVE,1,0,1,0,34.14,3414.4,434.0,1.298,8.38,103.4
CANDIDATE,0,0,0,0,7.14,2894.1,592.0,0.065,29.07,243.5
CANDIDATE,0,0,0,0,2.29,790.1,942.0,0.374,186.31,19.4
FALSE POSITIVE,1,0,0,0,1.42,260.5,1311.0,0.242,696.4,22.2
CANDIDATE,0,0,0,0,1.92,517.6,782.0,0.377,88.36,38.4
CANDIDATE,0,0,0,0,1.75,445.9,372.0,0.015,4.53,17.4
CANDIDATE,0,0,0,0,1.67,178.2,1356.0,0.426,798.41,48.8
FALSE POSITIVE,1,0,1,1,38.6,1269.9,602.0,1.246,31.08,59.2
FALSE POSITIVE,1,0,0,1,0.98,36.7,2393.0,0.674,7759.2,34.7
FALSE POSITIVE,1,0,1,0,40.15,2931.6,387.0,1.274,5.33,58.1
CANDIDATE,0,0,0,0,1.68,182.6,1160.0,0.942,428.25,38.0
CANDIDATE,0,0,0,0,3.51,148.1,1422.0,0.02,965.62,38.9
CANDIDATE,0,0,0,0,2.67,205.2,1004.0,0.993,240.11,19.1
FALSE POSITIVE,0,0,0,1,0.65,58.0,837.0,0.04,116.02,27.2
CANDIDATE,0,0,0,0,10.4,5372.3,366.0,0.968,4.26,71.6
CANDIDATE,0,0,0,0,2.01,1419.6,543.0,0.063,20.59,28.1
FALSE POSITIVE,1,0,0,0,1.57,840.0,454.0,0.324,10.08,14.4
CANDIDATE,0,0,0,0,1.23,531.5,694.0,0.142,54.8,14.9
CANDIDATE,0,0,0,0,3.63,747.5,734.0,0.022,68.46,79.3
CANDIDATE,0,0,0,0,1.21,200.9,1101.0,0.171,347.01,41.0
CANDIDATE,0,0,0,0,2.18,801.5,672.0,0.319,48.37,41.9
CANDIDATE,0,0,0,0,2.82,764.2,505.0,0.945,15.33,26.3
FALSE POSITIVE,1,0,0,1,2.92,1145.5,1784.0,0.01,2386.13,121.1
CANDIDATE,0,0,0,0,12.14,7765.0,1489.0,0.424,1162.54,1225.3
CANDIDATE,0,0,0,0,5.85,536.7,341.0,1.267,3.21,37.3
CANDIDATE,0,0,0,0,1.14,129.2,1734.0,0.019,2138.47,21.6
CANDIDATE,0,0,0,0,2.98,284.7,1005.0,0.924,240.8,33.4
CANDIDATE,0,0,0,0,1.7,124.5,1372.0,0.621,835.65,20.9
CANDIDATE,0,0,0,0,2.96,242.9,843.0,0.966,119.42,22.8
FALSE POSITIVE,1,0,0,0,0.62,48.3,679.0,0.497,50.41,16.5
FALSE POSITIVE,0,0,1,0,20.06,66894.0,455.0,0.337,10.1,765.0
FALSE POSITIVE,0,0,1,0,53.25,61625.0,777.0,1.1,86.13,930.3
FALSE POSITIVE,1,0,1,0,35.27,2468.5,1864.0,1.297,2846.03,245.6
FALSE POSITIVE,0,0,1,0,32.11,1907.4,1908.0,1.264,3117.82,185.0
FALSE POSITIVE,1,0,1,1,37.47,2124.3,880.0,1.269,141.63,102.8
CANDIDATE,0,0,0,0,2.28,1086.1,348.0,0.346,3.48,34.5
CANDIDATE,0,0,0,0,1.01,563.1,615.0,0.093,33.79,19.6
CANDIDATE,0,0,0,0,1.16,376.2,1115.0,0.181,365.72,22.6
CANDIDATE,0,0,0,0,3.39,653.5,929.0,0.011,176.29,80.8
CANDIDATE,0,0,0,0,3.7,910.0,563.0,0.938,23.82,25.3
CANDIDATE,0,0,0,0,1.62,300.2,750.0,0.392,74.8,32.4
CANDIDATE,0,0,0,0,2.41,398.6,931.0,0.037,177.83,26.2
CANDIDATE,0,0,0,0,1.75,355.6,618.0,0.676,34.57,23.0
CANDIDATE,0,0,0,0,1.74,115.4,1144.0,0.815,405.75,15.7
FALSE POSITIVE,1,0,1,1,6.85,944.3,1351.0,0.923,788.02,86.2
CANDIDATE,0,0,0,0,2.02,434.4,533.0,0.029,19.02,28.3
FALSE POSITIVE,1,0,1,0,2.02,85.3,1285.0,0.636,643.83,21.0
FALSE POSITIVE,0,0,1,0,102.08,273110.0,554.0,0.684,22.33,3420.3
CANDIDATE,0,0,0,0,67.35,20703.0,2251.0,1.222,6067.3,717.4
FALSE POSITIVE,1,0,1,1,65.25,1138.5,2371.0,1.261,7471.65,253.4
CANDIDATE,0,0,0,0,1.85,473.0,932.0,0.02,177.79,115.4
FALSE POSITIVE,0,0,1,0,5.33,2010.3,903.0,0.945,156.74,100.0
FALSE POSITIVE,1,0,1,1,3.6,778.9,557.0,0.941,22.74,55.9
CANDIDATE,0,0,0,0,2.26,611.4,1007.0,0.043,242.97,34.1
FALSE POSITIVE,0,0,1,0,26.67,1996.3,1730.0,1.26,2128.29,251.9
FALSE POSITIVE,1,0,1,0,21.81,802.8,1101.0,1.216,348.05,48.2
FALSE POSITIVE,1,0,1,0,67.17,903.9,1934.0,1.255,3304.55,86.1
FALSE POSITIVE,0,1,0,1,23.05,903.5,2216.0,1.228,5746.51,82.4
CANDIDATE,0,0,0,0,3.29,864.3,858.0,0.926,127.95,37.0
CANDIDATE,0,0,0,0,1.45,236.6,734.0,0.718,68.66,19.4
CANDIDATE,0,0,0,0,2.12,237.6,1046.0,0.972,283.62,20.0
FALSE POSITIVE,1,0,1,1,22.32,1058.5,521.0,1.22,17.37,65.8
FALSE POSITIVE,1,0,1,1,24.6,2017.9,494.0,1.25,14.09,79.4
FALSE POSITIVE,0,0,1,0,27.36,5144.4,1060.0,0.985,298.77,175.9
FALSE POSITIVE,0,0,1,0,16.94,20901.0,1232.0,0.827,543.92,282.6
CANDIDATE,0,0,0,0,9.29,12295.0,943.0,0.096,187.27,537.7
FALSE POSITIVE,0,0,1,0,49.82,43547.0,379.0,1.004,4.89,938.2
FALSE POSITIVE,1,0,1,1,14.35,1223.7,2170.0,0.967,5240.0,73.9
CANDIDATE,0,0,0,0,2.86,1074.9,748.0,0.5,74.13,74.0
CANDIDATE,0,0,0,0,1.39,224.1,875.0,0.357,138.51,10.7
CANDIDATE,0,0,0,0,1.19,166.1,1242.0,0.33,562.48,12.1
CANDIDATE,0,0,0,0,1.16,197.6,1612.0,0.12,1605.87,82.6
CANDIDATE,0,0,0,0,1.48,274.4,904.0,0.66,157.93,16.9
FALSE POSITIVE,0,0,1,0,20.05,39043.0,1231.0,0.8,542.43,349.2
FALSE POSITIVE,1,0,0,1,13.63,7829.2,1646.0,0.942,1730.47,124.6
FALSE POSITIVE,1,0,0,1,3.32,381.3,1374.0,0.775,842.48,27.1
FALSE POSITIVE,1,0,1,0,19.51,456.7,2011.0,1.193,3852.91,53.7
CANDIDATE,0,0,0,0,3.42,597.8,875.0,0.648,138.64,31.3
CANDIDATE,0,0,0,0,2.2,271.8,1015.0,0.004,251.55,16.4
CANDIDATE,0,0,0,0,3.02,471.2,671.0,0.61,47.96,18.5
FALSE POSITIVE,0,0,1,0,36.14,87750.0,375.0,0.267,4.68,704.5
CANDIDATE,0,0,0,0,2.54,1331.4,548.0,0.164,21.27,41.9
CANDIDATE,0,0,0,0,2.18,931.5,386.0,0.43,5.25,14.0
FALSE POSITIVE,1,0,0,0,0.82,82.2,1881.0,0.554,2960.82,33.1
CANDIDATE,0,0,0,0,3.71,313.9,772.0,0.016,83.75,54.8
CANDIDATE,0,0,0,0,1.56,308.7,1139.0,0.574,398.42,29.5
CANDIDATE,0,0,0,0,5.11,2607.0,1164.0,0.781,434.31,361.1
CANDIDATE,0,0,0,0,2.98,549.1,1066.0,0.043,304.65,31.5
CANDIDATE,0,0,0,0,4.75,1396.2,421.0,0.003,7.39,30.5
FALSE POSITIVE,1,0,1,1,37.15,10624.0,952.0,1.256,194.17,146.3
CANDIDATE,0,0,0,0,2.63,952.7,736.0,0.194,69.42,178.0
FALSE POSITIVE,1,1,0,1,29.55,5450.0,313.0,1.256,2.26,63.2
FALSE POSITIVE,1,1,0,0,43.98,1345.8,2308.0,1.252,6719.67,117.7
CANDIDATE,0,0,0,0,2.73,628.7,739.0,0.811,70.5,23.0
CANDIDATE,0,0,0,0,4.14,641.8,489.0,0.988,13.57,12.2
CANDIDATE,0,0,0,0,2.0,340.1,984.0,0.573,221.66,28.0
CANDIDATE,0,0,0,0,5.99,395.9,1419.0,0.049,958.35,38.6
CANDIDATE,0,0,0,0,3.42,266.8,511.0,0.019,16.17,29.0
CANDIDATE,0,0,0,0,1.17,135.2,1156.0,0.076,421.61,23.4
FALSE POSITIVE,0,0,1,0,40.35,28066.0,1263.0,0.21,601.6,425.6
FALSE POSITIVE,1,0,1,1,4.86,2721.7,1426.0,0.045,974.1,63.7
CANDIDATE,0,0,0,0,5.17,4634.9,456.0,0.009,10.19,155.0
FALSE POSITIVE,1,0,0,1,1.29,219.2,1611.0,0.469,1588.89,45.5
CANDIDATE,0,0,0,0,1.95,477.4,767.0,0.753,81.77,38.0
FALSE POSITIVE,1,0,1,1,1.25,104.1,1680.0,0.448,1878.1,19.3
CANDIDATE,0,0,0,0,12.05,12440.0,1302.0,0.053,679.75,100.8
CANDIDATE,0,0,1,0,18.66,4702.6,2654.0,0.891,11675.38,269.8
FALSE POSITIVE,0,1,0,0,15.25,6496.0,356.0,1.181,3.81,63.4
FALSE POSITIVE,1,0,1,0,35.8,4456.8,564.0,1.276,23.97,78.7
FALSE POSITIVE,1,0,1,1,3.28,426.6,1434.0,0.97,1001.35,76.4
CANDIDATE,0,0,0,0,97.36,1038.1,3689.0,1.246,43709.08,202.2
CANDIDATE,0,0,0,0,1.38,643.4,569.0,0.22,24.74,20.8
CANDIDATE,0,0,0,0,1.58,417.4,977.0,0.127,215.46,27.9
FALSE POSITIVE,1,0,1,1,37.37,551.5,2595.0,0.035,10730.53,18.3
FALSE POSITIVE,1,0,0,0,2.74,547.3,883.0,0.968,144.12,34.0
CANDIDATE,0,0,0,0,4.56,2318.9,881.0,0.137,142.63,116.2
CANDIDATE,0,0,0,0,77.76,7382.3,1485.0,0.073,1150.61,603.0
CANDIDATE,0,0,0,0,2.74,705.4,1237.0,0.682,553.53,45.5
CANDIDATE,0,0,0,0,5.34,2398.8,567.0,0.8,24.53,56.7
CANDIDATE,0,0,0,0,2.9,1357.4,657.0,0.311,43.96,53.2
CANDIDATE,0,0,0,0,4.91,2269.7,899.0,0.027,154.25,437.5
FALSE POSITIVE,0,0,1,0,19.68,3472.0,317.0,1.264,2.38,37.5
CANDIDATE,0,0,0,0,2.01,442.0,938.0,0.03,183.15,23.1
FALSE POSITIVE,0,1,0,0,38.98,18904.0,296.0,0.919,1.81,66.7
FALSE POSITIVE,1,0,0,0,1.17,254.0,844.0,0.161,119.7,17.1
FALSE POSITIVE,0,0,0,1,1.37,317.9,1471.0,0.52,1109.79,21.7
CANDIDATE,0,0,0,0,1.65,1264.7,615.0,0.051,33.76,47.8
CANDIDATE,0,0,0,0,2.05,1632.3,484.0,0.79,12.95,39.6
CANDIDATE,0,0,0,0,1.87,1629.8,301.0,0.035,1.95,28.9
CANDIDATE,0,0,0,0,2.0,555.3,448.0,0.007,9.54,66.8
FALSE POSITIVE,1,0,0,1,1.44,251.7,1282.0,0.856,638.05,27.2
CANDIDATE,0,0,0,0,2.32,464.8,621.0,0.013,35.08,33.1
CANDIDATE,0,0,0,0,0.74,369.5,425.0,0.05,7.73,18.3
FALSE POSITIVE,1,0,0,1,1.19,79.8,1551.0,0.769,1366.57,26.7
CANDIDATE,0,0,0,0,2.31,777.7,996.0,0.021,232.65,50.7
CANDIDATE,0,0,0,0,4.43,1867.7,1096.0,0.9,340.69,156.5
CANDIDATE,0,0,0,0,2.4,537.4,672.0,0.054,48.23,27.3
CANDIDATE,0,0,0,0,2.7,680.9,578.0,0.008,26.34,28.9
FALSE POSITIVE,1,0,1,1,4.42,1273.0,674.0,0.956,48.72,36.7
FALSE POSITIVE,0,0,1,0,19.81,47303.0,985.0,0.343,222.23,2561.1
FALSE POSITIVE,1,0,0,1,3.78,861.4,1727.0,0.974,2103.09,63.0
FALSE POSITIVE,0,1,0,0,19.07,714.1,1965.0,1.199,3537.27,93.3
CANDIDATE,0,0,0,0,2.04,1473.0,454.0,0.684,10.07,35.9
CANDIDATE,0,0,0,0,4.39,565.4,1163.0,0.011,432.9,50.4
FALSE POSITIVE,1,0,1,1,1.35,308.5,1474.0,0.421,1119.9,44.3
FALSE POSITIVE,0,0,1,0,28.15,510.5,905.0,1.222,158.42,32.9
CANDIDATE,0,0,0,0,1.67,418.3,804.0,0.08,98.81,19.0
CANDIDATE,0,0,0,0,1.42,302.3,938.0,0.142,182.9,16.2
CANDIDATE,0,0,0,0,1.25,224.6,1414.0,0.332,945.12,16.5
CANDIDATE,0,0,0,0,2.07,182.3,984.0,0.755,221.34,27.7
CANDIDATE,0,0,0,0,1.71,125.5,756.0,0.743,77.24,14.3
CANDIDATE,0,0,0,0,0.9,76.7,2099.0,0.132,4572.56,38.7
CANDIDATE,0,0,0,0,1.22,210.2,759.0,0.174,78.35,36.7
CANDIDATE,0,0,0,0,0.94,124.1,850.0,0.064,123.4,25.6
CANDIDATE,0,0,0,0,1.83,1585.1,298.0,0.009,1.87,53.8
CANDIDATE,0,0,0,0,2.37,907.5,530.0,0.648,18.72,35.6
CANDIDATE,0,0,0,0,21.95,13715.0,778.0,0.625,86.74,1405.6
CANDIDATE,0,0,0,0,3.24,1145.9,775.0,0.668,85.15,66.7
CANDIDATE,0,0,0,0,8.31,34514.0,286.0,0.001,1.59,607.4
CANDIDATE,0,0,0,0,4.18,2141.4,642.0,0.568,40.03,116.2
CANDIDATE,0,0,0,0,5.94,3269.0,720.0,0.255,63.52,456.8
CANDIDATE,0,0,0,0,2.36,157.9,1537.0,0.374,1317.96,19.0
FALSE POSITIVE,1,0,0,0,2.93,712.4,1045.0,0.968,282.64,43.0
CANDIDATE,0,0,0,0,3.24,826.9,679.0,0.871,50.32,46.0
FALSE POSITIVE,1,0,0,0,37.99,158.7,1246.0,1.151,570.93,17.4
CANDIDATE,0,0,0,0,1.52,325.8,875.0,0.018,138.46,21.6
CANDIDATE,0,0,0,0,7.62,2250.0,855.0,0.925,126.57,170.1
FALSE POSITIVE,1,0,0,0,1.19,185.8,1564.0,0.528,1413.91,34.7
CANDIDATE,0,0,0,0,0.9,306.8,502.0,0.112,15.01,12.6
CANDIDATE,0,0,0,0,2.21,469.2,641.0,0.004,39.94,36.1
FALSE POSITIVE,1,0,1,1,36.87,2133.0,2103.0,1.246,4636.91,238.6
CANDIDATE,0,0,0,0,4.32,956.9,879.0,0.036,141.0,200.0
FALSE POSITIVE,0,0,1,0,14.45,82670.0,557.0,0.506,22.67,314.1
FALSE POSITIVE,0,1,0,0,57.77,33117.0,2351.0,1.25,7193.72,578.6
CANDIDATE,0,0,1,0,26.06,14447.0,1626.0,0.57,1656.16,1441.9
FALSE POSITIVE,1,0,0,1,25.54,2936.6,1508.0,1.262,1222.25,549.5
FALSE POSITIVE,0,0,1,0,5.65,3018.9,1298.0,0.917,672.92,179.0
CANDIDATE,0,0,0,0,3.05,1140.8,470.0,0.567,11.5,41.9
CANDIDATE,0,0,0,0,1.94,1525.2,514.0,0.03,16.54,56.6
CANDIDATE,0,0,0,0,1.83,1367.6,451.0,0.017,9.76,44.8
CANDIDATE,0,0,0,0,2.17,1925.1,328.0,0.008,2.73,46.4
CANDIDATE,0,0,0,0,1.23,614.1,652.0,0.082,42.53,28.6
CANDIDATE,0,0,0,0,1.47,843.3,1026.0,0.162,262.51,45.3
FALSE POSITIVE,0,0,1,0,38.81,10510.0,566.0,1.142,24.18,628.1
FALSE POSITIVE,1,0,0,1,18.93,639.7,1837.0,1.215,2677.36,42.9
CANDIDATE,0,0,0,0,2.7,1006.2,632.0,0.025,37.82,29.5
FALSE POSITIVE,1,0,0,1,1.71,819.6,590.0,0.022,28.69,39.7
CANDIDATE,0,0,0,0,1.86,820.1,641.0,0.575,40.07,51.7
CANDIDATE,0,0,0,0,2.03,315.1,1165.0,0.741,435.21,67.5
CANDIDATE,0,0,0,0,9.83,8244.1,434.0,0.291,8.41,318.3
CANDIDATE,0,0,0,0,5.1,1843.4,835.0,0.778,114.59,90.1
FALSE POSITIVE,1,0,1,0,72.52,4952.0,1211.0,1.284,509.55,180.6
FALSE POSITIVE,0,0,1,1,9.84,7019.0,829.0,0.74,111.67,56.0
FALSE POSITIVE,1,0,0,1,149.71,1717.5,3303.0,1.27,28084.15,365.7
FALSE POSITIVE,1,0,0,1,2.08,402.5,1075.0,0.014,316.0,30.7
CANDIDATE,0,0,0,0,5.4,2486.6,383.0,0.9,5.09,61.9
CANDIDATE,0,0,0,0,2.77,1154.8,629.0,0.812,36.95,38.0
CANDIDATE,0,0,0,0,1.94,385.2,947.0,0.219,189.98,35.1
CANDIDATE,0,0,0,0,4.66,2608.1,1131.0,0.045,386.66,166.3
CANDIDATE,0,0,1,0,21.42,4590.6,3559.0,0.512,37958.27,4061.9
CANDIDATE,0,0,0,0,10.63,6536.0,1308.0,0.066,692.13,794.3
CANDIDATE,0,0,0,0,3.1,834.9,879.0,0.916,140.92,59.1
CANDIDATE,0,0,0,0,3.01,902.0,530.0,0.838,18.7,39.3
FALSE POSITIVE,1,0,1,0,10.05,1467.9,262.0,1.161,1.12,18.3
FALSE POSITIVE,1,0,0,1,34.0,283.5,1197.0,1.165,484.58,35.4
CANDIDATE,0,0,0,0,4.84,677.8,699.0,0.934,56.49,33.6
CANDIDATE,0,0,0,0,2.79,492.1,1021.0,0.067,257.11,19.3
CANDIDATE,0,0,0,0,1.64,290.6,758.0,0.026,78.26,15.6
CANDIDATE,0,0,0,0,3.07,1360.1,876.0,0.715,139.48,249.7
FALSE POSITIVE,1,1,0,0,47.75,408.5,3271.0,1.204,27241.45,100.1
CANDIDATE,0,0,0,0,2.59,766.6,990.0,0.015,227.15,43.2
CANDIDATE,0,0,0,0,6.57,5869.2,449.0,0.251,9.61,79.7
CANDIDATE,0,0,0,0,2.28,798.9,809.0,0.018,101.22,147.2
CANDIDATE,0,0,0,0,2.41,421.6,777.0,0.866,86.28,24.6
CANDIDATE,0,0,0,0,1.52,233.3,1200.0,0.349,490.13,25.6
CANDIDATE,0,0,0,0,3.08,898.3,350.0,0.034,3.53,97.4
CANDIDATE,0,0,0,0,1.92,352.3,1209.0,0.524,505.22,34.7
CANDIDATE,0,0,0,0,2.45,529.8,1051.0,0.015,288.92,54.3
CANDIDATE,0,0,0,0,3.67,2039.7,690.0,0.494,53.68,120.9
FALSE POSITIVE,1,0,0,0,31.01,1444.4,1306.0,1.251,689.48,139.5
CANDIDATE,0,0,0,0,2.53,1300.7,486.0,0.123,13.18,60.0
CANDIDATE,0,0,0,0,2.31,36719.0,181.0,0.485,0.26,2981.3
FALSE POSITIVE,0,0,1,0,15.61,37545.0,614.0,0.512,33.6,1642.2
FALSE POSITIVE,1,0,0,0,268.65,5897.4,1268.0,4.246,612.49,130.0
FALSE POSITIVE,1,0,1,0,14.49,5811.5,2378.0,0.878,7548.29,603.4
FALSE POSITIVE,0,0,1,0,23.76,12992.0,965.0,0.842,205.39,2477.0
FALSE POSITIVE,1,0,1,1,5.67,2969.2,1118.0,0.911,368.33,294.8
FALSE POSITIVE,0,0,1,0,24.19,7240.1,764.0,0.981,80.37,445.7
FALSE POSITIVE,1,0,1,0,23.6,598.9,1039.0,1.199,275.65,36.7
CANDIDATE,0,0,0,0,8.19,4653.6,366.0,0.0,4.25,54.7
FALSE POSITIVE,1,1,0,1,1.45,451.1,1488.0,0.018,1159.62,52.4
CANDIDATE,0,0,0,0,1.67,448.6,618.0,0.732,34.55,10.5
CANDIDATE,0,0,0,0,4.12,536.4,915.0,0.979,165.3,31.7
CANDIDATE,0,0,0,0,2.0,363.0,865.0,0.645,132.46,28.6
FALSE POSITIVE,1,0,0,1,12.93,415.3,919.0,1.225,168.44,88.8
CANDIDATE,0,0,0,0,2.36,511.5,840.0,0.899,117.33,56.3
CANDIDATE,0,0,0,0,0.68,61.4,991.0,0.454,227.69,11.4
CANDIDATE,0,0,0,0,2.8,503.0,957.0,0.939,198.67,20.8
FALSE POSITIVE,1,1,0,1,1.21,254.7,1950.0,0.639,3419.7,86.3
CANDIDATE,0,0,0,0,0.78,1821.0,525.0,0.83,18.03,111.4
FALSE POSITIVE,0,0,1,0,0.76,1461.5,729.0,0.81,66.14,150.4
FALSE POSITIVE,0,0,1,0,13.95,6165.2,985.0,0.948,222.68,806.5
FALSE POSITIVE,0,0,1,0,22.36,6862.8,3060.0,0.733,20728.79,1293.1
FALSE POSITIVE,1,0,1,1,51.86,71318.0,955.0,1.047,196.62,274.9
FALSE POSITIVE,1,0,1,0,33.01,1926.6,1794.0,1.266,2450.63,137.5
FALSE POSITIVE,1,1,0,1,32.66,1298.1,1252.0,1.239,581.11,149.3
FALSE POSITIVE,1,0,1,1,9.73,5536.0,706.0,0.908,58.71,157.8
FALSE POSITIVE,1,0,1,1,8.88,1039.0,1400.0,1.04,906.46,124.3
FALSE POSITIVE,0,0,1,0,27.21,1057.7,1646.0,1.344,1746.78,56.3
CANDIDATE,0,0,0,0,2.83,1346.6,437.0,0.545,8.6,40.8
CANDIDATE,0,0,0,0,2.32,831.3,594.0,0.694,29.53,29.3
CANDIDATE,0,0,0,0,0.86,128.2,1589.0,0.442,1503.79,13.2
CANDIDATE,0,0,0,0,2.19,1419.1,273.0,0.004,1.31,51.8
CANDIDATE,0,0,0,0,2.58,1174.1,540.0,0.703,20.15,32.3
CANDIDATE,0,0,0,0,6.39,4119.2,409.0,0.796,6.62,161.5
CANDIDATE,0,0,0,0,32.6,4319.7,325.0,1.252,2.62,106.2
CANDIDATE,0,0,0,0,1.5,599.7,713.0,0.891,61.24,31.1
CANDIDATE,0,0,0,0,1.79,515.3,1361.0,0.795,813.3,99.8
CANDIDATE,0,0,0,0,4.68,2378.8,298.0,0.196,1.85,49.4
CANDIDATE,0,0,0,0,1.72,131.0,1157.0,0.079,422.8,33.8
CANDIDATE,0,0,0,0,1.98,264.7,2149.0,0.041,5056.88,46.9
CANDIDATE,0,0,0,0,2.09,282.2,1348.0,0.422,780.46,29.2
CANDIDATE,0,0,0,0,1.76,266.1,1425.0,0.368,974.3,48.9
CANDIDATE,0,0,0,0,2.96,450.5,1088.0,0.94,330.84,32.9
CANDIDATE,0,0,0,0,11.64,409.3,1087.0,0.943,330.0,60.9
FALSE POSITIVE,0,1,0,0,5.68,183.4,1378.0,0.034,852.28,45.3
CANDIDATE,0,0,0,0,1.38,259.8,1131.0,0.204,387.43,23.3
CANDIDATE,0,0,0,0,1.21,202.6,851.0,0.013,123.96,14.3
CANDIDATE,0,0,0,0,1.2,210.9,1367.0,0.015,827.82,22.1
CANDIDATE,0,0,0,0,1.29,243.9,1098.0,0.143,343.57,20.6
CANDIDATE,0,0,0,0,1.31,253.2,919.0,0.04,168.51,17.4
CANDIDATE,0,0,0,0,3.11,716.4,807.0,0.568,100.09,109.3
CANDIDATE,0,0,0,0,2.18,442.7,1212.0,0.633,510.26,26.4
CANDIDATE,0,0,0,0,2.03,379.8,1035.0,0.664,270.62,15.2
CANDIDATE,0,0,0,0,2.26,803.1,563.0,0.269,23.82,26.2
